Split,Week,Player,Position,Team,Opponent,Result,Points,Region
6.0,50.0,ALPHARI,Top,MSF,UOL,1,13.46,EU
6.0,50.0,ALPHARI,Top,MSF,G2 ,0,6.97,EU
6.0,50.0,UPSET,AD Carry,S04,FNC,0,10.19,EU
6.0,50.0,UPSET,AD Carry,S04,ROC,0,7.12,EU
6.0,50.0,HEAQ,AD Carry,ROC,H2K,0,10.96,EU
6.0,50.0,HEAQ,AD Carry,ROC,S04,1,19.13,EU
6.0,50.0,RYU,Mid,100,FOX,0,10.71,NA
6.0,50.0,RYU,Mid,100,CLG,1,24.7,NA
6.0,50.0,NUKEDUCK,Mid,S04,FNC,0,5.14,EU
6.0,50.0,NUKEDUCK,Mid,S04,ROC,0,5.09,EU
6.0,50.0,NISQY,Mid,SPY,GIA,1,10.06,EU
6.0,50.0,NISQY,Mid,SPY,FNC,0,11.22,EU
6.0,50.0,XERXE,Jungler,SPY,GIA,1,9.43,EU
6.0,50.0,XERXE,Jungler,SPY,FNC,0,9.19,EU
6.0,50.0,KOLD,Jungler,UOL,MSF,0,7.07,EU
6.0,50.0,KOLD,Jungler,UOL,GIA,1,28.99,EU
6.0,50.0,DEFTLY,AD Carry,GGS,OPT,0,11.46,NA
6.0,50.0,DEFTLY,AD Carry,GGS,TL ,1,24.43,NA
6.0,50.0,SHERIFF,AD Carry,H2K,ROC,1,31.18,EU
6.0,50.0,SHERIFF,AD Carry,H2K,VIT,1,15.29,EU
6.0,50.0,BETSY,Mid,GIA,SPY,0,2.43,EU
6.0,50.0,BETSY,Mid,GIA,UOL,0,14.43,EU
6.0,50.0,SMOOTHIE,Support,C9 ,TSM,1,14.46,NA
6.0,50.0,SMOOTHIE,Support,C9 ,FOX,0,6.42,NA
6.0,50.0,MIKEYEUNG,Jungler,TSM,C9 ,0,3.57,NA
6.0,50.0,MIKEYEUNG,Jungler,TSM,CG ,0,1.67,NA
6.0,50.0,DARSHAN,Top,CLG,TL ,0,11.63,NA
6.0,50.0,DARSHAN,Top,CLG,100,0,16.06,NA
6.0,50.0,ADRIAN,Support,FOX,100,1,8.98,NA
6.0,50.0,ADRIAN,Support,FOX,C9 ,1,12.08,NA
6.0,50.0,ARROW,AD Carry,OPT,GGS,1,25.48,NA
6.0,50.0,ARROW,AD Carry,OPT,FLY,0,20.86,NA
6.0,50.0,HAI,Mid,GGS,OPT,0,8.69,NA
6.0,50.0,HAI,Mid,GGS,TL ,1,32.56,NA
6.0,50.0,CABOCHARD,Top,VIT,G2 ,0,2.34,EU
6.0,50.0,CABOCHARD,Top,VIT,H2K,0,15.04,EU
6.0,50.0,SSUMDAY,Top,100,FOX,0,11.59,NA
6.0,50.0,SSUMDAY,Top,100,CLG,1,15.4,NA
6.0,50.0,HYLISSANG,Support,FNC,S04,1,5.08,EU
6.0,50.0,HYLISSANG,Support,FNC,SPY,1,11.73,EU
6.0,50.0,FLAME,Top,FLY,CG ,0,4.42,NA
6.0,50.0,FLAME,Top,FLY,OPT,1,17.39,NA
6.0,50.0,REIGNOVER,Jungler,CLG,TL ,0,8.37,NA
6.0,50.0,REIGNOVER,Jungler,CLG,100,0,23.46,NA
6.0,50.0,METEOS,Jungler,100,FOX,0,8.5,NA
6.0,50.0,METEOS,Jungler,100,CLG,1,17.8,NA
6.0,50.0,MIKYX,Support,MSF,UOL,1,12.83,EU
6.0,50.0,MIKYX,Support,MSF,G2 ,0,5.28,EU
6.0,50.0,WADID,Support,G2 ,VIT,1,11.09,EU
6.0,50.0,WADID,Support,G2 ,MSF,1,17.02,EU
6.0,50.0,XMITHIE,Jungler,TL ,CLG,1,2.64,NA
6.0,50.0,XMITHIE,Jungler,TL ,GGS,0,12.2,NA
6.0,50.0,RUIN,Top,GIA,SPY,0,3.41,EU
6.0,50.0,RUIN,Top,GIA,UOL,0,13.2,EU
6.0,50.0,ODOAMNE,Top,SPY,GIA,1,8.31,EU
6.0,50.0,ODOAMNE,Top,SPY,FNC,0,13.57,EU
6.0,50.0,BIOFROST,Support,CLG,TL ,0,8.41,NA
6.0,50.0,BIOFROST,Support,CLG,100,0,14.69,NA
6.0,50.0,IMPACT,Top,TL ,CLG,1,12.76,NA
6.0,50.0,IMPACT,Top,TL ,GGS,0,15.0,NA
6.0,50.0,LOURLO,Top,GGS,OPT,0,6.79,NA
6.0,50.0,LOURLO,Top,GGS,TL ,1,25.28,NA
6.0,50.0,DJOKO,Jungler,GIA,SPY,0,0.32,EU
6.0,50.0,DJOKO,Jungler,GIA,UOL,0,6.94,EU
6.0,50.0,PROFIT,Top,ROC,H2K,0,12.26,EU
6.0,50.0,PROFIT,Top,ROC,S04,1,15.72,EU
6.0,50.0,MEMENTO,Jungler,ROC,H2K,0,13.43,EU
6.0,50.0,MEMENTO,Jungler,ROC,S04,1,12.36,EU
6.0,50.0,PRIDE,Jungler,S04,FNC,0,9.17,EU
6.0,50.0,PRIDE,Jungler,S04,ROC,0,3.1,EU
6.0,50.0,SOAZ,Top,FNC,S04,1,14.95,EU
6.0,50.0,SOAZ,Top,FNC,SPY,1,18.66,EU
6.0,50.0,LIRA,Jungler,CG ,FLY,1,11.05,NA
6.0,50.0,LIRA,Jungler,CG ,TSM,1,14.44,NA
6.0,50.0,HAKUHO,Support,CG ,FLY,1,14.14,NA
6.0,50.0,HAKUHO,Support,CG ,TSM,1,12.75,NA
6.0,50.0,NORSKEREN,Support,ROC,H2K,0,6.73,EU
6.0,50.0,NORSKEREN,Support,ROC,S04,1,14.39,EU
6.0,50.0,TOTORO,Support,UOL,MSF,0,1.24,EU
6.0,50.0,TOTORO,Support,UOL,GIA,1,27.38,EU
6.0,50.0,ANDA,Jungler,FLY,CG ,0,2.86,NA
6.0,50.0,ANDA,Jungler,FLY,OPT,1,17.32,NA
6.0,50.0,TARGAMAS,Support,GIA,SPY,0,0.65,EU
6.0,50.0,TARGAMAS,Support,GIA,UOL,0,12.65,EU
6.0,50.0,APHROMOO,Support,100,FOX,0,4.67,NA
6.0,50.0,APHROMOO,Support,100,CLG,1,17.33,NA
6.0,50.0,SOLO,Top,CG ,FLY,1,15.86,NA
6.0,50.0,SOLO,Top,CG ,TSM,1,11.19,NA
6.0,50.0,MITHY,Support,TSM,C9 ,0,3.13,NA
6.0,50.0,MITHY,Support,TSM,CG ,0,0.61,NA
6.0,50.0,SMITTYJ,Top,H2K,ROC,1,25.45,EU
6.0,50.0,SMITTYJ,Top,H2K,VIT,1,15.23,EU
6.0,50.0,CONTRACTZ,Jungler,GGS,OPT,0,4.76,NA
6.0,50.0,CONTRACTZ,Jungler,GGS,TL ,1,28.98,NA
6.0,50.0,KASING,Support,SPY,GIA,1,6.7,EU
6.0,50.0,KASING,Support,SPY,FNC,0,4.73,EU
6.0,50.0,GILIUS,Jungler,VIT,G2 ,0,0.15,EU
6.0,50.0,GILIUS,Jungler,VIT,H2K,0,3.24,EU
6.0,50.0,WHITEKNIGHT,Top,UOL,MSF,0,3.98,EU
6.0,50.0,WHITEKNIGHT,Top,UOL,GIA,1,23.68,EU
6.0,50.0,OLLEH,Support,TL ,CLG,1,5.6,NA
6.0,50.0,OLLEH,Support,TL ,GGS,0,13.42,NA
6.0,50.0,VIZICSACSI,Top,S04,FNC,0,5.99,EU
6.0,50.0,VIZICSACSI,Top,S04,ROC,0,3.16,EU
6.0,50.0,AKAADIAN,Jungler,OPT,GGS,1,13.66,NA
6.0,50.0,AKAADIAN,Jungler,OPT,FLY,0,15.13,NA
6.0,50.0,VANDER,Support,S04,FNC,0,7.51,EU
6.0,50.0,VANDER,Support,S04,ROC,0,2.07,EU
6.0,50.0,MATT,Support,GGS,OPT,0,6.54,NA
6.0,50.0,MATT,Support,GGS,TL ,1,23.86,NA
6.0,50.0,STUNT,Support,FLY,CG ,0,0.0,NA
6.0,50.0,STUNT,Support,FLY,OPT,1,9.76,NA
6.0,50.0,SELFIE,Mid,H2K,ROC,1,33.61,EU
6.0,50.0,SELFIE,Mid,H2K,VIT,1,18.25,EU
6.0,50.0,FLY,Mid,FLY,CG ,0,5.15,NA
6.0,50.0,FLY,Mid,FLY,OPT,1,26.0,NA
6.0,50.0,PROMISQ,Support,H2K,ROC,1,26.27,EU
6.0,50.0,PROMISQ,Support,H2K,VIT,1,13.34,EU
6.0,50.0,JACTROLL,Support,VIT,G2 ,0,-0.8,EU
6.0,50.0,JACTROLL,Support,VIT,H2K,0,8.71,EU
6.0,50.0,LEMONNATION,Support,OPT,GGS,1,20.01,NA
6.0,50.0,LEMONNATION,Support,OPT,FLY,0,12.05,NA
6.0,50.0,SHOOK,Jungler,H2K,ROC,1,18.02,EU
6.0,50.0,SHOOK,Jungler,H2K,VIT,1,18.07,EU
6.0,50.0,ZIG,Top,OPT,GGS,1,7.74,NA
6.0,50.0,ZIG,Top,OPT,FLY,0,8.17,NA
6.0,50.0,CAEDREL,Jungler,H2K,ROC,1,0.0,EU
6.0,50.0,CAEDREL,Jungler,H2K,VIT,1,0.0,EU
6.0,50.0,JAYJ,Support,FLY,CG ,0,2.17,NA
6.0,51.0,REKKLES,AD Carry,FNC,H2K,1,35.97,EU
6.0,51.0,REKKLES,AD Carry,FNC,G2 ,1,21.04,EU
6.0,51.0,ALTEC,AD Carry,FOX,TSM,0,2.71,NA
6.0,51.0,ALTEC,AD Carry,FOX,TL ,1,16.95,NA
6.0,51.0,CODY SUN,AD Carry,100,C9 ,1,34.9,NA
6.0,51.0,CODY SUN,AD Carry,100,FLY,1,27.87,NA
6.0,51.0,HJARNAN,AD Carry,G2 ,ROC,1,18.36,EU
6.0,51.0,HJARNAN,AD Carry,G2 ,FNC,0,8.01,EU
6.0,51.0,PERKZ,Mid,G2 ,ROC,1,19.92,EU
6.0,51.0,PERKZ,Mid,G2 ,FNC,0,11.17,EU
6.0,51.0,JENSEN,Mid,C9 ,100,0,3.71,NA
6.0,51.0,JENSEN,Mid,C9 ,CG ,1,14.68,NA
6.0,51.0,BJERGSEN,Mid,TSM,FOX,1,37.75,NA
6.0,51.0,BJERGSEN,Mid,TSM,OPT,1,21.18,NA
6.0,51.0,WUNDER,Top,G2 ,ROC,1,11.97,EU
6.0,51.0,WUNDER,Top,G2 ,FNC,0,10.33,EU
6.0,51.0,HUNI,Top,FOX,TSM,0,14.64,NA
6.0,51.0,HUNI,Top,FOX,TL ,1,10.09,NA
6.0,51.0,HANS SAMA,AD Carry,MSF,S04,0,9.43,EU
6.0,51.0,HANS SAMA,AD Carry,MSF,VIT,1,36.93,EU
6.0,51.0,FENIX,Mid,FOX,TSM,0,4.47,NA
6.0,51.0,FENIX,Mid,FOX,TL ,1,19.8,NA
6.0,51.0,DARDOCH,Jungler,FOX,TSM,0,2.14,NA
6.0,51.0,DARDOCH,Jungler,FOX,TL ,1,17.24,NA
6.0,51.0,HUHI,Mid,CLG,CG ,0,6.78,NA
6.0,51.0,HUHI,Mid,CLG,GGS,0,12.27,NA
6.0,51.0,CAPS,Mid,FNC,H2K,1,27.44,EU
6.0,51.0,CAPS,Mid,FNC,G2 ,1,15.54,EU
6.0,51.0,STIXXAY,AD Carry,CLG,CG ,0,13.8,NA
6.0,51.0,STIXXAY,AD Carry,CLG,GGS,0,17.85,NA
6.0,51.0,SAMUX,AD Carry,UOL,SPY,1,27.19,EU
6.0,51.0,SAMUX,AD Carry,UOL,ROC,1,21.96,EU
6.0,51.0,SNEAKY,AD Carry,C9 ,100,0,4.65,NA
6.0,51.0,SNEAKY,AD Carry,C9 ,CG ,1,10.96,NA
6.0,51.0,FEBIVEN,Mid,CG ,CLG,1,15.69,NA
6.0,51.0,FEBIVEN,Mid,CG ,C9 ,0,7.05,NA
6.0,51.0,BLANC,Mid,ROC,G2 ,0,9.63,EU
6.0,51.0,BLANC,Mid,ROC,UOL,0,17.13,EU
6.0,51.0,ZVEN,AD Carry,TSM,FOX,1,19.79,NA
6.0,51.0,ZVEN,AD Carry,TSM,OPT,1,16.63,NA
6.0,51.0,KOBBE,AD Carry,SPY,UOL,0,19.55,EU
6.0,51.0,KOBBE,AD Carry,SPY,S04,1,8.34,EU
6.0,51.0,SENCUX,Mid,MSF,S04,0,9.89,EU
6.0,51.0,SENCUX,Mid,MSF,VIT,1,33.97,EU
6.0,51.0,JANKOS,Jungler,G2 ,ROC,1,14.08,EU
6.0,51.0,JANKOS,Jungler,G2 ,FNC,0,9.03,EU
6.0,51.0,JIIZUKE,Mid,VIT,GIA,0,11.31,EU
6.0,51.0,JIIZUKE,Mid,VIT,MSF,0,14.03,EU
6.0,51.0,POBELTER,Mid,TL ,FLY,1,23.06,NA
6.0,51.0,POBELTER,Mid,TL ,FOX,0,3.39,NA
6.0,51.0,POWEROFEVIL,Mid,OPT,GGS,1,22.33,NA
6.0,51.0,POWEROFEVIL,Mid,OPT,TSM,0,4.81,NA
6.0,51.0,EXILEH,Mid,UOL,SPY,1,25.56,EU
6.0,51.0,EXILEH,Mid,UOL,ROC,1,32.42,EU
6.0,51.0,BROXAH,Jungler,FNC,H2K,1,20.06,EU
6.0,51.0,BROXAH,Jungler,FNC,G2 ,1,11.5,EU
6.0,51.0,DOUBLELIFT,AD Carry,TL ,FLY,1,11.52,NA
6.0,51.0,DOUBLELIFT,AD Carry,TL ,FOX,0,2.59,NA
6.0,51.0,WILDTURTLE,AD Carry,FLY,TL ,0,13.05,NA
6.0,51.0,WILDTURTLE,AD Carry,FLY,100,0,7.31,NA
6.0,51.0,SVENSKEREN,Jungler,C9 ,100,0,2.57,NA
6.0,51.0,SVENSKEREN,Jungler,C9 ,CG ,1,17.81,NA
6.0,51.0,APOLLO,AD Carry,CG ,CLG,1,18.3,NA
6.0,51.0,APOLLO,AD Carry,CG ,C9 ,0,8.73,NA
6.0,51.0,LICORICE,Top,C9 ,100,0,2.48,NA
6.0,51.0,LICORICE,Top,C9 ,CG ,1,16.61,NA
6.0,51.0,HAUNTZER,Top,TSM,FOX,1,21.16,NA
6.0,51.0,HAUNTZER,Top,TSM,OPT,1,24.65,NA
6.0,51.0,MINITROUPAX,AD Carry,VIT,GIA,0,11.17,EU
6.0,51.0,MINITROUPAX,AD Carry,VIT,MSF,0,15.38,EU
6.0,51.0,STEEELBACK,AD Carry,GIA,VIT,1,15.92,EU
6.0,51.0,STEEELBACK,AD Carry,GIA,H2K,0,27.93,EU
6.0,51.0,MAXLORE,Jungler,MSF,S04,0,7.98,EU
6.0,51.0,MAXLORE,Jungler,MSF,VIT,1,29.12,EU
6.0,51.0,ALPHARI,Top,MSF,S04,0,7.33,EU
6.0,51.0,ALPHARI,Top,MSF,VIT,1,38.55,EU
6.0,51.0,UPSET,AD Carry,S04,MSF,1,20.49,EU
6.0,51.0,UPSET,AD Carry,S04,SPY,0,8.78,EU
6.0,51.0,HEAQ,AD Carry,ROC,G2 ,0,7.49,EU
6.0,51.0,HEAQ,AD Carry,ROC,UOL,0,24.92,EU
6.0,51.0,RYU,Mid,100,C9 ,1,12.91,NA
6.0,51.0,RYU,Mid,100,FLY,1,13.15,NA
6.0,51.0,NUKEDUCK,Mid,S04,MSF,1,15.78,EU
6.0,51.0,NUKEDUCK,Mid,S04,SPY,0,10.33,EU
6.0,51.0,NISQY,Mid,SPY,UOL,0,17.28,EU
6.0,51.0,NISQY,Mid,SPY,S04,1,8.77,EU
6.0,51.0,XERXE,Jungler,SPY,UOL,0,28.99,EU
6.0,51.0,XERXE,Jungler,SPY,S04,1,9.32,EU
6.0,51.0,KOLD,Jungler,UOL,SPY,1,23.22,EU
6.0,51.0,KOLD,Jungler,UOL,ROC,1,16.91,EU
6.0,51.0,DEFTLY,AD Carry,GGS,OPT,0,4.29,NA
6.0,51.0,DEFTLY,AD Carry,GGS,CLG,1,22.05,NA
6.0,51.0,SHERIFF,AD Carry,H2K,FNC,0,14.87,EU
6.0,51.0,SHERIFF,AD Carry,H2K,GIA,1,29.07,EU
6.0,51.0,BETSY,Mid,GIA,VIT,1,24.53,EU
6.0,51.0,BETSY,Mid,GIA,H2K,0,19.29,EU
6.0,51.0,SMOOTHIE,Support,C9 ,100,0,1.89,NA
6.0,51.0,SMOOTHIE,Support,C9 ,CG ,1,12.51,NA
6.0,51.0,MIKEYEUNG,Jungler,TSM,FOX,1,26.16,NA
6.0,51.0,MIKEYEUNG,Jungler,TSM,OPT,1,15.67,NA
6.0,51.0,DARSHAN,Top,CLG,CG ,0,7.2,NA
6.0,51.0,DARSHAN,Top,CLG,GGS,0,5.19,NA
6.0,51.0,ADRIAN,Support,FOX,TSM,0,0.32,NA
6.0,51.0,ADRIAN,Support,FOX,TL ,1,13.87,NA
6.0,51.0,ARROW,AD Carry,OPT,GGS,1,18.59,NA
6.0,51.0,ARROW,AD Carry,OPT,TSM,0,3.98,NA
6.0,51.0,HAI,Mid,GGS,OPT,0,5.69,NA
6.0,51.0,HAI,Mid,GGS,CLG,1,24.31,NA
6.0,51.0,CABOCHARD,Top,VIT,GIA,0,9.88,EU
6.0,51.0,CABOCHARD,Top,VIT,MSF,0,8.44,EU
6.0,51.0,SSUMDAY,Top,100,C9 ,1,18.01,NA
6.0,51.0,SSUMDAY,Top,100,FLY,1,16.77,NA
6.0,51.0,HYLISSANG,Support,FNC,H2K,1,25.14,EU
6.0,51.0,HYLISSANG,Support,FNC,G2 ,1,9.5,EU
6.0,51.0,FLAME,Top,FLY,TL ,0,12.45,NA
6.0,51.0,FLAME,Top,FLY,100,0,10.76,NA
6.0,51.0,REIGNOVER,Jungler,CLG,CG ,0,8.42,NA
6.0,51.0,REIGNOVER,Jungler,CLG,GGS,0,6.13,NA
6.0,51.0,METEOS,Jungler,100,C9 ,1,23.92,NA
6.0,51.0,METEOS,Jungler,100,FLY,1,13.99,NA
6.0,51.0,MIKYX,Support,MSF,S04,0,6.17,EU
6.0,51.0,MIKYX,Support,MSF,VIT,1,32.45,EU
6.0,51.0,WADID,Support,G2 ,ROC,1,10.19,EU
6.0,51.0,WADID,Support,G2 ,FNC,0,4.05,EU
6.0,51.0,XMITHIE,Jungler,TL ,FLY,1,17.76,NA
6.0,51.0,XMITHIE,Jungler,TL ,FOX,0,7.42,NA
6.0,51.0,RUIN,Top,GIA,VIT,1,23.36,EU
6.0,51.0,RUIN,Top,GIA,H2K,0,20.68,EU
6.0,51.0,ODOAMNE,Top,SPY,UOL,0,24.27,EU
6.0,51.0,ODOAMNE,Top,SPY,S04,1,14.52,EU
6.0,51.0,BIOFROST,Support,CLG,CG ,0,5.35,NA
6.0,51.0,BIOFROST,Support,CLG,GGS,0,7.46,NA
6.0,51.0,IMPACT,Top,TL ,FLY,1,12.98,NA
6.0,51.0,IMPACT,Top,TL ,FOX,0,6.23,NA
6.0,51.0,LOURLO,Top,GGS,OPT,0,5.37,NA
6.0,51.0,LOURLO,Top,GGS,CLG,1,21.34,NA
6.0,51.0,DJOKO,Jungler,GIA,VIT,1,14.79,EU
6.0,51.0,DJOKO,Jungler,GIA,H2K,0,26.34,EU
6.0,51.0,PROFIT,Top,ROC,G2 ,0,2.4,EU
6.0,51.0,PROFIT,Top,ROC,UOL,0,15.6,EU
6.0,51.0,MEMENTO,Jungler,ROC,G2 ,0,3.77,EU
6.0,51.0,MEMENTO,Jungler,ROC,UOL,0,13.41,EU
6.0,51.0,PRIDE,Jungler,S04,MSF,1,9.74,EU
6.0,51.0,PRIDE,Jungler,S04,SPY,0,10.52,EU
6.0,51.0,SOAZ,Top,FNC,H2K,1,20.75,EU
6.0,51.0,SOAZ,Top,FNC,G2 ,1,7.54,EU
6.0,51.0,LIRA,Jungler,CG ,CLG,1,12.01,NA
6.0,51.0,LIRA,Jungler,CG ,C9 ,0,3.15,NA
6.0,51.0,HAKUHO,Support,CG ,CLG,1,13.71,NA
6.0,51.0,HAKUHO,Support,CG ,C9 ,0,4.59,NA
6.0,51.0,NORSKEREN,Support,ROC,G2 ,0,2.82,EU
6.0,51.0,NORSKEREN,Support,ROC,UOL,0,17.36,EU
6.0,51.0,TOTORO,Support,UOL,SPY,1,20.06,EU
6.0,51.0,TOTORO,Support,UOL,ROC,1,18.64,EU
6.0,51.0,ANDA,Jungler,FLY,TL ,0,5.92,NA
6.0,51.0,ANDA,Jungler,FLY,100,0,9.81,NA
6.0,51.0,TARGAMAS,Support,GIA,VIT,1,19.03,EU
6.0,51.0,TARGAMAS,Support,GIA,H2K,0,27.4,EU
6.0,51.0,APHROMOO,Support,100,C9 ,1,26.25,NA
6.0,51.0,APHROMOO,Support,100,FLY,1,9.84,NA
6.0,51.0,SOLO,Top,CG ,CLG,1,18.83,NA
6.0,51.0,SOLO,Top,CG ,C9 ,0,1.42,NA
6.0,51.0,MITHY,Support,TSM,FOX,1,13.72,NA
6.0,51.0,MITHY,Support,TSM,OPT,1,14.27,NA
6.0,51.0,SMITTYJ,Top,H2K,FNC,0,9.82,EU
6.0,51.0,SMITTYJ,Top,H2K,GIA,1,18.71,EU
6.0,51.0,CONTRACTZ,Jungler,GGS,OPT,0,1.54,NA
6.0,51.0,CONTRACTZ,Jungler,GGS,CLG,1,15.2,NA
6.0,51.0,KASING,Support,SPY,UOL,0,16.26,EU
6.0,51.0,KASING,Support,SPY,S04,1,4.47,EU
6.0,51.0,GILIUS,Jungler,VIT,GIA,0,10.24,EU
6.0,51.0,GILIUS,Jungler,VIT,MSF,0,5.93,EU
6.0,51.0,WHITEKNIGHT,Top,UOL,SPY,1,16.36,EU
6.0,51.0,WHITEKNIGHT,Top,UOL,ROC,1,12.12,EU
6.0,51.0,OLLEH,Support,TL ,FLY,1,11.49,NA
6.0,51.0,OLLEH,Support,TL ,FOX,0,0.93,NA
6.0,51.0,VIZICSACSI,Top,S04,MSF,1,10.78,EU
6.0,51.0,VIZICSACSI,Top,S04,SPY,0,6.77,EU
6.0,51.0,AKAADIAN,Jungler,OPT,GGS,1,16.18,NA
6.0,51.0,AKAADIAN,Jungler,OPT,TSM,0,2.61,NA
6.0,51.0,VANDER,Support,S04,MSF,1,12.03,EU
6.0,51.0,VANDER,Support,S04,SPY,0,4.61,EU
6.0,51.0,MATT,Support,GGS,OPT,0,0.63,NA
6.0,51.0,MATT,Support,GGS,CLG,1,11.59,NA
6.0,51.0,STUNT,Support,FLY,TL ,0,7.61,NA
6.0,51.0,STUNT,Support,FLY,100,0,7.23,NA
6.0,51.0,SELFIE,Mid,H2K,FNC,0,10.21,EU
6.0,51.0,SELFIE,Mid,H2K,GIA,1,22.33,EU
6.0,51.0,FLY,Mid,FLY,TL ,0,8.76,NA
6.0,51.0,FLY,Mid,FLY,100,0,7.0,NA
6.0,51.0,PROMISQ,Support,H2K,FNC,0,6.68,EU
6.0,51.0,PROMISQ,Support,H2K,GIA,1,14.83,EU
6.0,51.0,JACTROLL,Support,VIT,GIA,0,5.36,EU
6.0,51.0,JACTROLL,Support,VIT,MSF,0,7.03,EU
6.0,51.0,LEMONNATION,Support,OPT,GGS,1,14.07,NA
6.0,51.0,LEMONNATION,Support,OPT,TSM,0,-0.82,NA
6.0,51.0,SHOOK,Jungler,H2K,FNC,0,9.16,EU
6.0,51.0,SHOOK,Jungler,H2K,GIA,1,2.64,EU
6.0,51.0,ZIG,Top,OPT,GGS,1,0.0,NA
6.0,51.0,ZIG,Top,OPT,TSM,0,0.0,NA
6.0,51.0,DHOKLA,Top,OPT,GGS,1,12.32,NA
6.0,51.0,DHOKLA,Top,OPT,TSM,0,1.77,NA
6.0,51.0,CAEDREL,Jungler,H2K,FNC,0,0.0,EU
6.0,51.0,CAEDREL,Jungler,H2K,GIA,1,0.0,EU
6.0,52.0,REKKLES,AD Carry,FNC,MSF,0,25.79,EU
6.0,52.0,REKKLES,AD Carry,FNC,VIT,1,27.45,EU
6.0,52.0,ALTEC,AD Carry,FOX,GGS,0,12.48,NA
6.0,52.0,ALTEC,AD Carry,FOX,OPT,1,14.46,NA
6.0,52.0,CODY SUN,AD Carry,100,TL ,0,4.55,NA
6.0,52.0,CODY SUN,AD Carry,100,TSM,1,29.04,NA
6.0,52.0,HJARNAN,AD Carry,G2 ,SPY,0,3.09,EU
6.0,52.0,HJARNAN,AD Carry,G2 ,GIA,1,16.46,EU
6.0,52.0,PERKZ,Mid,G2 ,SPY,0,4.64,EU
6.0,52.0,PERKZ,Mid,G2 ,GIA,1,16.32,EU
6.0,52.0,JENSEN,Mid,C9 ,CLG,0,21.91,NA
6.0,52.0,JENSEN,Mid,C9 ,GGS,1,29.99,NA
6.0,52.0,BJERGSEN,Mid,TSM,FLY,1,16.01,NA
6.0,52.0,BJERGSEN,Mid,TSM,100,0,12.4,NA
6.0,52.0,WUNDER,Top,G2 ,SPY,0,3.14,EU
6.0,52.0,WUNDER,Top,G2 ,GIA,1,13.24,EU
6.0,52.0,HUNI,Top,FOX,GGS,0,12.62,NA
6.0,52.0,HUNI,Top,FOX,OPT,1,20.91,NA
6.0,52.0,HANS SAMA,AD Carry,MSF,FNC,1,29.63,EU
6.0,52.0,HANS SAMA,AD Carry,MSF,H2K,0,7.02,EU
6.0,52.0,FENIX,Mid,FOX,GGS,0,17.28,NA
6.0,52.0,FENIX,Mid,FOX,OPT,1,25.8,NA
6.0,52.0,DARDOCH,Jungler,FOX,GGS,0,17.86,NA
6.0,52.0,DARDOCH,Jungler,FOX,OPT,1,23.32,NA
6.0,52.0,HUHI,Mid,CLG,C9 ,1,26.53,NA
6.0,52.0,HUHI,Mid,CLG,TL ,1,27.11,NA
6.0,52.0,CAPS,Mid,FNC,MSF,0,11.83,EU
6.0,52.0,CAPS,Mid,FNC,VIT,1,15.67,EU
6.0,52.0,STIXXAY,AD Carry,CLG,C9 ,1,33.85,NA
6.0,52.0,STIXXAY,AD Carry,CLG,TL ,1,20.53,NA
6.0,52.0,SAMUX,AD Carry,UOL,H2K,1,30.52,EU
6.0,52.0,SAMUX,AD Carry,UOL,S04,1,31.95,EU
6.0,52.0,SNEAKY,AD Carry,C9 ,CLG,0,26.36,NA
6.0,52.0,SNEAKY,AD Carry,C9 ,GGS,1,23.82,NA
6.0,52.0,FEBIVEN,Mid,CG ,OPT,1,13.93,NA
6.0,52.0,FEBIVEN,Mid,CG ,FLY,1,14.76,NA
6.0,52.0,BLANC,Mid,ROC,GIA,1,19.97,EU
6.0,52.0,BLANC,Mid,ROC,SPY,0,15.25,EU
6.0,52.0,ZVEN,AD Carry,TSM,FLY,1,18.43,NA
6.0,52.0,ZVEN,AD Carry,TSM,100,0,16.76,NA
6.0,52.0,KOBBE,AD Carry,SPY,G2 ,1,21.07,EU
6.0,52.0,KOBBE,AD Carry,SPY,ROC,1,17.43,EU
6.0,52.0,SENCUX,Mid,MSF,FNC,1,30.09,EU
6.0,52.0,SENCUX,Mid,MSF,H2K,0,8.35,EU
6.0,52.0,JANKOS,Jungler,G2 ,SPY,0,2.48,EU
6.0,52.0,JANKOS,Jungler,G2 ,GIA,1,9.39,EU
6.0,52.0,JIIZUKE,Mid,VIT,S04,1,13.35,EU
6.0,52.0,JIIZUKE,Mid,VIT,FNC,0,29.65,EU
6.0,52.0,POBELTER,Mid,TL ,100,1,15.48,NA
6.0,52.0,POBELTER,Mid,TL ,CLG,0,7.0,NA
6.0,52.0,POWEROFEVIL,Mid,OPT,CG ,0,2.32,NA
6.0,52.0,POWEROFEVIL,Mid,OPT,FOX,0,14.13,NA
6.0,52.0,EXILEH,Mid,UOL,H2K,1,26.33,EU
6.0,52.0,EXILEH,Mid,UOL,S04,1,25.03,EU
6.0,52.0,BROXAH,Jungler,FNC,MSF,0,11.55,EU
6.0,52.0,BROXAH,Jungler,FNC,VIT,1,10.83,EU
6.0,52.0,DOUBLELIFT,AD Carry,TL ,100,1,13.51,NA
6.0,52.0,DOUBLELIFT,AD Carry,TL ,CLG,0,7.41,NA
6.0,52.0,WILDTURTLE,AD Carry,FLY,TSM,0,5.65,NA
