Split,Week,Player,Position,Team,Opponent,Result,Points,Region
1.0,1.0,DOUBLELIFT,AD Carry,CLG,DIG,1,28.57,NA
1.0,1.0,DOUBLELIFT,AD Carry,CLG,TIP,1,46.03,NA
1.0,1.0,APOLLO,AD Carry,TIP,T8 ,1,35.79,NA
1.0,1.0,APOLLO,AD Carry,TIP,CLG,0,23.29,NA
1.0,1.0,RUSH,Jungler,TIP,T8 ,1,34.17,NA
1.0,1.0,RUSH,Jungler,TIP,CLG,0,9.05,NA
1.0,1.0,PIGLET,AD Carry,TL ,TDK,1,32.92,NA
1.0,1.0,PIGLET,AD Carry,TL ,T8 ,1,31.67,NA
1.0,1.0,REKKLES,AD Carry,FNC,UOL,1,21.95,EU
1.0,1.0,REKKLES,AD Carry,FNC,SK ,1,39.35,EU
1.0,1.0,IMPACT,Top,TIP,T8 ,1,36.03,NA
1.0,1.0,IMPACT,Top,TIP,CLG,0,15.02,NA
1.0,1.0,FENIX,Mid,TL ,TDK,1,25.5,NA
1.0,1.0,FENIX,Mid,TL ,T8 ,1,36.55,NA
1.0,1.0,FEBIVEN,Mid,FNC,UOL,1,20.18,EU
1.0,1.0,FEBIVEN,Mid,FNC,SK ,1,38.54,EU
1.0,1.0,HUNI,Top,FNC,UOL,1,19.85,EU
1.0,1.0,HUNI,Top,FNC,SK ,1,15.29,EU
1.0,1.0,HJARNAN,AD Carry,H2K,ROC,1,27.73,EU
1.0,1.0,HJARNAN,AD Carry,H2K,OG ,0,11.02,EU
1.0,1.0,ZVEN,AD Carry,OG ,GIA,1,26.09,EU
1.0,1.0,ZVEN,AD Carry,OG ,H2K,1,28.33,EU
1.0,1.0,QUAS,Top,TL ,TDK,1,36.56,NA
1.0,1.0,QUAS,Top,TL ,T8 ,1,32.45,NA
1.0,1.0,BJERGSEN,Mid,TSM,C9 ,0,17.18,NA
1.0,1.0,BJERGSEN,Mid,TSM,NME,1,24.0,NA
1.0,1.0,YELLOWSTAR,Support,FNC,UOL,1,23.87,EU
1.0,1.0,YELLOWSTAR,Support,FNC,SK ,1,25.48,EU
1.0,1.0,ADRIAN,Support,TIP,T8 ,1,35.48,NA
1.0,1.0,ADRIAN,Support,TIP,CLG,0,14.37,NA
1.0,1.0,ALTEC,AD Carry,GV ,NME,0,37.74,NA
1.0,1.0,ALTEC,AD Carry,GV ,TDK,1,21.24,NA
1.0,1.0,POBELTER,Mid,CLG,DIG,1,27.42,NA
1.0,1.0,POBELTER,Mid,CLG,TIP,1,38.02,NA
1.0,1.0,RYU,Mid,H2K,ROC,1,23.03,EU
1.0,1.0,RYU,Mid,H2K,OG ,0,3.71,EU
1.0,1.0,APHROMOO,Support,CLG,DIG,1,14.24,NA
1.0,1.0,APHROMOO,Support,CLG,TIP,1,40.89,NA
1.0,1.0,IWDOMINATE,Jungler,TL ,TDK,1,30.34,NA
1.0,1.0,IWDOMINATE,Jungler,TL ,T8 ,1,29.16,NA
1.0,1.0,HAUNTZER,Top,GV ,NME,0,24.34,NA
1.0,1.0,HAUNTZER,Top,GV ,TDK,1,25.66,NA
1.0,1.0,DARSHAN,Top,CLG,DIG,1,25.01,NA
1.0,1.0,DARSHAN,Top,CLG,TIP,1,34.48,NA
1.0,1.0,XPEKE,Mid,OG ,GIA,1,23.44,EU
1.0,1.0,XPEKE,Mid,OG ,H2K,1,21.37,EU
1.0,1.0,XIAOWEIXIAO,Mid,TIP,T8 ,1,24.67,NA
1.0,1.0,XIAOWEIXIAO,Mid,TIP,CLG,0,16.5,NA
1.0,1.0,REIGNOVER,Jungler,FNC,UOL,1,26.45,EU
1.0,1.0,REIGNOVER,Jungler,FNC,SK ,1,32.15,EU
1.0,1.0,KEANE,Mid,GV ,NME,0,26.28,NA
1.0,1.0,KEANE,Mid,GV ,TDK,1,16.8,NA
1.0,1.0,XPECIAL,Support,TL ,TDK,1,20.91,NA
1.0,1.0,XPECIAL,Support,TL ,T8 ,1,27.85,NA
1.0,1.0,SOAZ,Top,OG ,GIA,1,24.49,EU
1.0,1.0,SOAZ,Top,OG ,H2K,1,23.09,EU
1.0,1.0,FOX,Mid,SK ,CW ,0,4.14,EU
1.0,1.0,FOX,Mid,SK ,FNC,0,23.38,EU
1.0,1.0,SNEAKY,AD Carry,C9 ,TSM,1,29.18,NA
1.0,1.0,SNEAKY,AD Carry,C9 ,DIG,0,9.26,NA
1.0,1.0,NUKEDUCK,Mid,ROC,H2K,0,11.15,EU
1.0,1.0,NUKEDUCK,Mid,ROC,GMB,1,30.35,EU
1.0,1.0,COREJJ,AD Carry,DIG,CLG,0,3.76,NA
1.0,1.0,COREJJ,AD Carry,DIG,C9 ,1,23.25,NA
1.0,1.0,ADRYH,AD Carry,GIA,OG ,0,11.31,EU
1.0,1.0,ADRYH,AD Carry,GIA,CW ,1,47.94,EU
1.0,1.0,XMITHIE,Jungler,CLG,DIG,1,19.09,NA
1.0,1.0,XMITHIE,Jungler,CLG,TIP,1,36.45,NA
1.0,1.0,ODOAMNE,Top,H2K,ROC,1,31.24,EU
1.0,1.0,ODOAMNE,Top,H2K,OG ,0,4.57,EU
1.0,1.0,KASING,Support,H2K,ROC,1,29.73,EU
1.0,1.0,KASING,Support,H2K,OG ,0,6.55,EU
1.0,1.0,AMAZING,Jungler,OG ,GIA,1,23.12,EU
1.0,1.0,AMAZING,Jungler,OG ,H2K,1,20.27,EU
1.0,1.0,CANDYPANDA,AD Carry,SK ,CW ,0,2.36,EU
1.0,1.0,CANDYPANDA,AD Carry,SK ,FNC,0,25.6,EU
1.0,1.0,POWEROFEVIL,Mid,UOL,FNC,0,7.93,EU
1.0,1.0,POWEROFEVIL,Mid,UOL,EL ,1,20.79,EU
1.0,1.0,PEPIINERO,Mid,GIA,OG ,0,13.32,EU
1.0,1.0,PEPIINERO,Mid,GIA,CW ,1,24.32,EU
1.0,1.0,MITHY,Support,OG ,GIA,1,26.16,EU
1.0,1.0,MITHY,Support,OG ,H2K,1,20.67,EU
1.0,1.0,SANTORIN,Jungler,TSM,C9 ,0,12.21,NA
1.0,1.0,SANTORIN,Jungler,TSM,NME,1,20.6,NA
1.0,1.0,SHIPHTUR,Mid,DIG,CLG,0,7.49,NA
1.0,1.0,SHIPHTUR,Mid,DIG,C9 ,1,15.23,NA
1.0,1.0,GAMSU,Top,DIG,CLG,0,5.05,NA
1.0,1.0,GAMSU,Top,DIG,C9 ,1,12.41,NA
1.0,1.0,BUNNY FUFUU,Support,GV ,NME,0,31.35,NA
1.0,1.0,BUNNY FUFUU,Support,GV ,TDK,1,19.25,NA
1.0,1.0,MOVE,Jungler,GV ,NME,0,29.03,NA
1.0,1.0,MOVE,Jungler,GV ,TDK,1,22.92,NA
1.0,1.0,VIZICSACSI,Top,UOL,FNC,0,8.6,EU
1.0,1.0,VIZICSACSI,Top,UOL,EL ,1,24.52,EU
1.0,1.0,STEVE,Top,ROC,H2K,0,7.32,EU
1.0,1.0,STEVE,Top,ROC,GMB,1,29.29,EU
1.0,1.0,WERLYB,Top,GIA,OG ,0,10.93,EU
1.0,1.0,WERLYB,Top,GIA,CW ,1,19.17,EU
1.0,1.0,FROGGEN,Mid,EL ,GMB,1,38.28,EU
1.0,1.0,FROGGEN,Mid,EL ,UOL,0,9.01,EU
1.0,1.0,WILDTURTLE,AD Carry,TSM,C9 ,0,13.58,NA
1.0,1.0,WILDTURTLE,AD Carry,TSM,NME,1,19.88,NA
1.0,1.0,VARDAGS,AD Carry,UOL,FNC,0,6.03,EU
1.0,1.0,VARDAGS,AD Carry,UOL,EL ,1,16.05,EU
1.0,1.0,JENSEN,Mid,C9 ,TSM,1,26.86,NA
1.0,1.0,JENSEN,Mid,C9 ,DIG,0,8.37,NA
1.0,1.0,SVENSKEREN,Jungler,SK ,CW ,0,2.44,EU
1.0,1.0,SVENSKEREN,Jungler,SK ,FNC,0,15.37,EU
1.0,1.0,DYRUS,Top,TSM,C9 ,0,14.11,NA
1.0,1.0,DYRUS,Top,TSM,NME,1,17.84,NA
1.0,1.0,LOULEX,Jungler,H2K,ROC,1,22.81,EU
1.0,1.0,LOULEX,Jungler,H2K,OG ,0,5.68,EU
1.0,1.0,JANKOS,Jungler,ROC,H2K,0,7.14,EU
1.0,1.0,JANKOS,Jungler,ROC,GMB,1,21.87,EU
1.0,1.0,NRATED,Support,SK ,CW ,0,0.15,EU
1.0,1.0,NRATED,Support,SK ,FNC,0,20.66,EU
1.0,1.0,SERAPH,Top,TDK,TL ,0,17.01,NA
1.0,1.0,SERAPH,Top,TDK,GV ,0,15.34,NA
1.0,1.0,BALLS,Top,C9 ,TSM,1,24.72,NA
1.0,1.0,BALLS,Top,C9 ,DIG,0,5.06,NA
1.0,1.0,FREDY122,Top,SK ,CW ,0,4.06,EU
1.0,1.0,FREDY122,Top,SK ,FNC,0,13.52,EU
1.0,1.0,LUSTBOY,Support,TSM,C9 ,0,10.03,NA
1.0,1.0,LUSTBOY,Support,TSM,NME,1,26.37,NA
1.0,1.0,PORPOISE8,Jungler,T8 ,TIP,0,10.37,NA
1.0,1.0,PORPOISE8,Jungler,T8 ,TL ,0,23.84,NA
1.0,1.0,TABZZ,AD Carry,EL ,GMB,1,37.38,EU
1.0,1.0,TABZZ,AD Carry,EL ,UOL,0,12.25,EU
1.0,1.0,OTTER,AD Carry,NME,GV ,1,39.29,NA
1.0,1.0,OTTER,AD Carry,NME,TSM,0,7.09,NA
1.0,1.0,JWAOW,Top,EL ,GMB,1,34.14,EU
1.0,1.0,JWAOW,Top,EL ,UOL,0,10.38,EU
1.0,1.0,VANDER,Support,ROC,H2K,0,6.35,EU
1.0,1.0,VANDER,Support,ROC,GMB,1,31.97,EU
1.0,1.0,CABOCHARD,Top,GMB,EL ,0,6.73,EU
1.0,1.0,CABOCHARD,Top,GMB,ROC,0,14.02,EU
1.0,1.0,CALITRLOLZ8,Top,T8 ,TIP,0,10.02,NA
1.0,1.0,CALITRLOLZ8,Top,T8 ,TL ,0,24.82,NA
1.0,1.0,KEZ,Jungler,TDK,TL ,0,14.43,NA
1.0,1.0,KEZ,Jungler,TDK,GV ,0,10.19,NA
1.0,1.0,FR3DERIC,Jungler,GIA,OG ,0,10.58,EU
1.0,1.0,FR3DERIC,Jungler,GIA,CW ,1,29.76,EU
1.0,1.0,INNOX,Mid,NME,GV ,1,37.76,NA
1.0,1.0,INNOX,Mid,NME,TSM,0,5.39,NA
1.0,1.0,G0DFRED,Support,GIA,OG ,0,9.32,EU
1.0,1.0,G0DFRED,Support,GIA,CW ,1,30.11,EU
1.0,1.0,DODO8,Support,T8 ,TIP,0,6.3,NA
1.0,1.0,DODO8,Support,T8 ,TL ,0,17.56,NA
1.0,1.0,HYLISSANG,Support,UOL,FNC,0,7.09,EU
1.0,1.0,HYLISSANG,Support,UOL,EL ,1,15.59,EU
1.0,1.0,BETSY,Mid,GMB,EL ,0,7.7,EU
1.0,1.0,BETSY,Mid,GMB,ROC,0,13.96,EU
1.0,1.0,KIWIKID,Support,DIG,CLG,0,3.05,NA
1.0,1.0,KIWIKID,Support,DIG,C9 ,1,18.97,NA
1.0,1.0,TRASHY,Jungler,NME,GV ,1,28.46,NA
1.0,1.0,TRASHY,Jungler,NME,TSM,0,5.35,NA
1.0,1.0,LEMONNATION,Support,C9 ,TSM,1,20.52,NA
1.0,1.0,LEMONNATION,Support,C9 ,DIG,0,3.28,NA
1.0,1.0,DEXTER,Jungler,EL ,GMB,1,37.73,EU
1.0,1.0,DEXTER,Jungler,EL ,UOL,0,7.39,EU
1.0,1.0,KIKIS,Jungler,UOL,FNC,0,3.99,EU
1.0,1.0,KIKIS,Jungler,UOL,EL ,1,17.92,EU
1.0,1.0,FREEZE,AD Carry,CW ,SK ,1,27.81,EU
1.0,1.0,FREEZE,AD Carry,CW ,GIA,0,36.57,EU
1.0,1.0,FLARESZ,Top,NME,GV ,1,29.61,NA
1.0,1.0,FLARESZ,Top,NME,TSM,0,18.51,NA
1.0,1.0,FORG1VEN,AD Carry,GMB,EL ,0,10.76,EU
1.0,1.0,FORG1VEN,AD Carry,GMB,ROC,0,18.84,EU
1.0,1.0,BODYDROP,Support,NME,GV ,1,24.98,NA
1.0,1.0,BODYDROP,Support,NME,TSM,0,4.66,NA
1.0,1.0,DIAMONDPROX,Jungler,GMB,EL ,0,4.32,EU
1.0,1.0,DIAMONDPROX,Jungler,GMB,ROC,0,16.53,EU
1.0,1.0,GOSU PEPPER,Support,GMB,EL ,0,6.36,EU
1.0,1.0,GOSU PEPPER,Support,GMB,ROC,0,15.84,EU
1.0,1.0,MRRALLEZ,AD Carry,ROC,H2K,0,0.0,EU
1.0,1.0,MRRALLEZ,AD Carry,ROC,GMB,1,0.0,EU
1.0,1.0,SOREN,Mid,CW ,SK ,1,17.82,EU
1.0,1.0,SOREN,Mid,CW ,GIA,0,25.65,EU
1.0,1.0,LATTMAN,AD Carry,TDK,TL ,0,16.08,NA
1.0,1.0,LATTMAN,AD Carry,TDK,GV ,0,16.95,NA
1.0,1.0,METEOS,Jungler,C9 ,TSM,1,25.89,NA
1.0,1.0,METEOS,Jungler,C9 ,DIG,0,6.88,NA
1.0,1.0,WOOLITE,AD Carry,ROC,H2K,0,9.71,EU
1.0,1.0,WOOLITE,AD Carry,ROC,GMB,1,25.89,EU
1.0,1.0,YOUNGBUCK,Top,CW ,SK ,1,27.51,EU
1.0,1.0,YOUNGBUCK,Top,CW ,GIA,0,28.43,EU
1.0,1.0,PROMISQ,Support,EL ,GMB,1,32.37,EU
1.0,1.0,PROMISQ,Support,EL ,UOL,0,6.28,EU
1.0,1.0,AIRWAKS,Jungler,CW ,SK ,1,28.36,EU
1.0,1.0,AIRWAKS,Jungler,CW ,GIA,0,25.22,EU
1.0,1.0,SLOOSHI8,Mid,T8 ,TIP,0,16.29,NA
1.0,1.0,SLOOSHI8,Mid,T8 ,TL ,0,13.7,NA
1.0,1.0,BISCHU,Mid,TDK,TL ,0,15.86,NA
1.0,1.0,BISCHU,Mid,TDK,GV ,0,15.11,NA
1.0,1.0,UNLIMITED,Support,CW ,SK ,1,23.11,EU
1.0,1.0,UNLIMITED,Support,CW ,GIA,0,21.83,EU
1.0,1.0,AZINGY,Jungler,DIG,CLG,0,6.48,NA
1.0,1.0,AZINGY,Jungler,DIG,C9 ,1,21.75,NA
1.0,1.0,MAPLESTREET8,AD Carry,T8 ,TIP,0,10.34,NA
1.0,1.0,MAPLESTREET8,AD Carry,T8 ,TL ,0,20.96,NA
1.0,1.0,BABY,Support,TDK,TL ,0,6.38,NA
1.0,1.0,BABY,Support,TDK,GV ,0,10.33,NA
1.0,2.0,DOUBLELIFT,AD Carry,CLG,T8 ,1,26.42,NA
1.0,2.0,DOUBLELIFT,AD Carry,CLG,TSM,0,12.63,NA
1.0,2.0,APOLLO,AD Carry,TIP,TSM,0,15.69,NA
1.0,2.0,APOLLO,AD Carry,TIP,C9 ,1,23.39,NA
1.0,2.0,RUSH,Jungler,TIP,TSM,0,10.56,NA
1.0,2.0,RUSH,Jungler,TIP,C9 ,1,21.81,NA
1.0,2.0,PIGLET,AD Carry,TL ,NME,1,31.58,NA
1.0,2.0,PIGLET,AD Carry,TL ,GV ,0,6.85,NA
1.0,2.0,REKKLES,AD Carry,FNC,ROC,1,22.24,EU
1.0,2.0,REKKLES,AD Carry,FNC,GMB,1,22.59,EU
1.0,2.0,IMPACT,Top,TIP,TSM,0,14.02,NA
1.0,2.0,IMPACT,Top,TIP,C9 ,1,15.88,NA
1.0,2.0,FENIX,Mid,TL ,NME,1,14.79,NA
1.0,2.0,FENIX,Mid,TL ,GV ,0,5.82,NA
1.0,2.0,FEBIVEN,Mid,FNC,ROC,1,24.62,EU
1.0,2.0,FEBIVEN,Mid,FNC,GMB,1,20.0,EU
1.0,2.0,HUNI,Top,FNC,ROC,1,32.37,EU
1.0,2.0,HUNI,Top,FNC,GMB,1,13.55,EU
1.0,2.0,HJARNAN,AD Carry,H2K,GMB,1,37.68,EU
1.0,2.0,HJARNAN,AD Carry,H2K,EL ,1,19.49,EU
1.0,2.0,ZVEN,AD Carry,OG ,SK ,1,59.63,EU
1.0,2.0,ZVEN,AD Carry,OG ,CW ,1,20.08,EU
1.0,2.0,QUAS,Top,TL ,NME,1,28.97,NA
1.0,2.0,QUAS,Top,TL ,GV ,0,6.44,NA
1.0,2.0,BJERGSEN,Mid,TSM,TIP,1,33.29,NA
1.0,2.0,BJERGSEN,Mid,TSM,CLG,1,29.94,NA
1.0,2.0,YELLOWSTAR,Support,FNC,ROC,1,20.29,EU
1.0,2.0,YELLOWSTAR,Support,FNC,GMB,1,17.4,EU
1.0,2.0,ADRIAN,Support,TIP,TSM,0,9.37,NA
1.0,2.0,ADRIAN,Support,TIP,C9 ,1,19.12,NA
1.0,2.0,ALTEC,AD Carry,GV ,C9 ,1,32.1,NA
1.0,2.0,ALTEC,AD Carry,GV ,TL ,1,10.5,NA
1.0,2.0,POBELTER,Mid,CLG,T8 ,1,28.91,NA
1.0,2.0,POBELTER,Mid,CLG,TSM,0,14.09,NA
1.0,2.0,RYU,Mid,H2K,GMB,1,24.11,EU
1.0,2.0,RYU,Mid,H2K,EL ,1,17.08,EU
1.0,2.0,APHROMOO,Support,CLG,T8 ,1,26.8,NA
1.0,2.0,APHROMOO,Support,CLG,TSM,0,9.41,NA
1.0,2.0,IWDOMINATE,Jungler,TL ,NME,1,27.35,NA
1.0,2.0,IWDOMINATE,Jungler,TL ,GV ,0,6.16,NA
1.0,2.0,HAUNTZER,Top,GV ,C9 ,1,19.98,NA
1.0,2.0,HAUNTZER,Top,GV ,TL ,1,19.66,NA
1.0,2.0,DARSHAN,Top,CLG,T8 ,1,38.18,NA
1.0,2.0,DARSHAN,Top,CLG,TSM,0,11.05,NA
1.0,2.0,XPEKE,Mid,OG ,SK ,1,39.46,EU
1.0,2.0,XPEKE,Mid,OG ,CW ,1,10.94,EU
1.0,2.0,XIAOWEIXIAO,Mid,TIP,TSM,0,11.11,NA
1.0,2.0,XIAOWEIXIAO,Mid,TIP,C9 ,1,29.3,NA
1.0,2.0,REIGNOVER,Jungler,FNC,ROC,1,16.71,EU
1.0,2.0,REIGNOVER,Jungler,FNC,GMB,1,22.58,EU
1.0,2.0,KEANE,Mid,GV ,C9 ,1,24.3,NA
1.0,2.0,KEANE,Mid,GV ,TL ,1,23.4,NA
1.0,2.0,XPECIAL,Support,TL ,NME,1,25.27,NA
1.0,2.0,XPECIAL,Support,TL ,GV ,0,4.7,NA
1.0,2.0,SOAZ,Top,OG ,SK ,1,49.52,EU
1.0,2.0,SOAZ,Top,OG ,CW ,1,18.47,EU
1.0,2.0,FOX,Mid,SK ,OG ,0,13.67,EU
1.0,2.0,FOX,Mid,SK ,GIA,0,12.26,EU
1.0,2.0,SNEAKY,AD Carry,C9 ,GV ,0,10.59,NA
1.0,2.0,SNEAKY,AD Carry,C9 ,TIP,0,17.3,NA
1.0,2.0,NUKEDUCK,Mid,ROC,FNC,0,18.86,EU
1.0,2.0,NUKEDUCK,Mid,ROC,UOL,0,25.06,EU
1.0,2.0,COREJJ,AD Carry,DIG,TDK,1,25.77,NA
1.0,2.0,COREJJ,AD Carry,DIG,T8 ,1,34.43,NA
1.0,2.0,ADRYH,AD Carry,GIA,EL ,1,41.06,EU
1.0,2.0,ADRYH,AD Carry,GIA,SK ,1,23.02,EU
1.0,2.0,XMITHIE,Jungler,CLG,T8 ,1,16.89,NA
1.0,2.0,XMITHIE,Jungler,CLG,TSM,0,10.4,NA
1.0,2.0,ODOAMNE,Top,H2K,GMB,1,24.84,EU
1.0,2.0,ODOAMNE,Top,H2K,EL ,1,21.45,EU
1.0,2.0,KASING,Support,H2K,GMB,1,20.46,EU
1.0,2.0,KASING,Support,H2K,EL ,1,19.29,EU
1.0,2.0,AMAZING,Jungler,OG ,SK ,1,54.41,EU
1.0,2.0,AMAZING,Jungler,OG ,CW ,1,16.19,EU
1.0,2.0,CANDYPANDA,AD Carry,SK ,OG ,0,14.41,EU
1.0,2.0,CANDYPANDA,AD Carry,SK ,GIA,0,15.48,EU
1.0,2.0,POWEROFEVIL,Mid,UOL,CW ,1,22.37,EU
1.0,2.0,POWEROFEVIL,Mid,UOL,ROC,1,18.6,EU
1.0,2.0,PEPIINERO,Mid,GIA,EL ,1,47.22,EU
1.0,2.0,PEPIINERO,Mid,GIA,SK ,1,24.49,EU
1.0,2.0,MITHY,Support,OG ,SK ,1,48.72,EU
1.0,2.0,MITHY,Support,OG ,CW ,1,17.16,EU
1.0,2.0,NIEN,AD Carry,T8 ,CLG,0,8.14,NA
1.0,2.0,NIEN,AD Carry,T8 ,DIG,0,18.05,NA
1.0,2.0,SANTORIN,Jungler,TSM,TIP,1,23.87,NA
1.0,2.0,SANTORIN,Jungler,TSM,CLG,1,27.02,NA
1.0,2.0,SHIPHTUR,Mid,DIG,TDK,1,27.15,NA
1.0,2.0,SHIPHTUR,Mid,DIG,T8 ,1,32.23,NA
1.0,2.0,GAMSU,Top,DIG,TDK,1,27.16,NA
1.0,2.0,GAMSU,Top,DIG,T8 ,1,24.29,NA
1.0,2.0,BUNNY FUFUU,Support,GV ,C9 ,1,21.66,NA
1.0,2.0,BUNNY FUFUU,Support,GV ,TL ,1,12.11,NA
1.0,2.0,MOVE,Jungler,GV ,C9 ,1,23.02,NA
1.0,2.0,MOVE,Jungler,GV ,TL ,1,21.4,NA
1.0,2.0,VIZICSACSI,Top,UOL,CW ,1,21.99,EU
1.0,2.0,VIZICSACSI,Top,UOL,ROC,1,15.62,EU
1.0,2.0,STEVE,Top,ROC,FNC,0,28.6,EU
1.0,2.0,STEVE,Top,ROC,UOL,0,23.99,EU
1.0,2.0,WERLYB,Top,GIA,EL ,1,44.06,EU
1.0,2.0,WERLYB,Top,GIA,SK ,1,20.49,EU
1.0,2.0,FROGGEN,Mid,EL ,GIA,0,13.82,EU
1.0,2.0,FROGGEN,Mid,EL ,H2K,0,7.79,EU
1.0,2.0,WILDTURTLE,AD Carry,TSM,TIP,1,17.72,NA
1.0,2.0,WILDTURTLE,AD Carry,TSM,CLG,1,32.49,NA
1.0,2.0,VARDAGS,AD Carry,UOL,CW ,1,26.56,EU
1.0,2.0,VARDAGS,AD Carry,UOL,ROC,1,31.84,EU
1.0,2.0,JENSEN,Mid,C9 ,GV ,0,10.19,NA
1.0,2.0,JENSEN,Mid,C9 ,TIP,0,11.58,NA
1.0,2.0,SVENSKEREN,Jungler,SK ,OG ,0,11.99,EU
1.0,2.0,SVENSKEREN,Jungler,SK ,GIA,0,8.06,EU
1.0,2.0,DYRUS,Top,TSM,TIP,1,16.57,NA
1.0,2.0,DYRUS,Top,TSM,CLG,1,18.68,NA
1.0,2.0,LOULEX,Jungler,H2K,GMB,1,19.28,EU
1.0,2.0,LOULEX,Jungler,H2K,EL ,1,22.02,EU
1.0,2.0,JANKOS,Jungler,ROC,FNC,0,32.3,EU
1.0,2.0,JANKOS,Jungler,ROC,UOL,0,30.32,EU
1.0,2.0,NRATED,Support,SK ,OG ,0,8.08,EU
1.0,2.0,NRATED,Support,SK ,GIA,0,7.74,EU
1.0,2.0,SERAPH,Top,TDK,DIG,0,11.67,NA
1.0,2.0,SERAPH,Top,TDK,NME,0,16.48,NA
1.0,2.0,BALLS,Top,C9 ,GV ,0,9.3,NA
1.0,2.0,BALLS,Top,C9 ,TIP,0,10.17,NA
1.0,2.0,FREDY122,Top,SK ,OG ,0,9.09,EU
1.0,2.0,FREDY122,Top,SK ,GIA,0,9.88,EU
1.0,2.0,LUSTBOY,Support,TSM,TIP,1,13.81,NA
1.0,2.0,LUSTBOY,Support,TSM,CLG,1,23.95,NA
1.0,2.0,PORPOISE8,Jungler,T8 ,CLG,0,7.69,NA
1.0,2.0,PORPOISE8,Jungler,T8 ,DIG,0,18.22,NA
1.0,2.0,TABZZ,AD Carry,EL ,GIA,0,13.63,EU
1.0,2.0,TABZZ,AD Carry,EL ,H2K,0,8.86,EU
1.0,2.0,OTTER,AD Carry,NME,TL ,0,7.04,NA
1.0,2.0,OTTER,AD Carry,NME,TDK,1,20.78,NA
1.0,2.0,JWAOW,Top,EL ,GIA,0,14.42,EU
1.0,2.0,JWAOW,Top,EL ,H2K,0,3.37,EU
1.0,2.0,VANDER,Support,ROC,FNC,0,24.38,EU
1.0,2.0,VANDER,Support,ROC,UOL,0,20.92,EU
1.0,2.0,CABOCHARD,Top,GMB,H2K,0,9.33,EU
1.0,2.0,CABOCHARD,Top,GMB,FNC,0,7.4,EU
1.0,2.0,CALITRLOLZ8,Top,T8 ,CLG,0,8.27,NA
1.0,2.0,CALITRLOLZ8,Top,T8 ,DIG,0,14.34,NA
1.0,2.0,KEZ,Jungler,TDK,DIG,0,10.04,NA
1.0,2.0,KEZ,Jungler,TDK,NME,0,26.68,NA
1.0,2.0,FR3DERIC,Jungler,GIA,EL ,1,42.07,EU
1.0,2.0,FR3DERIC,Jungler,GIA,SK ,1,14.46,EU
1.0,2.0,INNOX,Mid,NME,TL ,0,4.58,NA
1.0,2.0,INNOX,Mid,NME,TDK,1,21.03,NA
1.0,2.0,G0DFRED,Support,GIA,EL ,1,32.71,EU
1.0,2.0,G0DFRED,Support,GIA,SK ,1,17.09,EU
1.0,2.0,DODO8,Support,T8 ,CLG,0,6.51,NA
1.0,2.0,DODO8,Support,T8 ,DIG,0,13.55,NA
1.0,2.0,HYLISSANG,Support,UOL,CW ,1,21.64,EU
1.0,2.0,HYLISSANG,Support,UOL,ROC,1,27.78,EU
1.0,2.0,BETSY,Mid,GMB,H2K,0,7.38,EU
1.0,2.0,BETSY,Mid,GMB,FNC,0,9.12,EU
1.0,2.0,KIWIKID,Support,DIG,TDK,1,22.23,NA
1.0,2.0,KIWIKID,Support,DIG,T8 ,1,35.82,NA
1.0,2.0,TRASHY,Jungler,NME,TL ,0,7.46,NA
1.0,2.0,TRASHY,Jungler,NME,TDK,1,23.28,NA
1.0,2.0,LEMONNATION,Support,C9 ,GV ,0,4.91,NA
1.0,2.0,LEMONNATION,Support,C9 ,TIP,0,10.91,NA
1.0,2.0,DEXTER,Jungler,EL ,GIA,0,15.35,EU
1.0,2.0,DEXTER,Jungler,EL ,H2K,0,8.94,EU
1.0,2.0,KIKIS,Jungler,UOL,CW ,1,19.84,EU
1.0,2.0,KIKIS,Jungler,UOL,ROC,1,25.34,EU
1.0,2.0,FREEZE,AD Carry,CW ,UOL,0,7.01,EU
1.0,2.0,FREEZE,AD Carry,CW ,OG ,0,5.6,EU
1.0,2.0,SMOOTHIE,Support,TDK,NME,0,22.49,NA
1.0,2.0,FLARESZ,Top,NME,TL ,0,7.25,NA
1.0,2.0,FLARESZ,Top,NME,TDK,1,17.81,NA
1.0,2.0,FORG1VEN,AD Carry,GMB,H2K,0,6.98,EU
1.0,2.0,FORG1VEN,AD Carry,GMB,FNC,0,7.98,EU
1.0,2.0,BODYDROP,Support,NME,TL ,0,3.55,NA
1.0,2.0,BODYDROP,Support,NME,TDK,1,19.13,NA
1.0,2.0,DIAMONDPROX,Jungler,GMB,H2K,0,3.63,EU
1.0,2.0,DIAMONDPROX,Jungler,GMB,FNC,0,9.58,EU
1.0,2.0,GOSU PEPPER,Support,GMB,H2K,0,6.11,EU
1.0,2.0,GOSU PEPPER,Support,GMB,FNC,0,6.37,EU
1.0,2.0,MRRALLEZ,AD Carry,ROC,FNC,0,0.0,EU
1.0,2.0,MRRALLEZ,AD Carry,ROC,UOL,0,0.0,EU
1.0,2.0,SOREN,Mid,CW ,UOL,0,1.85,EU
1.0,2.0,SOREN,Mid,CW ,OG ,0,5.56,EU
1.0,2.0,LATTMAN,AD Carry,TDK,DIG,0,10.87,NA
1.0,2.0,LATTMAN,AD Carry,TDK,NME,0,24.12,NA
