Doublelift,CheesePuppy,AD Carry,Counter Logic Gaming,505.40,28.08,18,111,0,126,"6,040",8,4 / 0 / 1
Week 1,CLG vs. DIG,Win (1-0),28.57,28.57,1,5,0,9,307,0,1 / 0 / 0
Week 1,CLG vs. TIP,Win (1-0),46.03,46.03,1,12,0,11,353,1,0 / 0 / 0
Week 2,CLG vs. T8,Win (1-0),26.42,26.42,1,3,0,10,342,1,0 / 0 / 0
Week 2,CLG vs. TSM,Loss (0-0),12.63,12.63,1,1,0,5,313,0,0 / 0 / 0
Week 3,CLG vs. GV,Win (1-0),40.20,40.20,1,7,0,13,270,1,1 / 0 / 0
Week 3,CLG vs. NME,Win (1-0),35.66,35.66,1,7,0,10,466,1,0 / 0 / 0
Week 4,CLG vs. TDK,Win (1-0),26.83,26.83,1,5,0,9,333,0,0 / 0 / 0
Week 4,CLG vs. C9,Win (1-0),50.38,50.38,1,11,0,8,438,1,0 / 0 / 1
Week 5,CLG vs. TL,Loss (0-0),15.88,15.88,1,3,0,3,338,0,1 / 0 / 0
Week 5,CLG vs. TSM,Loss (0-0),14.79,14.79,1,5,0,1,329,0,0 / 0 / 0
Week 6,CLG vs. GV,Loss (0-0),6.30,6.30,1,1,0,1,280,0,0 / 0 / 0
Week 6,CLG vs. TIP,Loss (0-0),23.31,23.31,1,6,0,5,381,0,0 / 0 / 0
Week 7,CLG vs. NME,Win (1-0),22.15,22.15,1,3,0,9,265,0,0 / 0 / 0
Week 7,CLG vs. TDK,Win (1-0),38.05,38.05,1,13,0,3,355,1,1 / 0 / 0
Week 8,CLG vs. TL,Win (1-0),11.15,11.15,1,3,0,1,365,0,0 / 0 / 0
Week 8,CLG vs. C9,Win (1-0),41.05,41.05,1,9,0,11,455,1,0 / 0 / 0
Week 9,CLG vs. DIG,Win (1-0),30.62,30.62,1,9,0,7,212,0,0 / 0 / 0
Week 9,CLG vs. T8,Win (1-0),35.38,35.38,1,8,0,10,238,1,0 / 0 / 0
Apollo,The Fye,AD Carry,Team Impulse,489.49,27.19,18,90,0,155,"5,499",9,2 / 0 / 0
Week 1,TIP vs. T8,Win (1-0),35.79,35.79,1,5,0,14,279,1,0 / 0 / 0
Week 1,TIP vs. CLG,Loss (0-0),23.29,23.29,1,4,0,8,329,0,0 / 0 / 0
Week 2,TIP vs. TSM,Loss (0-0),15.69,15.69,1,4,0,3,319,0,0 / 0 / 0
Week 2,TIP vs. C9,Win (1-0),23.39,23.39,1,4,0,8,339,0,0 / 0 / 0
Week 3,TIP vs. TDK,Win (1-0),20.52,20.52,1,2,0,9,302,0,0 / 0 / 0
Week 3,TIP vs. TL,Loss (0-0),16.12,16.12,1,3,0,5,262,0,0 / 0 / 0
Week 4,TIP vs. DIG,Loss (0-0),12.42,12.42,1,4,0,1,292,0,0 / 0 / 0
Week 4,TIP vs. NME,Win (1-0),33.95,33.95,1,7,0,10,295,1,0 / 0 / 0
Week 5,TIP vs. GV,Loss (0-0),35.30,35.30,1,5,0,13,380,1,0 / 0 / 0
Week 5,TIP vs. C9,Win (1-0),33.84,33.84,1,5,0,13,234,1,0 / 0 / 0
Week 6,TIP vs. NME,Win (1-0),14.24,14.24,1,2,0,5,274,0,0 / 0 / 0
Week 6,TIP vs. CLG,Win (1-0),19.54,19.54,1,3,0,7,304,0,0 / 0 / 0
Week 7,TIP vs. DIG,Win (1-0),37.77,37.77,1,8,0,10,277,1,1 / 0 / 0
Week 7,TIP vs. T8,Win (1-0),34.51,34.51,1,7,0,10,351,1,0 / 0 / 0
Week 8,TIP vs. TSM,Win (1-0),22.80,22.80,1,4,0,8,280,0,0 / 0 / 0
Week 8,TIP vs. TDK,Win (1-0),37.22,37.22,1,10,0,7,272,1,1 / 0 / 0
Week 9,TIP vs. GV,Win (1-0),31.71,31.71,1,6,0,10,271,1,0 / 0 / 0
Week 9,TIP vs. TL,Loss (0-0),41.39,41.39,1,7,0,14,439,1,0 / 0 / 0
Rush,LeIBron,Jungler,Team Impulse,462.00,25.67,18,68,0,184,"2,300",10,1 / 1 / 0
Week 1,TIP vs. T8,Win (1-0),34.17,34.17,1,2,0,18,117,1,0 / 0 / 0
Week 1,TIP vs. CLG,Loss (0-0),9.05,9.05,1,1,0,4,105,0,0 / 0 / 0
Week 2,TIP vs. TSM,Loss (0-0),10.56,10.56,1,1,0,5,106,0,0 / 0 / 0
Week 2,TIP vs. C9,Win (1-0),21.81,21.81,1,1,0,11,131,1,0 / 0 / 0
Week 3,TIP vs. TDK,Win (1-0),22.84,22.84,1,5,0,8,84,0,0 / 0 / 0
Week 3,TIP vs. TL,Loss (0-0),15.03,15.03,1,4,0,4,103,0,0 / 0 / 0
Week 4,TIP vs. DIG,Loss (0-0),8.97,8.97,1,0,0,5,147,0,0 / 0 / 0
Week 4,TIP vs. NME,Win (1-0),32.82,32.82,1,2,0,17,132,1,0 / 0 / 0
Week 5,TIP vs. GV,Loss (0-0),34.11,34.11,1,4,0,15,161,1,0 / 0 / 0
Week 5,TIP vs. C9,Win (1-0),33.45,33.45,1,7,0,11,95,1,0 / 0 / 0
Week 6,TIP vs. NME,Win (1-0),31.70,31.70,1,8,0,6,170,0,0 / 1 / 0
Week 6,TIP vs. CLG,Win (1-0),15.02,15.02,1,3,0,5,152,0,0 / 0 / 0
Week 7,TIP vs. DIG,Win (1-0),40.78,40.78,1,8,0,13,128,1,1 / 0 / 0
Week 7,TIP vs. T8,Win (1-0),24.59,24.59,1,1,0,13,109,1,0 / 0 / 0
Week 8,TIP vs. TSM,Win (1-0),19.64,19.64,1,3,0,8,164,0,0 / 0 / 0
Week 8,TIP vs. TDK,Win (1-0),32.37,32.37,1,5,0,13,87,1,0 / 0 / 0
Week 9,TIP vs. GV,Win (1-0),36.23,36.23,1,9,0,10,123,1,0 / 0 / 0
Week 9,TIP vs. TL,Loss (0-0),38.86,38.86,1,4,0,18,186,1,0 / 0 / 0
Piglet,OG5 Ablaze,AD Carry,Team Liquid,457.90,25.44,18,93,0,122,"6,390",7,3 / 1 / 0
Week 1,TL vs. TDK,Win (1-0),32.92,32.92,1,9,0,4,392,0,0 / 1 / 0
Week 1,TL vs. T8,Win (1-0),31.67,31.67,1,4,0,12,367,1,0 / 0 / 0
Week 2,TL vs. NME,Win (1-0),31.58,31.58,1,11,0,3,308,1,0 / 0 / 0
Week 2,TL vs. GV,Loss (0-0),6.85,6.85,1,2,0,0,285,0,0 / 0 / 0
Week 3,TL vs. C9,Win (1-0),31.26,31.26,1,4,0,12,326,1,0 / 0 / 0
Week 3,TL vs. TIP,Win (1-0),14.63,14.63,1,1,0,6,363,0,0 / 0 / 0
Week 4,TL vs. TSM,Loss (0-0),12.68,12.68,1,0,0,6,368,0,0 / 0 / 0
Week 4,TL vs. DIG,Loss (0-0),20.00,20.00,1,5,0,4,400,0,0 / 0 / 0
Week 5,TL vs. CLG,Win (1-0),21.43,21.43,1,3,0,8,343,0,0 / 0 / 0
Week 5,TL vs. GV,Loss (0-0),17.40,17.40,1,5,0,2,440,0,0 / 0 / 0
Week 6,TL vs. C9,Win (1-0),44.62,44.62,1,8,0,14,362,1,1 / 0 / 0
Week 6,TL vs. DIG,Win (1-0),19.30,19.30,1,6,0,3,280,0,0 / 0 / 0
Week 7,TL vs. TDK,Win (1-0),37.35,37.35,1,7,0,10,435,1,1 / 0 / 0
Week 7,TL vs. TSM,Win (1-0),33.11,33.11,1,6,0,10,411,1,0 / 0 / 0
Week 8,TL vs. CLG,Loss (0-0),6.69,6.69,1,1,0,1,319,0,0 / 0 / 0
Week 8,TL vs. NME,Win (1-0),34.20,34.20,1,9,0,8,220,0,1 / 0 / 0
Week 9,TL vs. T8,Win (1-0),22.46,22.46,1,5,0,6,346,0,0 / 0 / 0
Week 9,TL vs. TIP,Win (1-0),39.75,39.75,1,7,0,13,425,1,0 / 0 / 0
Rekkles,ChrisL,AD Carry,Fnatic,450.33,25.02,18,99,0,125,"5,683",3,1 / 0 / 0
Week 1,FNC vs. UOL,Win (1-0),21.95,21.95,1,7,0,3,345,0,0 / 0 / 0
Week 1,FNC vs. SK,Win (1-0),39.35,39.35,1,7,0,12,335,1,1 / 0 / 0
Week 2,FNC vs. ROC,Win (1-0),22.24,22.24,1,8,0,2,324,0,0 / 0 / 0
Week 2,FNC vs. GMB,Win (1-0),22.59,22.59,1,5,0,6,359,0,0 / 0 / 0
Week 3,FNC vs. EL,Win (1-0),30.63,30.63,1,7,0,9,313,0,0 / 0 / 0
Week 3,FNC vs. GIA,Win (1-0),13.98,13.98,1,2,0,5,248,0,0 / 0 / 0
Week 4,FNC vs. OG,Win (1-0),33.01,33.01,1,8,0,9,351,0,0 / 0 / 0
Week 4,FNC vs. CW,Win (1-0),25.91,25.91,1,5,0,9,241,0,0 / 0 / 0
Week 5,FNC vs. H2K,Win (1-0),26.72,26.72,1,1,0,13,322,1,0 / 0 / 0
Week 5,FNC vs. GMB,Win (1-0),18.84,18.84,1,2,0,8,284,0,0 / 0 / 0
Week 6,FNC vs. GIA,Win (1-0),38.41,38.41,1,13,0,4,441,1,0 / 0 / 0
Week 6,FNC vs. CW,Win (1-0),18.97,18.97,1,2,0,8,297,0,0 / 0 / 0
Week 7,FNC vs. H2K,Win (1-0),27.13,27.13,1,6,0,8,313,0,0 / 0 / 0
Week 7,FNC vs. OG,Win (1-0),26.38,26.38,1,6,0,7,388,0,0 / 0 / 0
Week 8,FNC vs. ROC,Win (1-0),14.16,14.16,1,3,0,3,366,0,0 / 0 / 0
Week 8,FNC vs. EL,Win (1-0),20.96,20.96,1,6,0,4,296,0,0 / 0 / 0
Week 9,FNC vs. SK,Win (1-0),25.30,25.30,1,7,0,6,230,0,0 / 0 / 0
Week 9,FNC vs. UOL,Win (1-0),23.80,23.80,1,4,0,9,230,0,0 / 0 / 0
Impact,The Fye,Top,Team Impulse,442.47,24.58,18,66,0,167,"4,197",9,0 / 0 / 0
Week 1,TIP vs. T8,Win (1-0),36.03,36.03,1,8,0,10,303,1,0 / 0 / 0
Week 1,TIP vs. CLG,Loss (0-0),15.02,15.02,1,3,0,4,302,0,0 / 0 / 0
Week 2,TIP vs. TSM,Loss (0-0),14.02,14.02,1,3,0,4,202,0,0 / 0 / 0
Week 2,TIP vs. C9,Win (1-0),15.88,15.88,1,1,0,8,188,0,0 / 0 / 0
Week 3,TIP vs. TDK,Win (1-0),16.76,16.76,1,3,0,6,176,0,0 / 0 / 0
Week 3,TIP vs. TL,Loss (0-0),10.01,10.01,1,1,0,4,201,0,0 / 0 / 0
Week 4,TIP vs. DIG,Loss (0-0),14.00,14.00,1,4,0,2,300,0,0 / 0 / 0
Week 4,TIP vs. NME,Win (1-0),33.61,33.61,1,7,0,11,111,1,0 / 0 / 0
Week 5,TIP vs. GV,Loss (0-0),31.72,31.72,1,4,0,13,222,1,0 / 0 / 0
Week 5,TIP vs. C9,Win (1-0),34.59,34.59,1,5,0,14,159,1,0 / 0 / 0
Week 6,TIP vs. NME,Win (1-0),28.16,28.16,1,2,0,13,266,1,0 / 0 / 0
Week 6,TIP vs. CLG,Win (1-0),15.11,15.11,1,2,0,6,211,0,0 / 0 / 0
Week 7,TIP vs. DIG,Win (1-0),28.92,28.92,1,3,0,13,142,1,0 / 0 / 0
Week 7,TIP vs. T8,Win (1-0),20.26,20.26,1,4,0,6,326,0,0 / 0 / 0
