Split,Week,Team,Opponent,Result,Points
2.0,13.0,OG , G2,0.0,6.0
2.0,14.0,UOL,H2K,0.0,10.0
2.0,14.0,GIA,ROC,1.0,14.0
2.0,14.0,ROC, EL,0.0,5.0
2.0,14.0,TL ,REN,1.0,19.0
2.0,14.0,UOL,FNC,1.0,22.0
2.0,14.0,GIA,SPY,0.0,7.0
2.0,14.0,OG ,SPY,1.0,22.0
2.0,14.0,TSM,TIP,1.0,17.0
2.0,14.0,FNC, EL,1.0,21.0
2.0,14.0,H2K,UOL,1.0,20.0
2.0,14.0,OG ,VIT,0.0,1.0
2.0,14.0,TSM,CLG,1.0,18.0
2.0,14.0,FNC,UOL,0.0,8.0
2.0,14.0,H2K, G2,0.0,9.0
2.0,14.0,TIP,TSM,0.0,7.0
2.0,14.0,C9 , TL,1.0,19.0
2.0,14.0,TIP,DIG,1.0,17.0
2.0,14.0,C9 ,IMT,0.0,1.0
2.0,14.0,CLG,NRG,1.0,17.0
2.0,14.0,DIG,IMT,0.0,3.0
2.0,14.0,EL ,FNC,0.0,4.0
2.0,14.0,CLG,TSM,0.0,3.0
2.0,14.0,DIG,TIP,0.0,7.0
2.0,14.0,EL ,ROC,1.0,15.0
2.0,14.0,ROC,GIA,0.0,9.0
2.0,14.0,TL , C9,0.0,4.0
2.0,15.0,CLG,TIP,1.0,20.0
2.0,15.0,DIG,NRG,0.0,7.0
2.0,15.0,EL , OG,0.0,10.0
2.0,15.0,CLG,REN,1.0,17.0
2.0,15.0,DIG,TSM,1.0,17.0
2.0,15.0,EL ,GIA,0.0,10.0
2.0,15.0,ROC,SPY,1.0,17.0
2.0,15.0,TL ,FOX,0.0,8.0
2.0,15.0,UOL,GIA,1.0,17.0
2.0,15.0,GIA,UOL,0.0,7.0
2.0,15.0,ROC, G2,0.0,2.0
2.0,15.0,TL ,IMT,0.0,2.0
2.0,15.0,UOL,VIT,0.0,5.0
2.0,15.0,GIA, EL,1.0,12.0
2.0,15.0,OG , EL,1.0,16.0
2.0,15.0,TSM, C9,0.0,16.0
2.0,15.0,FNC, G2,1.0,12.0
2.0,15.0,H2K,VIT,0.0,9.0
2.0,15.0,OG ,H2K,0.0,9.0
2.0,15.0,TSM,DIG,0.0,9.0
2.0,15.0,FNC,SPY,0.0,4.0
2.0,15.0,H2K, OG,1.0,18.0
2.0,15.0,TIP,CLG,0.0,5.0
2.0,15.0,C9 ,TSM,1.0,12.0
2.0,15.0,TIP,FOX,0.0,5.0
2.0,15.0,C9 ,NRG,1.0,17.0
2.0,16.0,C9 ,DIG,1.0,20.0
2.0,16.0,TIP,NRG,1.0,22.0
2.0,16.0,C9 ,CLG,0.0,12.0
2.0,16.0,CLG,IMT,1.0,17.0
2.0,16.0,DIG, C9,0.0,2.0
2.0,16.0,EL , G2,0.0,11.0
2.0,16.0,CLG, C9,1.0,17.0
2.0,16.0,DIG,REN,0.0,14.0
2.0,16.0,EL ,VIT,0.0,5.0
2.0,16.0,ROC,UOL,1.0,19.0
2.0,16.0,TL ,TIP,1.0,20.0
2.0,16.0,UOL,ROC,0.0,4.0
2.0,16.0,GIA,VIT,0.0,2.0
2.0,16.0,ROC,FNC,0.0,6.0
2.0,16.0,TL ,TSM,1.0,21.0
2.0,16.0,UOL,SPY,1.0,17.0
2.0,16.0,GIA,H2K,0.0,13.0
2.0,16.0,OG ,SPY,1.0,18.0
2.0,16.0,TSM,FOX,1.0,18.0
2.0,16.0,FNC,H2K,0.0,5.0
2.0,16.0,H2K,FNC,1.0,16.0
2.0,16.0,OG , G2,0.0,9.0
2.0,16.0,TSM, TL,0.0,2.0
2.0,16.0,FNC,ROC,1.0,18.0
2.0,16.0,H2K,GIA,1.0,19.0
2.0,16.0,TIP, TL,0.0,1.0
2.0,17.0,TSM,TIP,1.0,17.0
2.0,17.0,FNC,GIA,1.0,19.0
2.0,17.0,H2K,ROC,1.0,16.0
2.0,17.0,OG ,ROC,1.0,20.0
2.0,17.0,TSM,REN,0.0,5.0
2.0,17.0,FNC,VIT,0.0,11.0
2.0,17.0,H2K,SPY,1.0,20.0
2.0,17.0,TIP,TSM,0.0,7.0
2.0,17.0,C9 ,REN,1.0,19.0
2.0,17.0,TIP, C9,0.0,3.0
2.0,17.0,C9 ,TIP,1.0,17.0
2.0,17.0,CLG, TL,0.0,5.0
2.0,17.0,DIG,FOX,0.0,27.0
2.0,17.0,EL ,SPY,0.0,16.0
2.0,17.0,CLG,FOX,1.0,18.0
2.0,17.0,DIG,IMT,0.0,15.0
2.0,17.0,EL ,UOL,1.0,17.0
2.0,17.0,ROC,H2K,0.0,7.0
2.0,17.0,TL ,CLG,1.0,19.0
2.0,17.0,UOL, OG,0.0,7.0
2.0,17.0,GIA,FNC,0.0,0.0
2.0,17.0,ROC, OG,0.0,15.0
2.0,17.0,TL ,NRG,0.0,2.0
2.0,17.0,UOL, EL,0.0,8.0
2.0,17.0,GIA, G2,0.0,4.0
2.0,17.0,OG ,UOL,1.0,17.0
2.0,18.0,UOL,H2K,1.0,11.0
2.0,18.0,GIA, OG,0.0,1.0
2.0,18.0,ROC,GIA,0.0,5.0
2.0,18.0,TL , C9,1.0,21.0
2.0,18.0,UOL, G2,0.0,9.0
2.0,18.0,GIA,ROC,1.0,16.0
2.0,18.0,OG ,GIA,1.0,19.0
2.0,18.0,TSM,IMT,0.0,4.0
2.0,18.0,FNC, EL,0.0,4.0
2.0,18.0,H2K,UOL,0.0,15.0
2.0,18.0,OG ,FNC,1.0,19.0
2.0,18.0,TSM,NRG,0.0,11.0
2.0,18.0,FNC, OG,0.0,2.0
2.0,18.0,H2K, EL,1.0,15.0
2.0,18.0,TIP,REN,0.0,5.0
2.0,18.0,C9 ,FOX,1.0,18.0
2.0,18.0,TIP,IMT,0.0,2.0
2.0,18.0,C9 , TL,0.0,5.0
2.0,18.0,CLG,NRG,1.0,21.0
2.0,18.0,DIG, TL,0.0,4.0
2.0,18.0,EL ,FNC,1.0,19.0
2.0,18.0,CLG,DIG,1.0,19.0
2.0,18.0,DIG,CLG,0.0,3.0
2.0,18.0,EL ,H2K,0.0,3.0
2.0,18.0,ROC,VIT,1.0,17.0
2.0,18.0,TL ,DIG,1.0,21.0
3.0,1.0,APX,NRG,1.0,22.0
3.0,1.0,APX,CLG,1.0,18.0
3.0,1.0,NV ,NRG,1.0,20.0
3.0,1.0,NV , TL,1.0,21.0
3.0,1.0,P1 ,FOX,0.0,9.0
3.0,1.0,P1 ,IMT,0.0,6.0
3.0,1.0,S04,UOL,1.0,22.0
3.0,1.0,S04,H2K,,14.0
3.0,2.0,P1 , NV,0.0,10.0
3.0,2.0,S04,SPY,0.0,6.0
3.0,2.0,S04, OG,,18.0
3.0,2.0,APX, NV,0.0,21.0
3.0,2.0,APX,TSM,0.0,5.0
3.0,2.0,NV ,APX,1.0,21.0
3.0,2.0,NV , P1,1.0,20.0
3.0,2.0,P1 , C9,0.0,22.0
3.0,3.0,P1 , TL,0.0,5.0
3.0,3.0,P1 ,APX,0.0,23.0
3.0,3.0,S04,FNC,0.0,12.0
3.0,3.0,S04,ROC,1.0,18.0
3.0,3.0,APX, P1,1.0,22.0
3.0,3.0,APX, C9,0.0,18.0
3.0,3.0,NV ,IMT,0.0,17.0
3.0,3.0,NV ,CLG,1.0,22.0
3.0,4.0,NV ,TSM,0.0,4.0
3.0,4.0,P1 ,NRG,0.0,10.0
3.0,4.0,P1 ,CLG,0.0,9.0
3.0,4.0,S04, G2,,18.0
3.0,4.0,S04,GIA,1.0,20.0
3.0,4.0,APX, TL,0.0,4.0
3.0,4.0,APX,FOX,1.0,22.0
3.0,4.0,NV , C9,0.0,11.0
3.0,5.0,APX,IMT,0.0,5.0
3.0,5.0,APX, P1,0.0,18.0
3.0,5.0,NV ,FOX,1.0,22.0
3.0,5.0,NV , TL,0.0,9.0
3.0,5.0,P1 ,TSM,0.0,5.0
3.0,5.0,P1 ,APX,1.0,21.0
3.0,5.0,S04,VIT,,17.0
3.0,5.0,S04,UOL,,18.0
3.0,6.0,P1 ,CLG,0.0,19.0
3.0,6.0,S04,H2K,0.0,13.0
3.0,6.0,S04,SPY,0.0,5.0
3.0,6.0,APX,NRG,1.0,23.0
3.0,6.0,APX,TSM,0.0,7.0
3.0,6.0,NV ,IMT,0.0,6.0
3.0,6.0,NV ,CLG,0.0,11.0
3.0,6.0,P1 ,FOX,1.0,23.0
3.0,7.0,P1 ,NRG,1.0,21.0
3.0,7.0,P1 , TL,0.0,5.0
3.0,7.0,S04, OG,,19.0
3.0,7.0,S04,FNC,,14.0
3.0,7.0,APX, C9,0.0,23.0
3.0,7.0,APX, NV,0.0,20.0
3.0,7.0,NV ,NRG,0.0,9.0
3.0,7.0,NV ,APX,1.0,19.0
3.0,8.0,NV ,TSM,0.0,2.0
3.0,8.0,P1 ,TSM,1.0,19.0
3.0,8.0,P1 , C9,0.0,8.0
3.0,8.0,S04,ROC,0.0,5.0
3.0,8.0,S04, G2,0.0,5.0
3.0,8.0,APX,FOX,1.0,19.0
3.0,8.0,APX,IMT,0.0,12.0
3.0,8.0,NV , C9,0.0,15.0
3.0,9.0,APX, TL,1.0,18.0
3.0,9.0,APX,CLG,1.0,22.0
3.0,9.0,NV , P1,0.0,18.0
3.0,9.0,NV ,FOX,1.0,16.0
3.0,9.0,P1 , NV,1.0,19.0
3.0,9.0,P1 ,IMT,0.0,19.0
3.0,9.0,S04,GIA,,19.0
3.0,9.0,S04,VIT,,16.0
3.0,10.0,VIT,SPY,,20.0
3.0,10.0,NRG,APX,0.0,7.0
3.0,10.0,SPY,VIT,,20.0
3.0,10.0,VIT,FNC,,19.0
3.0,10.0,SPY,ROC,,16.0
3.0,10.0,FOX, P1,1.0,23.0
3.0,10.0,IMT, C9,1.0,22.0
3.0,10.0,FOX, C9,0.0,14.0
3.0,10.0,IMT, P1,1.0,19.0
3.0,10.0,G2 , OG,1.0,20.0
3.0,10.0,G2 ,GIA,1.0,19.0
3.0,10.0,NRG, NV,0.0,23.0
3.0,11.0,G2 ,ROC,,15.0
3.0,11.0,G2 ,SPY,1.0,19.0
3.0,11.0,NRG,IMT,0.0,19.0
3.0,11.0,VIT, OG,,23.0
3.0,11.0,NRG,FOX,1.0,17.0
3.0,11.0,SPY,S04,1.0,19.0
3.0,11.0,VIT,ROC,0.0,15.0
3.0,11.0,SPY, G2,0.0,6.0
3.0,11.0,FOX,NRG,0.0,11.0
3.0,11.0,IMT,NRG,1.0,17.0
3.0,11.0,FOX, TL,0.0,7.0
3.0,11.0,IMT,TSM,0.0,15.0
3.0,12.0,G2 ,H2K,,20.0
3.0,12.0,G2 ,UOL,1.0,17.0
3.0,12.0,NRG, TL,0.0,11.0
3.0,12.0,VIT,UOL,1.0,17.0
3.0,12.0,NRG,TSM,0.0,4.0
3.0,12.0,SPY,GIA,1.0,19.0
3.0,12.0,VIT,H2K,0.0,8.0
3.0,12.0,SPY,FNC,0.0,7.0
3.0,12.0,FOX,CLG,0.0,3.0
3.0,12.0,IMT, NV,1.0,20.0
3.0,12.0,FOX,IMT,0.0,9.0
3.0,12.0,IMT,FOX,1.0,19.0
3.0,13.0,FOX,TSM,0.0,19.0
3.0,13.0,IMT,CLG,1.0,20.0
3.0,13.0,FOX,APX,0.0,5.0
3.0,13.0,IMT, TL,1.0,20.0
3.0,13.0,G2 ,S04,,21.0
3.0,13.0,G2 ,VIT,,17.0
3.0,13.0,NRG, P1,1.0,24.0
3.0,13.0,VIT,GIA,,20.0
3.0,13.0,NRG, C9,0.0,5.0
3.0,13.0,SPY,H2K,,20.0
3.0,13.0,VIT, G2,,21.0
3.0,13.0,SPY, OG,,19.0
3.0,14.0,VIT,S04,,19.0
3.0,14.0,NRG,FOX,1.0,20.0
3.0,14.0,SPY,UOL,,16.0
3.0,14.0,VIT,SPY,0.0,10.0
3.0,14.0,SPY,VIT,1.0,18.0
3.0,14.0,FOX, NV,0.0,16.0
3.0,14.0,IMT,APX,1.0,17.0
3.0,14.0,FOX,NRG,0.0,8.0
3.0,14.0,IMT, C9,1.0,19.0
3.0,14.0,G2 ,FNC,1.0,24.0
3.0,14.0,G2 , OG,,18.0
3.0,14.0,NRG,CLG,0.0,6.0
3.0,15.0,G2 ,GIA,,20.0
3.0,15.0,G2 ,ROC,1.0,17.0
3.0,15.0,NRG,APX,0.0,9.0
3.0,15.0,VIT,FNC,0.0,9.0
3.0,15.0,NRG, C9,0.0,10.0
3.0,15.0,SPY,ROC,1.0,21.0
3.0,15.0,VIT, OG,1.0,20.0
3.0,15.0,SPY,S04,1.0,20.0
3.0,15.0,FOX, P1,0.0,18.0
3.0,15.0,IMT, NV,1.0,18.0
3.0,15.0,FOX, TL,0.0,19.0
3.0,15.0,IMT, TL,1.0,20.0
3.0,16.0,G2 ,SPY,,18.0
3.0,16.0,G2 ,H2K,1.0,22.0
3.0,16.0,NRG, P1,0.0,19.0
3.0,16.0,VIT,ROC,1.0,22.0
3.0,16.0,NRG, NV,1.0,20.0
3.0,16.0,SPY, G2,,20.0
3.0,16.0,VIT,UOL,,14.0
3.0,16.0,SPY,GIA,1.0,20.0
3.0,16.0,FOX,TSM,0.0,7.0
3.0,16.0,IMT,CLG,1.0,17.0
3.0,16.0,FOX,IMT,0.0,6.0
3.0,16.0,IMT,FOX,1.0,18.0
3.0,17.0,FOX,APX,0.0,17.0
3.0,17.0,IMT,NRG,1.0,17.0
3.0,17.0,FOX,CLG,0.0,9.0
3.0,17.0,IMT,APX,1.0,19.0
3.0,17.0,G2 ,UOL,1.0,20.0
3.0,17.0,G2 ,S04,1.0,20.0
3.0,17.0,NRG,IMT,0.0,7.0
3.0,17.0,VIT,H2K,0.0,6.0
3.0,17.0,NRG, TL,0.0,6.0
3.0,17.0,SPY,FNC,1.0,20.0
3.0,17.0,VIT,GIA,0.0,3.0
3.0,17.0,SPY,H2K,1.0,17.0
3.0,18.0,VIT, G2,,17.0
3.0,18.0,NRG,TSM,0.0,21.0
3.0,18.0,SPY, OG,1.0,21.0
3.0,18.0,VIT,S04,,18.0
3.0,18.0,SPY,UOL,0.0,14.0
3.0,18.0,FOX, C9,0.0,9.0
3.0,18.0,IMT,TSM,0.0,12.0
3.0,18.0,FOX, NV,0.0,8.0
3.0,18.0,IMT, P1,1.0,21.0
3.0,18.0,G2 ,VIT,,16.0
3.0,18.0,G2 ,FNC,1.0,17.0
3.0,18.0,NRG,CLG,0.0,13.0
3.0,19.0,CLG,TSM,0.0,7.0
3.0,19.0,CLG,APX,0.0,18.0
3.0,19.0,ROC,H2K,,15.0
3.0,19.0,TL , NV,0.0,6.0
3.0,19.0,UOL,S04,0.0,4.0
3.0,19.0,GIA,FNC,0.0,6.0
3.0,19.0,ROC,SPY,,19.0
3.0,19.0,TL ,TSM,0.0,2.0
3.0,19.0,UOL, OG,1.0,20.0
3.0,19.0,GIA, G2,0.0,7.0
3.0,19.0,OG , G2,0.0,12.0
3.0,19.0,TSM,CLG,1.0,19.0
3.0,19.0,FNC,GIA,1.0,22.0
3.0,19.0,H2K,ROC,,20.0
3.0,19.0,OG ,UOL,0.0,3.0
3.0,19.0,TSM, TL,1.0,18.0
3.0,19.0,FNC,VIT,,19.0
3.0,19.0,H2K,S04,,17.0
3.0,19.0,C9 ,IMT,0.0,17.0
3.0,19.0,C9 ,FOX,1.0,20.0
3.0,20.0,C9 , P1,1.0,20.0
3.0,20.0,C9 ,CLG,1.0,19.0
3.0,20.0,CLG, TL,1.0,18.0
3.0,20.0,CLG, C9,0.0,4.0
3.0,20.0,ROC, G2,,17.0
3.0,20.0,TL ,CLG,0.0,19.0
3.0,20.0,UOL,FNC,0.0,10.0
3.0,20.0,GIA,H2K,0.0,14.0
3.0,20.0,ROC,VIT,1.0,16.0
3.0,20.0,TL ,FOX,1.0,23.0
3.0,20.0,UOL,GIA,0.0,5.0
3.0,20.0,GIA,UOL,1.0,21.0
3.0,20.0,OG ,VIT,,16.0
3.0,20.0,TSM,APX,1.0,21.0
3.0,20.0,FNC,UOL,1.0,19.0
3.0,20.0,H2K,GIA,1.0,14.0
3.0,20.0,OG ,S04,,23.0
3.0,20.0,TSM,IMT,1.0,21.0
3.0,20.0,FNC,H2K,0.0,9.0
3.0,20.0,H2K,FNC,1.0,22.0
3.0,21.0,TSM, C9,1.0,20.0
3.0,21.0,FNC,S04,1.0,22.0
3.0,21.0,H2K, G2,,15.0
3.0,21.0,OG ,GIA,0.0,16.0
3.0,21.0,TSM,NRG,1.0,22.0
3.0,21.0,FNC,SPY,1.0,23.0
3.0,21.0,H2K,VIT,1.0,20.0
3.0,21.0,C9 ,TSM,0.0,21.0
3.0,21.0,C9 ,APX,1.0,23.0
3.0,21.0,CLG,FOX,1.0,20.0
3.0,21.0,CLG, NV,0.0,15.0
3.0,21.0,ROC, OG,0.0,6.0
3.0,21.0,TL , P1,1.0,23.0
3.0,21.0,UOL,VIT,0.0,11.0
3.0,21.0,GIA,SPY,0.0,9.0
3.0,21.0,ROC,S04,0.0,14.0
3.0,21.0,TL ,NRG,1.0,18.0
3.0,21.0,UOL, G2,0.0,8.0
3.0,21.0,GIA, OG,1.0,23.0
3.0,21.0,OG ,ROC,1.0,22.0
3.0,22.0,UOL,ROC,,19.0
3.0,22.0,GIA,VIT,,22.0
3.0,22.0,ROC,FNC,0.0,8.0
3.0,22.0,TL ,IMT,0.0,3.0
3.0,22.0,UOL,H2K,1.0,19.0
3.0,22.0,GIA,S04,0.0,16.0
3.0,22.0,OG ,FNC,,23.0
3.0,22.0,TSM,FOX,1.0,21.0
3.0,22.0,FNC, OG,,23.0
3.0,22.0,H2K,SPY,,22.0
3.0,22.0,OG ,SPY,,22.0
3.0,22.0,TSM, NV,1.0,22.0
3.0,22.0,FNC,ROC,1.0,17.0
3.0,22.0,H2K,UOL,0.0,3.0
3.0,22.0,C9 , NV,1.0,17.0
3.0,22.0,C9 ,NRG,1.0,21.0
3.0,22.0,CLG,IMT,0.0,15.0
3.0,22.0,CLG, P1,1.0,19.0
3.0,22.0,ROC,UOL,,16.0
3.0,22.0,TL ,APX,1.0,24.0
3.0,23.0,CLG,NRG,1.0,19.0
3.0,23.0,CLG,TSM,0.0,6.0
3.0,23.0,ROC,GIA,0.0,7.0
3.0,23.0,TL , C9,1.0,20.0
3.0,23.0,UOL,SPY,,18.0
3.0,23.0,GIA,ROC,1.0,20.0
3.0,23.0,ROC,H2K,,20.0
3.0,23.0,TL , NV,1.0,16.0
3.0,23.0,UOL,S04,,19.0
3.0,23.0,GIA,FNC,1.0,23.0
3.0,23.0,OG ,H2K,,25.0
3.0,23.0,TSM, P1,1.0,16.0
3.0,23.0,FNC, G2,0.0,3.0
3.0,23.0,H2K, OG,,16.0
3.0,23.0,OG , G2,,29.0
3.0,23.0,TSM,CLG,1.0,17.0
3.0,23.0,FNC,GIA,0.0,2.0
3.0,23.0,H2K,ROC,,21.0
3.0,23.0,C9 , TL,0.0,21.0
3.0,23.0,C9 ,IMT,0.0,8.0
3.0,24.0,C9 ,TSM,0.0,5.0
3.0,24.0,C9 ,NRG,1.0,19.0
3.0,24.0,CLG, NV,1.0,21.0
3.0,24.0,CLG, P1,1.0,19.0
3.0,24.0,ROC,SPY,0.0,5.0
3.0,24.0,TL ,IMT,0.0,18.0
3.0,24.0,UOL, OG,1.0,24.0
3.0,24.0,GIA, G2,,24.0
3.0,24.0,ROC, G2,0.0,6.0
3.0,24.0,TL ,FOX,1.0,19.0
3.0,24.0,UOL,FNC,,13.0
3.0,24.0,GIA,H2K,1.0,20.0
3.0,24.0,OG ,UOL,0.0,7.0
3.0,24.0,TSM, C9,1.0,19.0
3.0,24.0,FNC,VIT,1.0,20.0
3.0,24.0,H2K,S04,1.0,21.0
3.0,24.0,OG ,VIT,0.0,10.0
3.0,24.0,TSM,APX,1.0,18.0
3.0,24.0,FNC,UOL,,19.0
3.0,24.0,H2K,GIA,0.0,7.0
3.0,25.0,TSM,FOX,1.0,18.0
3.0,25.0,FNC,H2K,1.0,18.0
3.0,25.0,H2K,FNC,0.0,7.0
3.0,25.0,OG ,ROC,1.0,24.0
3.0,25.0,TSM, TL,1.0,21.0
3.0,25.0,FNC,S04,,21.0
3.0,25.0,H2K, G2,0.0,4.0
3.0,25.0,C9 ,APX,1.0,18.0
3.0,25.0,C9 ,CLG,0.0,19.0
3.0,25.0,CLG,IMT,0.0,15.0
3.0,25.0,CLG, C9,1.0,21.0
3.0,25.0,ROC,VIT,0.0,16.0
3.0,25.0,TL , P1,1.0,18.0
3.0,25.0,UOL,GIA,1.0,19.0
3.0,25.0,GIA,UOL,0.0,3.0
3.0,25.0,ROC, OG,0.0,12.0
3.0,25.0,TL ,TSM,0.0,6.0
3.0,25.0,UOL,VIT,,20.0
3.0,25.0,GIA,SPY,0.0,5.0
3.0,25.0,OG ,S04,,16.0
3.0,26.0,UOL, G2,0.0,6.0
3.0,26.0,GIA, OG,1.0,20.0
3.0,26.0,ROC,UOL,0.0,5.0
3.0,26.0,TL ,NRG,1.0,18.0
3.0,26.0,UOL,ROC,1.0,20.0
3.0,26.0,GIA,VIT,1.0,18.0
3.0,26.0,OG ,GIA,0.0,6.0
3.0,26.0,TSM, P1,0.0,20.0
3.0,26.0,FNC,SPY,0.0,11.0
3.0,26.0,H2K,VIT,1.0,18.0
3.0,26.0,OG ,FNC,,22.0
3.0,26.0,TSM, NV,1.0,22.0
3.0,26.0,FNC, OG,,15.0
3.0,26.0,H2K,SPY,0.0,5.0
3.0,26.0,C9 , NV,1.0,18.0
3.0,26.0,C9 , P1,1.0,17.0
3.0,26.0,CLG, TL,1.0,14.0
3.0,26.0,CLG,FOX,1.0,20.0
3.0,26.0,ROC,S04,1.0,22.0
3.0,26.0,TL ,CLG,0.0,19.0
3.0,27.0,CLG,NRG,1.0,20.0
3.0,27.0,CLG,APX,0.0,20.0
3.0,27.0,ROC,FNC,,23.0
3.0,27.0,TL ,APX,0.0,16.0
3.0,27.0,UOL,H2K,0.0,7.0
3.0,27.0,GIA,S04,,19.0
3.0,27.0,ROC,GIA,0.0,14.0
3.0,27.0,TL , C9,0.0,8.0
3.0,27.0,UOL,SPY,1.0,18.0
3.0,27.0,GIA,ROC,1.0,19.0
3.0,27.0,OG ,SPY,0.0,6.0
3.0,27.0,TSM,IMT,1.0,15.0
3.0,27.0,FNC,ROC,,20.0
3.0,27.0,H2K,UOL,1.0,23.0
3.0,27.0,OG ,H2K,0.0,10.0
3.0,27.0,TSM,NRG,1.0,21.0
3.0,27.0,FNC, G2,0.0,6.0
3.0,27.0,H2K, OG,1.0,21.0
3.0,27.0,C9 ,FOX,1.0,19.0
3.0,27.0,C9 , TL,1.0,20.0
4.0,1.0,FLY, NV,1.0,19.0
4.0,1.0,FLY, TL,1.0,21.0
4.0,1.0,MSF,GIA,1.0,17.0
4.0,1.0,MSF,ROC,1.0,20.0
4.0,2.0,FLY,CLG,1.0,17.0
4.0,2.0,FLY,FOX,0.0,16.0
4.0,2.0,MSF, G2,0.0,20.0
4.0,2.0,MSF,FNC,1.0,20.0
4.0,3.0,MSF,SPY,1.0,20.0
4.0,3.0,MSF,VIT,1.0,23.0
4.0,3.0,FLY,DIG,1.0,18.0
4.0,3.0,FLY,IMT,1.0,20.0
4.0,4.0,MSF,UOL,1.0,21.0
4.0,4.0,MSF, OG,1.0,20.0
4.0,4.0,FLY, P1,1.0,21.0
4.0,4.0,FLY, C9,0.0,21.0
4.0,5.0,FLY,TSM,0.0,15.0
4.0,5.0,FLY,DIG,0.0,7.0
4.0,5.0,MSF,H2K,0.0,5.0
4.0,5.0,MSF, G2,0.0,15.0
4.0,6.0,FLY, NV,1.0,21.0
4.0,6.0,FLY, C9,0.0,14.0
4.0,6.0,MSF,ROC,0.0,2.0
4.0,7.0,FLY, P1,0.0,6.0
4.0,7.0,FLY,IMT,0.0,2.0
4.0,8.0,FLY,TSM,0.0,20.0
4.0,8.0,FLY,CLG,0.0,6.0
4.0,9.0,FLY,FOX,1.0,20.0
4.0,9.0,FLY, TL,1.0,18.0
4.0,10.0,P1 ,DIG,0.0,15.0
4.0,10.0,NV ,FLY,0.0,8.0
4.0,10.0,NV ,CLG,0.0,11.0
4.0,10.0,P1 ,FOX,1.0,14.0
4.0,11.0,P1 , NV,1.0,21.0
4.0,11.0,P1 , TL,1.0,20.0
4.0,11.0,NV , P1,0.0,5.0
4.0,11.0,NV ,IMT,0.0,21.0
4.0,12.0,NV , C9,0.0,8.0
4.0,12.0,P1 ,IMT,1.0,25.0
4.0,12.0,P1 ,TSM,0.0,16.0
4.0,12.0,NV , TL,1.0,22.0
4.0,13.0,NV ,TSM,0.0,9.0
4.0,13.0,NV ,DIG,0.0,5.0
4.0,13.0,P1 ,FLY,0.0,12.0
4.0,13.0,P1 ,CLG,0.0,18.0
4.0,14.0,P1 , NV,1.0,19.0
4.0,14.0,NV ,FOX,1.0,20.0
4.0,14.0,NV , P1,0.0,13.0
4.0,14.0,P1 , C9,1.0,16.0
4.0,15.0,P1 ,DIG,1.0,21.0
4.0,15.0,P1 ,CLG,0.0,19.0
4.0,15.0,NV ,FLY,0.0,22.0
4.0,15.0,NV ,IMT,1.0,21.0
4.0,16.0,NV , TL,0.0,19.0
4.0,16.0,P1 ,FLY,1.0,24.0
4.0,16.0,P1 ,FOX,1.0,16.0
4.0,16.0,NV ,TSM,0.0,16.0
4.0,17.0,NV ,DIG,0.0,22.0
4.0,17.0,NV , C9,0.0,21.0
4.0,17.0,P1 , TL,1.0,17.0
4.0,17.0,P1 ,IMT,1.0,20.0
4.0,18.0,P1 ,TSM,0.0,7.0
4.0,18.0,NV ,CLG,0.0,19.0
4.0,18.0,NV ,FOX,0.0,17.0
4.0,18.0,P1 , C9,0.0,5.0
4.0,19.0,DIG, P1,1.0,19.0
4.0,19.0,G2 ,FNC,1.0,23.0
4.0,19.0,DIG, C9,0.0,17.0
4.0,19.0,G2 ,ROC,1.0,21.0
4.0,19.0,VIT,UOL,0.0,4.0
4.0,19.0,SPY,H2K,0.0,2.0
4.0,19.0,VIT,SPY,0.0,4.0
4.0,19.0,SPY,VIT,1.0,19.0
4.0,19.0,FOX, P1,0.0,9.0
4.0,19.0,IMT,FOX,1.0,19.0
4.0,19.0,FOX,IMT,0.0,23.0
4.0,19.0,IMT,TSM,0.0,23.0
4.0,20.0,DIG,TSM,0.0,22.0
4.0,20.0,G2 ,MSF,1.0,22.0
4.0,20.0,DIG,FOX,0.0,19.0
4.0,20.0,G2 ,GIA,1.0,22.0
4.0,20.0,VIT, OG,1.0,16.0
4.0,20.0,SPY,UOL,0.0,15.0
4.0,20.0,VIT,H2K,0.0,15.0
4.0,20.0,SPY, OG,1.0,18.0
4.0,20.0,FOX,DIG,1.0,23.0
4.0,20.0,IMT, C9,0.0,3.0
4.0,20.0,FOX,FLY,1.0,20.0
4.0,20.0,IMT, NV,1.0,16.0
4.0,21.0,FOX, TL,0.0,15.0
4.0,21.0,IMT, P1,0.0,11.0
4.0,21.0,FOX, C9,0.0,5.0
4.0,21.0,IMT,FLY,0.0,7.0
4.0,21.0,DIG,FLY,0.0,4.0
4.0,21.0,G2 ,H2K,1.0,13.0
4.0,21.0,DIG,CLG,0.0,13.0
4.0,21.0,G2 , OG,1.0,20.0
4.0,21.0,VIT,FNC,0.0,21.0
4.0,21.0,SPY,MSF,0.0,8.0
4.0,21.0,VIT,MSF,0.0,4.0
4.0,21.0,SPY,FNC,1.0,19.0
4.0,22.0,VIT, G2,0.0,6.0
4.0,22.0,SPY,ROC,1.0,18.0
4.0,22.0,VIT,GIA,1.0,18.0
4.0,22.0,SPY,GIA,1.0,18.0
4.0,22.0,FOX,CLG,1.0,20.0
4.0,22.0,IMT,DIG,1.0,22.0
4.0,22.0,FOX,TSM,1.0,20.0
