Split,Week,Team,Opponent,Result,Points
4.0,22.0,IMT, TL,1.0,21.0
4.0,22.0,DIG,IMT,0.0,8.0
4.0,22.0,G2 ,UOL,1.0,20.0
4.0,22.0,DIG, NV,1.0,22.0
4.0,22.0,G2 ,VIT,1.0,21.0
4.0,23.0,DIG, TL,1.0,19.0
4.0,23.0,G2 ,SPY,1.0,20.0
4.0,23.0,DIG,FLY,1.0,20.0
4.0,23.0,G2 ,MSF,1.0,22.0
4.0,23.0,VIT,ROC,0.0,16.0
4.0,23.0,SPY, G2,0.0,15.0
4.0,23.0,VIT, OG,1.0,19.0
4.0,23.0,SPY, OG,1.0,19.0
4.0,23.0,FOX, NV,0.0,3.0
4.0,23.0,IMT,CLG,0.0,15.0
4.0,23.0,FOX,IMT,0.0,6.0
4.0,23.0,IMT,FOX,1.0,22.0
4.0,24.0,DIG, P1,0.0,19.0
4.0,24.0,G2 ,GIA,1.0,16.0
4.0,24.0,DIG,TSM,0.0,12.0
4.0,24.0,VIT,SPY,0.0,11.0
4.0,24.0,SPY,VIT,1.0,21.0
4.0,24.0,VIT,H2K,0.0,22.0
4.0,24.0,FOX, TL,1.0,18.0
4.0,24.0,IMT, TL,0.0,18.0
4.0,24.0,FOX, C9,0.0,9.0
4.0,24.0,IMT, NV,0.0,19.0
4.0,25.0,FOX, P1,0.0,6.0
4.0,25.0,IMT,FLY,1.0,20.0
4.0,25.0,FOX,DIG,0.0,18.0
4.0,25.0,IMT,TSM,0.0,21.0
4.0,25.0,DIG,CLG,1.0,19.0
4.0,25.0,DIG,FOX,1.0,18.0
4.0,26.0,FOX,CLG,0.0,9.0
4.0,26.0,IMT, C9,1.0,21.0
4.0,26.0,FOX,TSM,0.0,3.0
4.0,26.0,IMT, P1,0.0,3.0
4.0,26.0,DIG, NV,1.0,21.0
4.0,26.0,DIG, TL,1.0,19.0
4.0,27.0,DIG,IMT,1.0,22.0
4.0,27.0,DIG, C9,0.0,8.0
4.0,27.0,FOX,FLY,0.0,14.0
4.0,27.0,IMT,DIG,0.0,16.0
4.0,27.0,FOX, NV,1.0,20.0
4.0,27.0,IMT,CLG,1.0,22.0
4.0,28.0,C9 ,TSM,1.0,19.0
4.0,28.0,C9 ,DIG,1.0,16.0
4.0,28.0,CLG, TL,0.0,17.0
4.0,28.0,CLG, NV,1.0,21.0
4.0,28.0,ROC, G2,0.0,8.0
4.0,28.0,TL ,CLG,1.0,17.0
4.0,28.0,UOL,VIT,1.0,17.0
4.0,28.0,GIA,MSF,0.0,20.0
4.0,28.0,ROC,MSF,0.0,12.0
4.0,28.0,TL ,FLY,0.0,16.0
4.0,28.0,UOL, OG,1.0,15.0
4.0,28.0,GIA,FNC,0.0,21.0
4.0,28.0,OG ,H2K,0.0,10.0
4.0,28.0,TSM, C9,0.0,10.0
4.0,28.0,FNC, G2,0.0,19.0
4.0,28.0,H2K, OG,1.0,21.0
4.0,28.0,OG ,UOL,0.0,5.0
4.0,28.0,TSM,IMT,1.0,21.0
4.0,28.0,FNC,GIA,1.0,21.0
4.0,28.0,H2K,SPY,1.0,20.0
4.0,29.0,TSM,DIG,1.0,22.0
4.0,29.0,FNC,MSF,0.0,9.0
4.0,29.0,H2K,UOL,0.0,15.0
4.0,29.0,OG ,SPY,0.0,10.0
4.0,29.0,TSM, TL,1.0,20.0
4.0,29.0,FNC,ROC,1.0,21.0
4.0,29.0,H2K,VIT,1.0,23.0
4.0,29.0,C9 ,IMT,1.0,21.0
4.0,29.0,C9 ,CLG,1.0,18.0
4.0,29.0,CLG,FLY,0.0,7.0
4.0,29.0,CLG, C9,0.0,22.0
4.0,29.0,ROC,GIA,0.0,14.0
4.0,29.0,TL ,TSM,0.0,15.0
4.0,29.0,UOL,H2K,1.0,15.0
4.0,29.0,GIA,ROC,1.0,21.0
4.0,29.0,ROC,FNC,0.0,24.0
4.0,29.0,TL , P1,0.0,2.0
4.0,29.0,UOL,SPY,1.0,19.0
4.0,29.0,GIA, G2,0.0,7.0
4.0,29.0,OG ,VIT,0.0,12.0
4.0,30.0,UOL,GIA,1.0,21.0
4.0,30.0,GIA,UOL,0.0,4.0
4.0,30.0,ROC,SPY,0.0,8.0
4.0,30.0,TL ,FOX,1.0,28.0
4.0,30.0,UOL, G2,0.0,13.0
4.0,30.0,GIA,H2K,0.0,7.0
4.0,30.0,OG , G2,0.0,4.0
4.0,30.0,TSM,CLG,1.0,19.0
4.0,30.0,FNC,VIT,1.0,22.0
4.0,30.0,H2K, G2,0.0,19.0
4.0,30.0,OG ,FNC,0.0,9.0
4.0,30.0,TSM, P1,1.0,24.0
4.0,30.0,FNC,SPY,0.0,19.0
4.0,30.0,H2K,ROC,1.0,19.0
4.0,30.0,C9 , NV,1.0,21.0
4.0,30.0,C9 ,FOX,1.0,22.0
4.0,30.0,CLG,TSM,0.0,18.0
4.0,30.0,CLG,DIG,1.0,20.0
4.0,30.0,ROC,H2K,0.0,12.0
4.0,30.0,TL , NV,0.0,4.0
4.0,31.0,CLG,FOX,0.0,10.0
4.0,31.0,CLG, P1,1.0,17.0
4.0,31.0,ROC,UOL,0.0,3.0
4.0,31.0,TL , C9,0.0,17.0
4.0,31.0,UOL,MSF,0.0,20.0
4.0,31.0,GIA,SPY,0.0,1.0
4.0,31.0,ROC, OG,1.0,18.0
4.0,31.0,TL ,IMT,0.0,7.0
4.0,31.0,UOL,ROC,1.0,20.0
4.0,31.0,GIA,VIT,0.0,18.0
4.0,31.0,OG ,MSF,0.0,8.0
4.0,31.0,TSM, NV,1.0,15.0
4.0,31.0,FNC, OG,1.0,18.0
4.0,31.0,H2K,GIA,1.0,17.0
4.0,31.0,OG ,ROC,0.0,30.0
4.0,31.0,TSM,FOX,0.0,8.0
4.0,31.0,FNC,H2K,0.0,3.0
4.0,31.0,H2K,FNC,1.0,21.0
4.0,31.0,C9 , TL,1.0,18.0
4.0,31.0,C9 ,FLY,1.0,21.0
4.0,32.0,C9 , P1,0.0,13.0
4.0,32.0,C9 ,TSM,0.0,17.0
4.0,32.0,CLG,IMT,1.0,18.0
4.0,32.0,CLG, TL,1.0,21.0
4.0,32.0,ROC,VIT,1.0,20.0
4.0,32.0,TL ,DIG,0.0,19.0
4.0,32.0,UOL,FNC,1.0,18.0
4.0,32.0,GIA, OG,1.0,19.0
4.0,32.0,ROC,FNC,1.0,26.0
4.0,32.0,TL ,CLG,0.0,15.0
4.0,32.0,UOL,H2K,1.0,22.0
4.0,32.0,GIA,ROC,0.0,7.0
4.0,32.0,OG ,GIA,0.0,19.0
4.0,32.0,TSM,FLY,1.0,18.0
4.0,32.0,FNC,UOL,0.0,11.0
4.0,32.0,H2K,MSF,1.0,22.0
4.0,32.0,OG ,VIT,0.0,6.0
4.0,32.0,TSM, C9,1.0,19.0
4.0,32.0,FNC,ROC,0.0,20.0
4.0,32.0,H2K,UOL,0.0,12.0
4.0,33.0,TSM,CLG,1.0,18.0
4.0,33.0,FNC,GIA,1.0,19.0
4.0,33.0,H2K,VIT,1.0,18.0
4.0,33.0,OG ,UOL,0.0,1.0
4.0,33.0,TSM,DIG,1.0,20.0
4.0,33.0,C9 ,FOX,1.0,21.0
4.0,33.0,C9 ,FLY,1.0,15.0
4.0,33.0,CLG,TSM,0.0,11.0
4.0,33.0,CLG, P1,1.0,19.0
4.0,33.0,ROC,GIA,1.0,22.0
4.0,33.0,TL ,FOX,0.0,19.0
4.0,33.0,UOL, OG,1.0,20.0
4.0,33.0,GIA, G2,0.0,5.0
4.0,33.0,ROC,MSF,1.0,22.0
4.0,33.0,TL ,IMT,1.0,18.0
4.0,33.0,GIA,FNC,0.0,20.0
4.0,33.0,OG ,SPY,0.0,4.0
4.0,34.0,TL , NV,1.0,18.0
4.0,34.0,TSM, NV,1.0,21.0
4.0,34.0,TSM,IMT,1.0,20.0
4.0,34.0,C9 , TL,1.0,19.0
4.0,34.0,C9 ,CLG,0.0,18.0
4.0,34.0,CLG,DIG,0.0,10.0
4.0,34.0,CLG, C9,1.0,22.0
4.0,34.0,TL , C9,0.0,8.0
4.0,35.0,CLG,FOX,1.0,21.0
4.0,35.0,CLG,FLY,1.0,19.0
4.0,35.0,TL , P1,0.0,7.0
4.0,35.0,TL ,DIG,0.0,2.0
4.0,35.0,TSM,FLY,1.0,21.0
4.0,35.0,TSM,FOX,1.0,21.0
4.0,35.0,C9 ,IMT,0.0,18.0
4.0,35.0,C9 , NV,1.0,21.0
4.0,36.0,C9 , P1,1.0,22.0
4.0,36.0,C9 ,DIG,1.0,19.0
4.0,36.0,CLG, NV,1.0,30.0
4.0,36.0,CLG,IMT,0.0,2.0
4.0,36.0,TL ,TSM,1.0,14.0
4.0,36.0,TL ,FLY,0.0,19.0
4.0,36.0,TSM, TL,0.0,19.0
4.0,36.0,TSM, P1,1.0,17.0
5.0,1.0,MM ,2K*,0.0,5.0
5.0,1.0,NIP,MSF,0.0,15.0
5.0,1.0,MM ,UOL,0.0,9.0
5.0,1.0,NIP,NC*,0.0,14.0
5.0,2.0,NIP, G2,0.0,10.0
5.0,2.0,MM ,SPY,0.0,5.0
5.0,2.0,NIP,OC*,0.0,6.0
5.0,2.0,MM ,IT*,0.0,6.0
5.0,3.0,NIP,2K*,0.0,9.0
5.0,3.0,MM ,NC*,0.0,11.0
5.0,3.0,NIP, MM,0.0,9.0
5.0,3.0,MM ,NIP,1.0,20.0
5.0,4.0,NIP,UOL,0.0,18.0
5.0,4.0,MM , G2,0.0,11.0
5.0,4.0,NIP,IT*,0.0,20.0
5.0,4.0,MM ,OC*,1.0,21.0
5.0,5.0,MM ,SF*,0.0,5.0
5.0,5.0,NIP, G2,0.0,3.0
5.0,5.0,MM ,VIT,0.0,7.0
5.0,5.0,NIP,PY*,0.0,4.0
5.0,6.0,NIP,ROC,1.0,15.0
5.0,6.0,MM ,UOL,0.0,20.0
5.0,6.0,NIP,SF*,0.0,15.0
5.0,6.0,MM ,PY*,0.0,3.0
5.0,6.0,MSF,NC*,0.0,6.0
5.0,7.0,MSF,NIP,1.0,18.0
5.0,7.0,MSF,ROC,1.0,21.0
5.0,8.0,MSF,G2*,1.0,19.0
5.0,8.0,MSF,IT*,1.0,21.0
5.0,9.0,MSF,2K*,0.0,12.0
5.0,9.0,MSF,OL*,0.0,16.0
5.0,10.0,FLY,FOX,0.0,13.0
5.0,10.0,FLY,DIG,0.0,6.0
5.0,10.0,MSF, MM,1.0,16.0
5.0,10.0,MSF,SPY,0.0,16.0
5.0,11.0,MSF,NC*,0.0,5.0
5.0,11.0,MSF, G2,0.0,4.0
5.0,11.0,FLY,IMT,0.0,20.0
5.0,11.0,FLY, P1,1.0,17.0
5.0,12.0,MSF,NIP,1.0,19.0
5.0,12.0,FLY,CLG,0.0,18.0
5.0,12.0,FLY, C9,0.0,9.0
5.0,13.0,FLY,TSM,0.0,3.0
5.0,13.0,FLY, NV,0.0,17.0
5.0,14.0,FLY,DIG,1.0,19.0
5.0,14.0,FLY,FOX,1.0,14.0
5.0,15.0,FLY,CLG,0.0,14.0
5.0,15.0,FLY, TL,1.0,17.0
5.0,16.0,FLY,IMT,0.0,11.0
5.0,16.0,FLY, NV,0.0,18.0
5.0,17.0,FLY,TSM,0.0,5.0
5.0,17.0,FLY, C9,0.0,6.0
5.0,18.0,FLY, TL,1.0,18.0
5.0,18.0,FLY, P1,1.0,17.0
5.0,19.0,P1 ,IMT,0.0,23.0
5.0,19.0,P1 , NV,0.0,19.0
5.0,19.0,NV ,DIG,0.0,20.0
5.0,19.0,NV , P1,1.0,18.0
5.0,20.0,NV , TL,1.0,20.0
5.0,20.0,P1 , C9,0.0,10.0
5.0,20.0,P1 ,FLY,0.0,6.0
5.0,20.0,NV ,IMT,1.0,18.0
5.0,21.0,NV ,FOX,0.0,8.0
5.0,21.0,NV ,TSM,0.0,5.0
5.0,21.0,P1 ,DIG,0.0,15.0
5.0,21.0,P1 ,CLG,0.0,23.0
5.0,22.0,P1 , TL,0.0,21.0
5.0,22.0,NV ,CLG,0.0,19.0
5.0,22.0,NV ,FLY,1.0,18.0
5.0,22.0,P1 ,FOX,1.0,19.0
5.0,23.0,P1 , NV,1.0,22.0
5.0,23.0,P1 ,IMT,1.0,18.0
5.0,23.0,NV , P1,0.0,14.0
5.0,23.0,NV ,DIG,1.0,15.0
5.0,24.0,NV ,FOX,1.0,23.0
5.0,24.0,G2 ,OC*,1.0,21.0
5.0,24.0,P1 ,TSM,0.0,11.0
5.0,24.0,P1 ,DIG,0.0,15.0
5.0,24.0,SPY,2K*,0.0,7.0
5.0,24.0,NV , C9,1.0,21.0
5.0,25.0,NV , TL,0.0,14.0
5.0,25.0,NV ,FLY,1.0,22.0
5.0,25.0,G2 ,FNC,0.0,18.0
5.0,25.0,G2 ,NIP,1.0,18.0
5.0,25.0,P1 , C9,0.0,15.0
5.0,25.0,VIT,OL*,0.0,5.0
5.0,25.0,P1 , TL,0.0,2.0
5.0,25.0,SPY,VIT,1.0,19.0
5.0,25.0,VIT,PY*,0.0,10.0
5.0,25.0,SPY, MM,1.0,15.0
5.0,26.0,VIT, MM,1.0,16.0
5.0,26.0,P1 ,CLG,1.0,21.0
5.0,26.0,SPY,OL*,1.0,17.0
5.0,26.0,VIT,H2K,0.0,5.0
5.0,26.0,SPY,OC*,1.0,21.0
5.0,26.0,NV ,CLG,0.0,5.0
5.0,26.0,NV ,TSM,0.0,19.0
5.0,26.0,G2 ,SF*,0.0,19.0
5.0,26.0,G2 ,OL*,0.0,15.0
5.0,26.0,P1 ,FOX,0.0,16.0
5.0,27.0,G2 ,MM*,1.0,19.0
5.0,27.0,G2 ,PY*,1.0,20.0
5.0,27.0,P1 ,TSM,0.0,8.0
5.0,27.0,VIT,SF*,0.0,9.0
5.0,27.0,P1 ,FLY,0.0,6.0
5.0,27.0,SPY,NC*,0.0,6.0
5.0,27.0,VIT,OC*,1.0,18.0
5.0,27.0,SPY,G2*,0.0,7.0
5.0,27.0,NV ,IMT,0.0,2.0
5.0,27.0,NV , C9,0.0,8.0
5.0,28.0,DIG, NV,1.0,21.0
5.0,28.0,G2 ,H2K,1.0,18.0
5.0,28.0,DIG,FLY,1.0,21.0
5.0,28.0,G2 ,VIT,1.0,19.0
5.0,28.0,VIT,NIP,1.0,19.0
5.0,28.0,SPY,NIP,1.0,16.0
5.0,28.0,VIT,FNC,0.0,6.0
5.0,28.0,SPY,MSF,1.0,15.0
5.0,28.0,FOX,FLY,1.0,17.0
5.0,28.0,IMT, P1,1.0,21.0
5.0,28.0,FOX, TL,1.0,27.0
5.0,28.0,IMT,TSM,1.0,15.0
5.0,29.0,FOX,CLG,0.0,21.0
5.0,29.0,IMT, NV,0.0,6.0
5.0,29.0,FOX, C9,0.0,19.0
5.0,29.0,IMT,FLY,1.0,19.0
5.0,29.0,DIG,TSM,1.0,20.0
5.0,29.0,G2 ,IP*,1.0,20.0
5.0,29.0,DIG, TL,0.0,22.0
5.0,29.0,G2 ,SF*,1.0,21.0
5.0,29.0,VIT,G2*,0.0,15.0
5.0,29.0,SPY,2K*,0.0,3.0
5.0,29.0,VIT,MM*,1.0,15.0
5.0,29.0,SPY, MM,1.0,21.0
5.0,30.0,VIT,2K*,0.0,3.0
5.0,30.0,SPY,UOL,0.0,6.0
5.0,30.0,FOX, NV,1.0,21.0
5.0,30.0,IMT, TL,1.0,20.0
5.0,30.0,FOX,DIG,0.0,24.0
5.0,30.0,IMT, C9,1.0,21.0
5.0,30.0,DIG, P1,1.0,20.0
5.0,30.0,DIG,FOX,1.0,20.0
5.0,31.0,DIG,IMT,0.0,17.0
5.0,31.0,DIG, C9,0.0,21.0
5.0,31.0,FOX, P1,0.0,10.0
5.0,31.0,IMT,CLG,1.0,18.0
5.0,31.0,FOX,TSM,0.0,6.0
5.0,31.0,IMT,DIG,1.0,21.0
5.0,32.0,DIG,FLY,0.0,22.0
5.0,32.0,DIG, NV,0.0,16.0
5.0,32.0,FOX, TL,1.0,18.0
5.0,32.0,IMT,TSM,0.0,9.0
5.0,32.0,FOX,FLY,0.0,18.0
5.0,32.0,IMT, P1,0.0,19.0
5.0,33.0,FOX,IMT,0.0,6.0
5.0,33.0,IMT,FOX,1.0,21.0
5.0,33.0,FNC,MSF,1.0,22.0
5.0,33.0,FOX, NV,0.0,19.0
5.0,33.0,H2K,SPY,1.0,21.0
5.0,33.0,IMT, C9,1.0,20.0
5.0,33.0,DIG,CLG,1.0,22.0
5.0,33.0,DIG, P1,1.0,21.0
5.0,33.0,UOL,IT*,1.0,18.0
5.0,34.0,UOL, MM,1.0,15.0
5.0,34.0,ROC,SF*,0.0,19.0
5.0,34.0,UOL,H2K,1.0,17.0
5.0,34.0,FNC,NIP,1.0,19.0
5.0,34.0,FOX,CLG,0.0,2.0
5.0,34.0,H2K, MM,1.0,20.0
5.0,34.0,IMT,FLY,1.0,20.0
5.0,34.0,FNC,G2*,1.0,22.0
5.0,34.0,FOX,TSM,0.0,19.0
5.0,34.0,H2K,OL*,0.0,19.0
5.0,34.0,IMT,CLG,1.0,20.0
5.0,34.0,DIG,TSM,1.0,19.0
5.0,34.0,DIG, C9,0.0,18.0
5.0,34.0,ROC,G2*,0.0,20.0
5.0,35.0,DIG,IMT,1.0,21.0
5.0,35.0,DIG,FOX,1.0,20.0
5.0,35.0,ROC,FNC,1.0,18.0
5.0,35.0,UOL,PY*,0.0,13.0
5.0,35.0,ROC,NIP,1.0,18.0
5.0,35.0,UOL,G2*,1.0,20.0
5.0,35.0,FNC,OC*,0.0,22.0
5.0,35.0,FOX, P1,1.0,12.0
5.0,35.0,H2K,IT*,1.0,18.0
5.0,35.0,IMT, TL,1.0,17.0
5.0,35.0,FNC,H2K,1.0,17.0
5.0,35.0,FOX,DIG,0.0,22.0
5.0,35.0,H2K,FNC,0.0,2.0
5.0,35.0,IMT,DIG,0.0,17.0
5.0,36.0,DIG,CLG,0.0,17.0
5.0,36.0,DIG, TL,1.0,18.0
5.0,36.0,ROC,PY*,0.0,19.0
5.0,36.0,UOL,IP*,1.0,17.0
5.0,36.0,ROC,IT*,0.0,7.0
5.0,36.0,UOL,SF*,1.0,19.0
5.0,36.0,FNC, MM,1.0,18.0
5.0,36.0,FOX,IMT,0.0,3.0
5.0,36.0,H2K,NIP,1.0,18.0
5.0,36.0,IMT, NV,1.0,19.0
5.0,36.0,FNC,PY*,1.0,22.0
5.0,36.0,FOX, C9,0.0,5.0
5.0,36.0,H2K,SF*,1.0,20.0
5.0,36.0,IMT,FOX,1.0,21.0
5.0,37.0,TSM, C9,1.0,23.0
5.0,37.0,FNC,IT*,1.0,21.0
5.0,37.0,H2K,OC*,1.0,20.0
5.0,37.0,TSM,IMT,0.0,7.0
5.0,37.0,FNC,OL*,1.0,20.0
5.0,37.0,H2K,G2*,0.0,18.0
5.0,37.0,C9 ,CLG,0.0,17.0
5.0,37.0,C9 ,TSM,0.0,9.0
5.0,37.0,CLG, C9,1.0,24.0
5.0,37.0,CLG, TL,1.0,20.0
5.0,37.0,ROC,H2K,0.0,2.0
5.0,37.0,TL ,CLG,0.0,4.0
5.0,37.0,UOL,ROC,0.0,20.0
5.0,37.0,ROC, MM,0.0,18.0
5.0,37.0,TL ,FOX,0.0,3.0
5.0,37.0,UOL,FNC,0.0,20.0
5.0,38.0,UOL,MM*,1.0,17.0
5.0,38.0,ROC,IP*,0.0,12.0
5.0,38.0,TL ,DIG,1.0,21.0
5.0,38.0,UOL,PY*,1.0,18.0
5.0,38.0,TSM,DIG,0.0,21.0
5.0,38.0,FNC,SF*,1.0,18.0
5.0,38.0,H2K,PY*,1.0,19.0
5.0,38.0,TSM,CLG,1.0,19.0
5.0,38.0,FNC,OC*,1.0,20.0
5.0,38.0,H2K,IT*,1.0,20.0
5.0,38.0,C9 , P1,1.0,21.0
5.0,38.0,C9 ,FOX,1.0,20.0
5.0,38.0,CLG,FOX,1.0,22.0
5.0,38.0,CLG,TSM,0.0,20.0
5.0,38.0,ROC,OL*,1.0,18.0
5.0,38.0,TL , NV,0.0,22.0
5.0,39.0,CLG,FLY,1.0,22.0
5.0,39.0,CLG, P1,1.0,19.0
5.0,39.0,ROC,NC*,0.0,13.0
5.0,39.0,TL ,IMT,0.0,7.0
5.0,39.0,TL ,TSM,0.0,6.0
5.0,39.0,TSM, TL,1.0,20.0
5.0,39.0,TSM, NV,1.0,21.0
5.0,39.0,C9 ,IMT,0.0,17.0
5.0,39.0,C9 ,FLY,1.0,20.0
5.0,40.0,C9 , TL,1.0,19.0
5.0,40.0,C9 ,DIG,1.0,20.0
5.0,40.0,CLG,IMT,0.0,4.0
5.0,40.0,CLG, NV,1.0,20.0
5.0,40.0,TL , C9,0.0,8.0
5.0,40.0,TL , P1,1.0,20.0
5.0,40.0,TSM,FLY,1.0,21.0
5.0,40.0,TSM,FOX,1.0,19.0
5.0,41.0,TSM, C9,0.0,17.0
5.0,41.0,TSM,IMT,1.0,19.0
5.0,41.0,C9 ,TSM,1.0,19.0
5.0,41.0,C9 ,CLG,0.0,20.0
5.0,41.0,CLG, C9,1.0,20.0
5.0,41.0,CLG, TL,1.0,19.0
5.0,41.0,TL ,FOX,0.0,18.0
5.0,41.0,TL ,CLG,0.0,10.0
5.0,42.0,TL ,TSM,0.0,8.0
5.0,42.0,TSM, P1,1.0,17.0
5.0,42.0,TSM, TL,1.0,21.0
5.0,42.0,C9 , NV,0.0,8.0
5.0,42.0,C9 ,IMT,0.0,19.0
5.0,42.0,CLG,FLY,1.0,22.0
5.0,42.0,CLG,DIG,0.0,6.0
5.0,42.0,TL ,FLY,0.0,18.0
5.0,43.0,CLG,FOX,1.0,21.0
5.0,43.0,CLG,IMT,0.0,19.0
5.0,43.0,TL , NV,1.0,17.0
5.0,43.0,TL , P1,1.0,22.0
5.0,43.0,TSM,DIG,0.0,8.0
5.0,43.0,TSM,FOX,1.0,18.0
5.0,43.0,C9 , P1,1.0,22.0
5.0,43.0,C9 ,DIG,1.0,19.0
5.0,44.0,C9 , TL,1.0,18.0
5.0,44.0,C9 ,FLY,1.0,20.0
5.0,44.0,CLG, NV,1.0,22.0
5.0,44.0,CLG, P1,0.0,19.0
5.0,44.0,TL ,IMT,0.0,11.0
5.0,44.0,TL , C9,0.0,12.0
5.0,44.0,TSM,FLY,1.0,17.0
5.0,44.0,TSM, NV,1.0,21.0
5.0,45.0,TSM, P1,1.0,21.0
5.0,45.0,TSM,CLG,1.0,25.0
5.0,45.0,C9 , NV,1.0,19.0
5.0,45.0,C9 ,FOX,1.0,20.0
5.0,45.0,CLG,DIG,1.0,20.0
5.0,45.0,CLG,TSM,0.0,10.0
5.0,45.0,TL ,FLY,0.0,14.0
5.0,45.0,TL ,DIG,0.0,19.0
6.0,1.0,CG ,GGS,1.0,22.0
6.0,1.0,CG ,FOX,0.0,3.0
6.0,1.0,OPT,100,0.0,12.0
6.0,1.0,GGS, CG,0.0,1.0
6.0,1.0,OPT, TL,0.0,6.0
6.0,1.0,GGS, C9,0.0,4.0
6.0,1.0,100,OPT,1.0,26.0
6.0,1.0,100,CLG,1.0,19.0
6.0,2.0,CG ,CLG,1.0,16.0
6.0,2.0,CG , TL,0.0,2.0
6.0,2.0,OPT,TSM,0.0,18.0
6.0,2.0,GGS,FLY,0.0,14.0
6.0,2.0,OPT,FLY,1.0,23.0
6.0,2.0,GGS,CLG,0.0,9.0
6.0,2.0,100, TL,1.0,19.0
6.0,2.0,100, C9,0.0,1.0
6.0,3.0,100, CG,1.0,20.0
6.0,3.0,100,TSM,0.0,6.0
6.0,3.0,CG ,100,0.0,10.0
6.0,3.0,CG , C9,0.0,4.0
6.0,3.0,OPT, C9,0.0,4.0
6.0,3.0,GGS,TSM,0.0,2.0
6.0,3.0,OPT,FOX,0.0,3.0
6.0,3.0,GGS, TL,0.0,0.0
6.0,4.0,GGS,FOX,0.0,3.0
6.0,4.0,OPT, CG,0.0,6.0
6.0,4.0,GGS,100,1.0,23.0
6.0,4.0,100,FLY,0.0,7.0
6.0,4.0,100,GGS,0.0,2.0
6.0,4.0,CG ,TSM,1.0,18.0
6.0,4.0,CG ,OPT,1.0,15.0
6.0,4.0,OPT,CLG,1.0,19.0
6.0,5.0,CG ,FLY,1.0,18.0
6.0,5.0,CG ,TSM,1.0,21.0
6.0,5.0,OPT,GGS,1.0,23.0
6.0,5.0,GGS,OPT,0.0,2.0
6.0,5.0,OPT,FLY,0.0,14.0
6.0,5.0,GGS, TL,1.0,24.0
6.0,5.0,100,FOX,0.0,6.0
6.0,5.0,100,CLG,1.0,20.0
6.0,6.0,CG ,CLG,1.0,22.0
6.0,6.0,CG , C9,0.0,0.0
6.0,6.0,OPT,GGS,1.0,18.0
6.0,6.0,GGS,OPT,0.0,5.0
6.0,6.0,OPT,TSM,0.0,3.0
6.0,6.0,GGS,CLG,1.0,15.0
6.0,6.0,100, C9,1.0,20.0
6.0,6.0,100,FLY,1.0,25.0
6.0,7.0,100, TL,0.0,2.0
6.0,7.0,100,TSM,1.0,20.0
6.0,7.0,CG ,OPT,1.0,20.0
6.0,7.0,CG ,FLY,1.0,23.0
6.0,7.0,OPT, CG,0.0,0.0
6.0,7.0,GGS,FOX,1.0,18.0
6.0,7.0,OPT,FOX,0.0,5.0
6.0,7.0,GGS, C9,0.0,8.0
6.0,8.0,GGS,100,0.0,2.0
6.0,8.0,OPT,100,0.0,0.0
6.0,8.0,GGS,FLY,0.0,10.0
6.0,8.0,100,GGS,1.0,19.0
6.0,8.0,100,OPT,1.0,20.0
6.0,8.0,CG ,FOX,1.0,16.0
6.0,8.0,CG , TL,0.0,4.0
6.0,8.0,OPT, C9,0.0,13.0
6.0,9.0,CG ,100,0.0,4.0
6.0,9.0,CG ,GGS,1.0,22.0
6.0,9.0,OPT,CLG,1.0,17.0
6.0,9.0,GGS,TSM,0.0,1.0
6.0,9.0,OPT, TL,0.0,0.0
6.0,9.0,GGS, CG,0.0,3.0
6.0,9.0,100, CG,1.0,19.0
6.0,9.0,100,FOX,1.0,24.0
6.0,10.0,S04,ROC,1.0,14.0
6.0,10.0,S04,MSF,0.0,4.0
6.0,11.0,S04,UOL,1.0,20.0
6.0,11.0,S04,SPY,0.0,13.0
6.0,12.0,MSF, G2,0.0,10.0
6.0,12.0,S04,VIT,0.0,4.0
6.0,12.0,S04,GIA,1.0,16.0
6.0,13.0,MSF,S04,1.0,20.0
6.0,13.0,MSF,H2K,1.0,17.0
6.0,13.0,S04, G2,0.0,17.0
6.0,13.0,S04,H2K,1.0,20.0
6.0,14.0,S04,FNC,0.0,6.0
6.0,14.0,S04,ROC,0.0,7.0
6.0,14.0,MSF,VIT,1.0,16.0
6.0,14.0,MSF,FNC,1.0,23.0
6.0,15.0,MSF,SPY,0.0,15.0
6.0,15.0,MSF,GIA,0.0,10.0
6.0,15.0,S04,MSF,1.0,14.0
6.0,15.0,S04,SPY,0.0,4.0
6.0,16.0,MSF,ROC,0.0,0.0
6.0,16.0,MSF,UOL,1.0,16.0
6.0,16.0,S04,VIT,0.0,5.0
6.0,16.0,S04,UOL,0.0,3.0
6.0,17.0,MSF, G2,0.0,9.0
6.0,17.0,MSF,S04,0.0,14.0
6.0,17.0,S04,GIA,1.0,17.0
6.0,17.0,S04, G2,1.0,24.0
6.0,18.0,S04,H2K,0.0,2.0
6.0,18.0,S04,FNC,0.0,2.0
6.0,18.0,MSF,VIT,1.0,12.0
6.0,18.0,MSF,FNC,1.0,22.0
6.0,19.0,MSF,H2K,0.0,10.0
6.0,19.0,MSF,SPY,0.0,6.0
6.0,19.0,FLY,FOX,0.0,1.0
6.0,19.0,FLY,TSM,1.0,22.0
6.0,20.0,MSF,GIA,0.0,4.0
6.0,20.0,MSF,ROC,0.0,2.0
6.0,20.0,FLY,GGS,1.0,16.0
6.0,20.0,FLY,OPT,0.0,4.0
