1,Week 8,,,FNC vs. EL,Win (1-0),19.25,19.25,1,4,0,6,225,0,0 / 0 / 0
1,Week 9,,,FNC vs. SK,Win (1-0),28.33,28.33,1,7,0,8,233,0,0 / 0 / 0
1,Week 9,,,FNC vs. UOL,Win (1-0),29.33,29.33,1,12,0,1,183,1,0 / 0 / 0
1,Hjarnan,Boomdude111,AD Carry,H2K,,424.07,23.56,18,95,0,104,"5,707",4,4/1/2000
1,Week 1,,,H2K vs. ROC,Win (1-0),27.73,27.73,1,6,0,7,323,0,1 / 0 / 0
1,Week 1,,,H2K vs. OG,Loss (0-0),11.02,11.02,1,3,0,2,202,0,0 / 0 / 0
1,Week 2,,,H2K vs. GMB,Win (1-0),37.68,37.68,1,10,0,4,268,1,1/1/2000
1,Week 2,,,H2K vs. EL,Win (1-0),19.49,19.49,1,5,0,5,199,0,0 / 0 / 0
1,Week 3,,,H2K vs. SK,Win (1-0),49.76,49.76,1,13,0,12,376,1,0 / 0 / 0
1,Week 3,,,H2K vs. UOL,Win (1-0),30.89,30.89,1,4,0,12,289,1,0 / 0 / 0
1,Week 4,,,H2K vs. CW,Win (1-0),19.34,19.34,1,4,0,6,234,0,0 / 0 / 0
1,Week 4,,,H2K vs. GIA,Win (1-0),37.09,37.09,1,7,0,11,259,1,1 / 0 / 0
1,Week 5,,,H2K vs. FNC,Loss (0-0),13.61,13.61,1,3,0,3,311,0,0 / 0 / 0
1,Week 5,,,H2K vs. SK,Loss (0-0),7.82,7.82,1,1,0,1,432,0,0 / 0 / 0
1,Week 6,,,H2K vs. EL,Win (1-0),28.6,28.6,1,7,0,6,360,0,1 / 0 / 0
1,Week 6,,,H2K vs. UOL,Win (1-0),24.64,24.64,1,6,0,6,364,0,0 / 0 / 0
1,Week 7,,,H2K vs. FNC,Loss (0-0),9.84,9.84,1,1,0,3,334,0,0 / 0 / 0
1,Week 7,,,H2K vs. ROC,Loss (0-0),19.43,19.43,1,4,0,5,393,0,0 / 0 / 0
1,Week 8,,,H2K vs. GIA,Win (1-0),22.27,22.27,1,3,0,9,277,0,0 / 0 / 0
1,Week 8,,,H2K vs. CW,Loss (0-0),21.6,21.6,1,5,0,5,410,0,0 / 0 / 0
1,Week 9,,,H2K vs. OG,Loss (0-0),21.7,21.7,1,6,0,4,370,0,0 / 0 / 0
1,Week 9,,,H2K vs. GMB,Win (1-0),21.56,21.56,1,7,0,3,306,0,0 / 0 / 0
1,Niels,ChrisL,AD Carry,ORIGEN,,421.31,23.41,18,95,0,110,"5,631",4,1 / 0 / 0
1,Week 1,,,OG vs. GIA,Win (1-0),26.09,26.09,1,7,0,6,309,0,0 / 0 / 0
1,Week 1,,,OG vs. H2K,Win (1-0),28.33,28.33,1,7,0,8,233,0,0 / 0 / 0
1,Week 2,,,OG vs. SK,Win (1-0),59.63,59.63,1,14,0,18,263,1,0 / 0 / 0
1,Week 2,,,OG vs. CW,Win (1-0),20.08,20.08,1,3,0,8,208,0,0 / 0 / 0
1,Week 3,,,OG vs. UOL,Win (1-0),31.52,31.52,1,6,0,10,252,1,0 / 0 / 0
1,Week 3,,,OG vs. ROC,Loss (0-0),7.39,7.39,1,1,0,2,239,0,0 / 0 / 0
1,Week 4,,,OG vs. FNC,Loss (0-0),15.65,15.65,1,6,0,0,365,0,0 / 0 / 0
1,Week 4,,,OG vs. EL,Win (1-0),39.36,39.36,1,6,0,14,436,1,0 / 0 / 0
1,Week 5,,,OG vs. GMB,Win (1-0),32.38,32.38,1,9,0,6,338,0,1 / 0 / 0
1,Week 5,,,OG vs. CW,Win (1-0),14.81,14.81,1,3,0,4,281,0,0 / 0 / 0
1,Week 6,,,OG vs. UOL,Loss (0-0),10.5,10.5,1,2,0,2,350,0,0 / 0 / 0
1,Week 6,,,OG vs. EL,Win (1-0),20.62,20.62,1,5,0,5,312,0,0 / 0 / 0
1,Week 7,,,OG vs. GIA,Win (1-0),23.49,23.49,1,6,0,6,249,0,0 / 0 / 0
1,Week 7,,,OG vs. FNC,Loss (0-0),14.02,14.02,1,1,0,6,302,0,0 / 0 / 0
1,Week 8,,,OG vs. GMB,Loss (0-0),13.5,13.5,1,4,0,1,400,0,0 / 0 / 0
1,Week 8,,,OG vs. SK,Win (1-0),37.73,37.73,1,10,0,8,373,1,0 / 0 / 0
1,Week 9,,,OG vs. H2K,Win (1-0),22.47,22.47,1,5,0,6,347,0,0 / 0 / 0
1,Week 9,,,OG vs. ROC,Loss (0-0),3.74,3.74,1,0,0,0,374,0,0 / 0 / 0
1,Quas,LeIBron,Top,Team Liquid,,407.74,22.65,18,62,0,150,"4,274",7,1 / 0 / 0
1,Week 1,,,TL vs. TDK,Win (1-0),36.56,36.56,1,6,0,13,306,1,0 / 0 / 0
1,Week 1,,,TL vs. T8,Win (1-0),32.45,32.45,1,9,0,8,245,0,0 / 0 / 0
1,Week 2,,,TL vs. NME,Win (1-0),28.97,28.97,1,5,0,10,197,1,0 / 0 / 0
1,Week 2,,,TL vs. GV,Loss (0-0),6.44,6.44,1,0,0,3,194,0,0 / 0 / 0
1,Week 3,,,TL vs. C9,Win (1-0),30.62,30.62,1,7,0,9,312,0,0 / 0 / 0
1,Week 3,,,TL vs. TIP,Win (1-0),17.67,17.67,1,6,0,1,217,0,1 / 0 / 0
1,Week 4,,,TL vs. TSM,Loss (0-0),18.3,18.3,1,5,0,4,230,0,0 / 0 / 0
1,Week 4,,,TL vs. DIG,Loss (0-0),22.99,22.99,1,5,0,7,249,0,0 / 0 / 0
1,Week 5,,,TL vs. CLG,Win (1-0),25.2,25.2,1,3,0,10,220,1,0 / 0 / 0
1,Week 5,,,TL vs. GV,Loss (0-0),11.89,11.89,1,0,0,6,289,0,0 / 0 / 0
1,Week 6,,,TL vs. C9,Win (1-0),30.45,30.45,1,2,0,15,195,1,0 / 0 / 0
1,Week 6,,,TL vs. DIG,Win (1-0),14.19,14.19,1,0,0,8,219,0,0 / 0 / 0
1,Week 7,,,TL vs. TDK,Win (1-0),20.63,20.63,1,2,0,9,313,0,0 / 0 / 0
1,Week 7,,,TL vs. TSM,Win (1-0),20.96,20.96,1,1,0,10,196,1,0 / 0 / 0
1,Week 8,,,TL vs. CLG,Loss (0-0),9.45,9.45,1,2,0,2,245,0,0 / 0 / 0
1,Week 8,,,TL vs. NME,Win (1-0),25.56,25.56,1,0,0,15,106,1,0 / 0 / 0
1,Week 9,,,TL vs. T8,Win (1-0),18.44,18.44,1,4,0,5,294,0,0 / 0 / 0
1,Week 9,,,TL vs. TIP,Win (1-0),36.97,36.97,1,5,0,15,247,1,0 / 0 / 0
1,Bjergsen,CheesePuppy,Mid,Team SoloMid,,406.9,22.61,18,107,0,78,"6,590",4,1 / 0 / 0
1,Week 1,,,TSM vs. C9,Loss (0-0),17.18,17.18,1,4,0,3,468,0,0 / 0 / 0
1,Week 1,,,TSM vs. NME,Win (1-0),24,24,1,6,0,6,300,0,0 / 0 / 0
1,Week 2,,,TSM vs. TIP,Win (1-0),33.29,33.29,1,12,0,3,279,1,0 / 0 / 0
1,Week 2,,,TSM vs. CLG,Win (1-0),29.94,29.94,1,8,0,6,294,0,1 / 0 / 0
1,Week 3,,,TSM vs. DIG,Loss (0-0),27.28,27.28,1,7,0,6,428,0,0 / 0 / 0
1,Week 3,,,TSM vs. TDK,Win (1-0),40.21,40.21,1,12,0,7,371,1,0 / 0 / 0
1,Week 4,,,TSM vs. TL,Win (1-0),21.79,21.79,1,6,0,4,379,0,0 / 0 / 0
1,Week 4,,,TSM vs. GV,Win (1-0),39.33,39.33,1,10,0,9,383,1,0 / 0 / 0
1,Week 5,,,TSM vs. T8,Win (1-0),21.85,21.85,1,4,0,7,335,0,0 / 0 / 0
1,Week 5,,,TSM vs. CLG,Win (1-0),26.07,26.07,1,6,0,7,357,0,0 / 0 / 0
1,Week 6,,,TSM vs. TDK,Win (1-0),33.2,33.2,1,11,0,3,470,1,0 / 0 / 0
1,Week 6,,,TSM vs. GV,Loss (0-0),7.2,7.2,1,1,0,1,370,0,0 / 0 / 0
1,Week 7,,,TSM vs. T8,Loss (0-0),11.49,11.49,1,4,0,0,349,0,0 / 0 / 0
1,Week 7,,,TSM vs. TL,Loss (0-0),19.03,19.03,1,3,0,6,403,0,0 / 0 / 0
1,Week 8,,,TSM vs. TIP,Loss (0-0),11.07,11.07,1,3,0,1,357,0,0 / 0 / 0
1,Week 8,,,TSM vs. DIG,Win (1-0),18.56,18.56,1,4,0,5,306,0,0 / 0 / 0
1,Week 9,,,TSM vs. NME,Win (1-0),16.77,16.77,1,4,0,3,427,0,0 / 0 / 0
1,Week 9,,,TSM vs. C9,Loss (0-0),8.64,8.64,1,2,0,1,314,0,0 / 0 / 0
1,YellOwStaR,PWG Pups,Support,Fnatic,,405.66,22.54,18,11,0,234,666,13,0 / 0 / 0
1,Week 1,,,FNC vs. UOL,Win (1-0),23.87,23.87,1,1,0,13,37,1,0 / 0 / 0
1,Week 1,,,FNC vs. SK,Win (1-0),25.48,25.48,1,1,0,14,48,1,0 / 0 / 0
1,Week 2,,,FNC vs. ROC,Win (1-0),20.29,20.29,1,3,0,9,79,0,0 / 0 / 0
1,Week 2,,,FNC vs. GMB,Win (1-0),17.4,17.4,1,0,0,10,40,1,0 / 0 / 0
