Lourlo,MustachedSpud,Top,Team Liquid,372.12,20.67,47,101,92,252,"13,902",8,0 / 0 / 0
Ssumday,Uraziel1,Top,Team Dignitas,371.24,20.62,44,106,91,250,"14,541",5,3 / 0 / 0
Zig,UT Reformed Me,Top,Phoenix1,370.35,20.58,41,77,109,271,"11,220",11,2 / 0 / 0
Balls,CheesePuppy,Top,FlyQuest,369.18,20.51,43,78,120,274,"11,578",10,1 / 0 / 0
Olleh,UT Reformed Me,Support,Immortals,359.24,19.96,44,51,109,350,"1,685",16,0 / 0 / 0
Flame,CheesePuppy,Top,Immortals,354.12,19.67,44,81,122,242,"13,454",6,1 / 1 / 0
Keith,CheesePuppy,AD Carry,Echo Fox,347.02,19.28,43,111,130,236,"12,308",7,2 / 0 / 0
Lira,QuapQuapQuap,Jungler,Team Envy,344.73,21.55,41,136,101,199,"9,071",6,0 / 0 / 0
LemonNation,Clarkie,Support,FlyQuest,344.68,19.15,43,33,126,357,"1,367",16,0 / 0 / 0
Looper,Clarkie,Top,Echo Fox,341.66,18.98,43,86,135,259,"11,884",8,0 / 0 / 0
Seraph,MustachedSpud,Top,Team Envy,339.42,18.86,45,77,138,234,"14,276",7,0 / 0 / 0
aphromoo,Long Horny,Support,Counter Logic Gaming,338.74,18.82,44,32,160,384,"1,370",20,0 / 0 / 0
Hakuho,,Support,Team Envy,335.77,18.65,45,51,108,300,"1,432",10,0 / 0 / 0
Matt,Clarkie,Support,Team Liquid,331.44,19.50,44,42,173,347,"1,125",14,0 / 0 / 0
Xpecial,QuapQuapQuap,Support,Team Dignitas,314.60,18.51,41,29,112,352,"1,256",17,0 / 0 / 0
Exileh,UT Reformed Me,Mid,Unicorns of Love,299.46,27.22,26,146,79,144,"7,700",3,5 / 0 / 0
Jankos,,Jungler,H2K,293.59,26.69,26,115,64,186,"4,413",7,0 / 0 / 0
Gate,Durjaya,Support,Echo Fox,291.42,16.19,43,50,158,322,"1,436",15,0 / 0 / 0
Xerxe,,Jungler,Unicorns of Love,286.84,26.08,26,71,36,219,"4,426",10,0 / 0 / 0
Zven,,AD Carry,G2 Esports,279.09,25.37,27,99,34,145,"9,631",3,3 / 2 / 0
Vizicsacsi,UT Reformed Me,Top,Unicorns of Love,278.70,25.34,26,93,78,183,"7,824",7,1 / 0 / 0
Odoamne,QuapQuapQuap,Top,H2K,278.45,25.31,26,72,74,185,"7,708",7,1 / 0 / 0
Febiven,Long Horny,Mid,H2K,275.45,25.04,26,114,59,137,"8,360",2,1 / 0 / 0
Kobbe,MustachedSpud,AD Carry,Splyce,270.91,24.63,25,86,35,131,"7,744",3,0 / 0 / 0
PowerOfEvil,,Mid,Misfits,270.67,24.61,26,118,41,143,"8,594",5,1 / 0 / 0
Inori,MustachedSpud,Jungler,Phoenix1,269.94,26.99,22,97,75,128,"4,215",6,2 / 0 / 0
Nuclear,UT Reformed Me,AD Carry,H2K,268.56,24.41,26,100,44,166,"8,138",3,1 / 0 / 0
Hjarnan,Durjaya,AD Carry,ROCCAT,267.93,22.33,28,93,61,127,"10,199",3,2 / 0 / 0
Samux,,AD Carry,Unicorns of Love,266.73,24.25,26,85,54,159,"7,724",2,3 / 0 / 0
Adrian,CheesePuppy,Support,Team Liquid,265.16,18.94,32,21,84,279,951,13,0 / 0 / 0
Rekkles,,AD Carry,Fnatic,263.35,23.94,30,102,37,143,"10,666",2,1 / 1 / 0
Sencux,,Mid,Splyce,261.15,23.74,25,87,55,129,"7,229",3,2 / 0 / 0
KaKAO,,Jungler,Misfits,260.08,23.64,26,72,45,178,"4,805",7,1 / 0 / 0
Trick,QuapQuapQuap,Jungler,G2 Esports,259.52,23.59,27,91,46,163,"5,783",7,2 / 0 / 0
Perkz,,Mid,G2 Esports,258.82,23.53,27,100,51,143,"9,480",0,0 / 0 / 0
Wunder,,Top,Splyce,257.15,23.38,25,79,60,140,"7,687",3,1 / 1 / 0
Caps,QuapQuapQuap,Mid,Fnatic,253.83,23.08,30,107,79,131,"9,680",2,1 / 0 / 0
Hans sama,,AD Carry,Misfits,251.17,22.83,26,86,39,157,"8,227",4,1 / 0 / 0
Alphari,,Top,Misfits,246.81,22.44,26,52,53,150,"8,546",6,1 / 0 / 0
Expect,,Top,G2 Esports,240.89,21.90,27,70,47,172,"8,607",5,0 / 0 / 0
Betsy,Clarkie,Mid,ROCCAT,235.28,19.61,28,79,75,126,"9,793",2,1 / 1 / 0
Maxlore,,Jungler,ROCCAT,235.03,19.59,28,62,85,150,"5,156",3,0 / 0 / 0
Memento,,Jungler,Giants,234.29,19.52,30,79,93,125,"5,014",6,2 / 0 / 0
Mikyx,,Support,Splyce,229.84,20.89,25,11,56,214,880,9,0 / 0 / 0
HeaQ,,AD Carry,Giants,225.65,18.80,30,66,68,118,"9,058",4,0 / 0 / 0
NighT,Durjaya,Mid,Giants,222.13,18.51,30,78,87,103,"9,139",2,0 / 0 / 0
IgNar,,Support,Misfits,221.84,20.17,26,19,54,229,"1,003",12,0 / 0 / 0
Hylissang,,Support,Unicorns of Love,221.57,20.14,26,22,84,223,985,11,0 / 0 / 0
Trashy,,Jungler,Splyce,217.95,19.81,25,63,65,130,"3,891",5,1 / 0 / 0
mithy,MustachedSpud,Support,G2 Esports,214.61,19.51,27,14,65,226,"1,045",10,0 / 0 / 0
sOAZ,Long Horny,Top,Fnatic,213.73,19.43,30,59,76,163,"8,848",4,0 / 0 / 0
Djoko,Uraziel1,Jungler,Team Vitality,211.94,17.66,28,70,84,138,"4,020",2,0 / 1 / 0
Chei,,Support,H2K,211.68,19.24,26,14,68,243,748,13,0 / 0 / 0
Steeelback,Clarkie,AD Carry,Team Vitality,211.46,17.62,28,67,37,116,"9,285",1,0 / 0 / 0
Phaxi,,Top,ROCCAT,210.26,17.52,28,62,87,130,"8,896",3,1 / 0 / 0
Goldenglue,,Mid,Team Liquid,201.83,20.18,26,80,82,113,"8,148",2,0 / 0 / 0
Cabochard,,Top,Team Vitality,201.72,16.81,28,62,58,118,"8,723",2,2 / 1 / 0
Meteos,Uraziel1,Jungler,Phoenix1,200.24,22.25,19,69,51,120,"3,118",6,0 / 1 / 0
Wadid,Durjaya,Support,ROCCAT,194.32,16.19,28,19,68,188,"1,086",6,0 / 0 / 0
Nukeduck,CheesePuppy,"Mid, Support",Team Vitality,194.19,16.18,28,74,77,115,"7,868",1,0 / 0 / 0
Tabzz,Durjaya,AD Carry,Origen,188.65,15.72,26,53,68,80,"8,047",2,2 / 0 / 0
Flaxxish,,Top,Giants,182.10,15.17,30,38,100,122,"8,490",3,0 / 0 / 0
NaeHyun,,Mid,Origen,174.76,14.56,26,64,97,74,"7,880",1,0 / 0 / 0
Hustlin,,Support,Giants,173.72,14.48,30,21,93,156,"1,048",4,0 / 0 / 0
Jesiz,CheesePuppy,Support,Fnatic,170.88,15.53,30,20,67,198,975,7,0 / 0 / 0
Satorius,,Top,Origen,144.71,12.06,26,32,79,87,"7,626",0,0 / 0 / 0
Broxah,,Jungler,Fnatic,141.44,20.21,19,47,44,112,"3,634",3,0 / 0 / 0
Doublelift,Long Horny,AD Carry,Team Liquid,131.64,21.94,15,42,33,76,"4,420",2,1 / 0 / 0
Ray,,Top,Cloud9 ,127.44,18.21,10,28,35,56,"3,034",0,1 / 1 / 0
Stunt,Uraziel1,Support,Team Dignitas,127.09,18.16,12,6,38,141,409,8,0 / 0 / 0
Wisdom,,Jungler,Origen,116.70,12.97,20,42,96,76,"3,904",1,0 / 0 / 0
Hachani,,Support,Team Vitality,94.09,13.44,16,10,64,92,476,3,0 / 0 / 0
xPeke,,"Mid, Support",Origen,79.23,13.21,14,10,46,71,670,2,0 / 0 / 0
Youngbin,,AD Carry,Team Liquid,62.95,31.48,6,11,20,46,"1,462",2,0 / 0 / 0
Amazingx,,Jungler,Fnatic,58.17,14.54,11,24,28,56,"1,819",0,0 / 0 / 0
Hiiva,,Support,Origen,50.80,8.47,12,2,60,55,332,1,0 / 0 / 0
Alex Ich,,Mid,Team Envy,39.05,19.53,4,16,19,23,"1,233",0,0 / 0 / 0
AoD,,Support,Team Vitality,36.87,9.22,9,5,19,43,293,0,0 / 0 / 0
Cinkrof,,Jungler,Origen,27.60,9.20,6,12,24,12,852,0,0 / 0 / 0
GBM,,"Jungler, Mid",Team Vitality,15.37,15.37,3,10,12,9,885,0,0 / 0 / 0
Jòéy,,"Mid, Support",Counter Logic Gaming,3.75,3.75,2,0,11,8,42,0,0 / 0 / 0
Alderiate,,Top,Team Vitality,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
Arcsecond,,Jungler,Team Liquid,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
AudreyLaSapa,,Support,Unicorns of Love,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
bigfatlp,,Mid,FlyQuest,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
BillyBoss,,Top,Counter Logic Gaming,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
Bunny FuFuu,,Support,Cloud9 ,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
Caedrel,,Mid,H2K,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
Chorong,,Jungler,Immortals,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
Cris,,Top,Team Dignitas,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
Cyanide,,Jungler,Origen,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
Dodo8,,Support,Immortals,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
Fallenbandit,,Top,Counter Logic Gaming,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
Fill,,Support,Counter Logic Gaming,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
Fixer,,Support,Phoenix1,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
Fr3deric,,Jungler,Giants,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
Grigne,,Jungler,Echo Fox,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
Gripex,,Jungler,Splyce,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
Leonyx,,AD Carry,Immortals,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
Link,,Mid,Team Liquid,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
Nientonsoh,,AD Carry,Team Envy,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
Omargod,,Jungler,Counter Logic Gaming,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
Omran,,Top,Team Liquid,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
Pandar,,Support,Fnatic,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
Pirean,,Mid,Phoenix1,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
Reginald,,Mid,TSM,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
Relinquished,,AD Carry,G2 Esports,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
Remilia,,Support,FlyQuest,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
Send0o,,Top,G2 Esports,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
Stardust,,AD Carry,H2K,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
Th3Antonio,,Top,Giants,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
Treatz,,Support,ROCCAT,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
Tuesday,,Mid,Counter Logic Gaming,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
Uby,,Support,Unicorns of Love,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
Unlimited,,Support,G2 Esports,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
Visdom,,Support,G2 Esports,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
Vizility,,AD Carry,Splyce,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
Westrice,,Top,Cloud9 ,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
Wickd,,Top,Fnatic,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
Winter,,"Top, Support",Cloud9 ,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
XoYnUzi,,Jungler,ROCCAT,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
Zag,,AD Carry,Counter Logic Gaming,0.00,0.00,0,0,0,0,0,0,0 / 0 / 0
