Rekkles,,AD Carry,Fnatic,401.20,22.29,18,88,13,88,"8,670",1,3 / 1 / 0
Week 1,FNC vs. SPY,Win (1-0),13.38,13.38,1,2,2,4,438,0,0 / 0 / 0
Week 1,FNC vs. H2K,Loss (0-1),15.50,15.50,1,0,4,8,550,0,0 / 0 / 0
Week 2,FNC vs. VIT,Loss (0-1),9.90,9.90,1,1,1,2,540,0,0 / 0 / 0
Week 2,FNC vs. G2,Win (1-0),16.91,16.91,1,2,0,5,541,0,0 / 0 / 0
Week 3,FNC vs. MSF,Loss (0-1),19.15,19.15,1,6,1,0,765,0,0 / 0 / 0
Week 3,FNC vs. ROC,Win (1-0),33.41,33.41,1,8,0,8,541,0,0 / 0 / 0
Week 4,FNC vs. UOL,Win (1-0),30.51,30.51,1,10,1,2,401,1,1 / 0 / 0
Week 4,FNC vs. GIA,Win (1-0),19.32,19.32,1,4,0,5,382,0,0 / 0 / 0
Week 5,FNC vs. S04,Win (1-0),11.13,11.13,1,0,0,5,363,0,0 / 0 / 0
Week 5,FNC vs. SPY,Win (1-0),23.78,23.78,1,5,0,6,478,0,0 / 0 / 0
Week 6,FNC vs. H2K,Win (1-0),35.97,35.97,1,8,1,9,497,0,1 / 0 / 0
Week 6,FNC vs. G2,Win (1-0),21.04,21.04,1,5,0,4,504,0,0 / 0 / 0
Week 7,FNC vs. MSF,Loss (0-1),25.79,25.79,1,5,1,5,679,0,1 / 0 / 0
Week 7,FNC vs. VIT,Win (1-0),27.45,27.45,1,8,0,4,545,0,0 / 0 / 0
Week 8,FNC vs. ROC,Win (1-0),21.82,21.82,1,5,0,5,432,0,0 / 0 / 0
Week 8,FNC vs. UOL,Win (1-0),19.77,19.77,1,5,0,4,377,0,0 / 0 / 0
Week 9,FNC vs. GIA,Win (1-0),36.67,36.67,1,8,2,9,317,0,0 / 1 / 0
Week 9,FNC vs. S04,Win (1-0),19.70,19.70,1,6,0,3,320,0,0 / 0 / 0
Altec,Long Horny,AD Carry,Echo Fox,363.61,20.20,18,70,39,108,"6,811",2,2 / 1 / 0
Week 1,FOX vs. FLY,Win (1-0),27.61,27.61,1,7,0,7,311,0,0 / 0 / 0
Week 1,FOX vs. CG,Win (1-0),11.44,11.44,1,2,1,3,344,0,0 / 0 / 0
Week 2,FOX vs. C9,Win (1-0),45.72,45.72,1,7,4,17,422,1,1 / 0 / 0
Week 2,FOX vs. TSM,Win (1-0),42.09,42.09,1,8,3,13,609,1,0 / 0 / 0
Week 3,FOX vs. CLG,Loss (0-1),10.62,10.62,1,0,2,5,412,0,0 / 0 / 0
Week 3,FOX vs. OPT,Win (1-0),26.30,26.30,1,6,1,7,430,0,0 / 0 / 0
Week 4,FOX vs. GGS,Win (1-0),25.05,25.05,1,4,3,7,305,0,0 / 1 / 0
Week 4,FOX vs. TL,Win (1-0),21.07,21.07,1,3,3,8,457,0,0 / 0 / 0
