Split,Week,Player,Position,Team,Opponent,Result,Points,TeamPoints
1.0,1.0,HUNI,Top,FNC,UOL,1.0,19.85,17.0
1.0,1.0,ZVEN,AD Carry,OG ,GIA,1.0,26.09,17.0
1.0,1.0,BJERGSEN,Mid,TSM, C9,0.0,17.18,7.0
1.0,1.0,ADRIAN,Support,TIP, T8,1.0,35.48,13.0
1.0,1.0,POBELTER,Mid,CLG,DIG,1.0,27.42,22.0
1.0,1.0,APHROMOO,Support,CLG,DIG,1.0,14.24,22.0
1.0,1.0,HAUNTZER,Top,GV ,NME,0.0,24.34,18.0
1.0,1.0,XPEKE,Mid,OG ,GIA,1.0,23.44,17.0
1.0,1.0,KEANE,Mid,GV ,NME,0.0,26.28,18.0
1.0,1.0,SOAZ,Top,OG ,GIA,1.0,24.49,17.0
1.0,1.0,SNEAKY,AD Carry,C9 ,TSM,1.0,29.18,15.0
1.0,1.0,COREJJ,AD Carry,DIG,CLG,0.0,3.76,1.0
1.0,1.0,XMITHIE,Jungler,CLG,DIG,1.0,19.09,22.0
1.0,1.0,KASING,Support,H2K,ROC,1.0,29.73,12.0
1.0,1.0,CANDYPANDA,AD Carry,SK , CW,0.0,2.36,17.0
1.0,1.0,PEPIINERO,Mid,GIA, OG,0.0,13.32,7.0
1.0,1.0,SANTORIN,Jungler,TSM, C9,0.0,12.21,7.0
1.0,1.0,GAMSU,Top,DIG,CLG,0.0,5.05,1.0
1.0,1.0,MOVE,Jungler,GV ,NME,0.0,29.03,18.0
1.0,1.0,STEVE,Top,ROC,H2K,0.0,7.32,13.0
1.0,1.0,FROGGEN,Mid,EL ,GMB,1.0,38.28,21.0
1.0,1.0,VARDAGS,AD Carry,UOL, EL,1.0,16.05,15.0
1.0,1.0,SVENSKEREN,Jungler,SK ,FNC,0.0,15.37,7.0
1.0,1.0,LOULEX,Jungler,H2K, OG,0.0,5.68,5.0
1.0,1.0,LATTMAN,AD Carry,TDK, TL,0.0,16.08,4.0
1.0,1.0,WOOLITE,AD Carry,ROC,H2K,0.0,9.71,13.0
1.0,1.0,YOUNGBUCK,Top,CW , SK,1.0,27.51,2.0
1.0,1.0,PROMISQ,Support,EL ,GMB,1.0,32.37,21.0
1.0,1.0,AIRWAKS,Jungler,CW , SK,1.0,28.36,2.0
1.0,1.0,SLOOSHI8,Mid,T8 , TL,0.0,13.7,8.0
1.0,1.0,UNLIMITED,Support,CW ,GIA,0.0,21.83,11.0
1.0,1.0,NRATED,Support,SK ,FNC,0.0,20.66,7.0
1.0,1.0,BALLS,Top,C9 ,DIG,0.0,5.06,18.0
1.0,1.0,LUSTBOY,Support,TSM,NME,1.0,26.37,19.0
1.0,1.0,TABZZ,AD Carry,EL ,UOL,0.0,12.25,8.0
1.0,1.0,JWAOW,Top,EL ,UOL,0.0,10.38,8.0
1.0,1.0,CABOCHARD,Top,GMB,ROC,0.0,14.02,18.0
1.0,1.0,KEZ,Jungler,TDK, GV,0.0,10.19,20.0
1.0,1.0,INNOX,Mid,NME,TSM,0.0,5.39,17.0
1.0,1.0,DODO8,Support,T8 , TL,0.0,17.56,8.0
1.0,1.0,BETSY,Mid,GMB,ROC,0.0,13.96,18.0
1.0,1.0,TRASHY,Jungler,NME,TSM,0.0,5.35,17.0
1.0,1.0,DEXTER,Jungler,EL ,UOL,0.0,7.39,8.0
1.0,1.0,FREEZE,AD Carry,CW ,GIA,0.0,36.57,11.0
1.0,1.0,FLARESZ,Top,NME, GV,1.0,29.61,3.0
1.0,1.0,DIAMONDPROX,Jungler,GMB, EL,0.0,4.32,17.0
1.0,1.0,GOSU PEPPER,Support,GMB,ROC,0.0,15.84,18.0
1.0,2.0,APOLLO,AD Carry,TIP, C9,1.0,23.39,18.0
1.0,2.0,PIGLET,AD Carry,TL , GV,0.0,6.85,3.0
1.0,2.0,IMPACT,Top,TIP, C9,1.0,15.88,18.0
1.0,2.0,FEBIVEN,Mid,FNC,GMB,1.0,20.0,18.0
1.0,2.0,HJARNAN,AD Carry,H2K, EL,1.0,19.49,20.0
1.0,2.0,QUAS,Top,TL , GV,0.0,6.44,3.0
1.0,2.0,YELLOWSTAR,Support,FNC,GMB,1.0,17.4,18.0
1.0,2.0,ALTEC,AD Carry,GV , TL,1.0,10.5,19.0
1.0,2.0,RYU,Mid,H2K, EL,1.0,17.08,20.0
1.0,2.0,IWDOMINATE,Jungler,TL , GV,0.0,6.16,3.0
1.0,2.0,DARSHAN,Top,CLG,TSM,0.0,11.05,8.0
1.0,2.0,XIAOWEIXIAO,Mid,TIP, C9,1.0,29.3,18.0
1.0,2.0,REIGNOVER,Jungler,FNC,GMB,1.0,22.58,18.0
1.0,2.0,XPECIAL,Support,TL , GV,0.0,4.7,3.0
1.0,2.0,FOX,Mid,SK ,GIA,0.0,12.26,5.0
1.0,2.0,NUKEDUCK,Mid,ROC,UOL,0.0,25.06,18.0
1.0,2.0,ADRYH,AD Carry,GIA, SK,1.0,23.02,17.0
1.0,2.0,ODOAMNE,Top,H2K, EL,1.0,21.45,20.0
1.0,2.0,AMAZING,Jungler,OG , CW,1.0,16.19,22.0
1.0,2.0,POWEROFEVIL,Mid,UOL,ROC,1.0,18.6,13.0
1.0,2.0,MITHY,Support,OG , CW,1.0,17.16,22.0
1.0,2.0,NIEN,AD Carry,T8 ,DIG,0.0,18.05,4.0
1.0,2.0,SHIPHTUR,Mid,DIG, T8,1.0,32.23,22.0
1.0,2.0,BUNNY FUFUU,Support,GV , TL,1.0,12.11,19.0
1.0,2.0,VIZICSACSI,Top,UOL,ROC,1.0,15.62,13.0
1.0,2.0,WERLYB,Top,GIA, SK,1.0,20.49,17.0
1.0,2.0,WILDTURTLE,AD Carry,TSM,CLG,1.0,32.49,20.0
1.0,2.0,VARDAGS,AD Carry,UOL, CW,1.0,26.56,22.0
1.0,2.0,SVENSKEREN,Jungler,SK , OG,0.0,11.99,6.0
1.0,2.0,LOULEX,Jungler,H2K,GMB,1.0,19.28,17.0
1.0,2.0,MRRALLEZ,AD Carry,ROC,UOL,0.0,0.0,18.0
1.0,2.0,SOREN,Mid,CW , OG,0.0,5.56,3.0
1.0,2.0,METEOS,Jungler,C9 ,TIP,0.0,12.18,7.0
1.0,2.0,SLOOSHI8,Mid,T8 ,CLG,0.0,11.04,4.0
1.0,2.0,UNLIMITED,Support,CW ,UOL,0.0,2.09,2.0
1.0,2.0,BABY,Support,TDK,NME,0.0,0.0,9.0
1.0,2.0,NRATED,Support,SK , OG,0.0,8.08,6.0
1.0,2.0,BALLS,Top,C9 , GV,0.0,9.3,4.0
1.0,2.0,LUSTBOY,Support,TSM,TIP,1.0,13.81,23.0
1.0,2.0,TABZZ,AD Carry,EL ,GIA,0.0,13.63,3.0
1.0,2.0,JWAOW,Top,EL ,GIA,0.0,14.42,3.0
1.0,2.0,CABOCHARD,Top,GMB,H2K,0.0,9.33,4.0
1.0,2.0,KEZ,Jungler,TDK,DIG,0.0,10.04,11.0
1.0,2.0,INNOX,Mid,NME, TL,0.0,4.58,1.0
1.0,2.0,DODO8,Support,T8 ,CLG,0.0,6.51,4.0
1.0,2.0,BETSY,Mid,GMB,H2K,0.0,7.38,4.0
1.0,2.0,TRASHY,Jungler,NME, TL,0.0,7.46,1.0
1.0,2.0,DEXTER,Jungler,EL ,GIA,0.0,15.35,3.0
1.0,2.0,FREEZE,AD Carry,CW ,UOL,0.0,7.01,2.0
1.0,2.0,SMOOTHIE,Support,TDK,NME,0.0,22.49,9.0
1.0,2.0,FORG1VEN,AD Carry,GMB,FNC,0.0,7.98,8.0
1.0,2.0,BODYDROP,Support,NME,TDK,1.0,19.13,21.0
1.0,2.0,GOSU PEPPER,Support,GMB,H2K,0.0,6.11,4.0
1.0,2.0,APOLLO,AD Carry,TIP, C9,1.0,23.39,19.0
1.0,2.0,PIGLET,AD Carry,TL , GV,0.0,6.85,8.0
1.0,2.0,IMPACT,Top,TIP, C9,1.0,15.88,19.0
1.0,2.0,FEBIVEN,Mid,FNC,GMB,1.0,20.0,19.0
1.0,2.0,HJARNAN,AD Carry,H2K, EL,1.0,19.49,17.0
1.0,2.0,QUAS,Top,TL , GV,0.0,6.44,8.0
1.0,2.0,YELLOWSTAR,Support,FNC,GMB,1.0,17.4,19.0
1.0,2.0,ALTEC,AD Carry,GV , TL,1.0,10.5,18.0
1.0,2.0,RYU,Mid,H2K, EL,1.0,17.08,17.0
1.0,2.0,IWDOMINATE,Jungler,TL , GV,0.0,6.16,8.0
1.0,2.0,DARSHAN,Top,CLG,TSM,0.0,11.05,5.0
1.0,2.0,XIAOWEIXIAO,Mid,TIP, C9,1.0,29.3,19.0
1.0,2.0,REIGNOVER,Jungler,FNC,GMB,1.0,22.58,19.0
1.0,2.0,XPECIAL,Support,TL , GV,0.0,4.7,8.0
1.0,2.0,FOX,Mid,SK ,GIA,0.0,12.26,15.0
1.0,2.0,NUKEDUCK,Mid,ROC,UOL,0.0,25.06,21.0
1.0,2.0,ADRYH,AD Carry,GIA, SK,1.0,23.02,17.0
1.0,2.0,ODOAMNE,Top,H2K, EL,1.0,21.45,17.0
1.0,2.0,AMAZING,Jungler,OG , CW,1.0,16.19,17.0
1.0,2.0,POWEROFEVIL,Mid,UOL,ROC,1.0,18.6,5.0
1.0,2.0,MITHY,Support,OG , CW,1.0,17.16,17.0
1.0,2.0,NIEN,AD Carry,T8 ,DIG,0.0,18.05,5.0
1.0,2.0,SHIPHTUR,Mid,DIG, T8,1.0,32.23,15.0
1.0,2.0,BUNNY FUFUU,Support,GV , TL,1.0,12.11,18.0
1.0,2.0,VIZICSACSI,Top,UOL,ROC,1.0,15.62,5.0
1.0,2.0,WERLYB,Top,GIA, SK,1.0,20.49,17.0
1.0,2.0,WILDTURTLE,AD Carry,TSM,CLG,1.0,32.49,19.0
1.0,2.0,VARDAGS,AD Carry,UOL, CW,1.0,26.56,21.0
1.0,2.0,SVENSKEREN,Jungler,SK , OG,0.0,11.99,3.0
1.0,2.0,LOULEX,Jungler,H2K,GMB,1.0,19.28,17.0
1.0,2.0,MRRALLEZ,AD Carry,ROC,UOL,0.0,0.0,21.0
1.0,2.0,SOREN,Mid,CW , OG,0.0,5.56,5.0
1.0,2.0,METEOS,Jungler,C9 ,TIP,0.0,12.18,6.0
1.0,2.0,SLOOSHI8,Mid,T8 ,CLG,0.0,11.04,4.0
1.0,2.0,UNLIMITED,Support,CW ,UOL,0.0,2.09,3.0
1.0,2.0,BABY,Support,TDK,NME,0.0,0.0,12.0
1.0,2.0,NRATED,Support,SK , OG,0.0,8.08,3.0
1.0,2.0,BALLS,Top,C9 , GV,0.0,9.3,4.0
1.0,2.0,LUSTBOY,Support,TSM,TIP,1.0,13.81,9.0
1.0,2.0,TABZZ,AD Carry,EL ,GIA,0.0,13.63,20.0
1.0,2.0,JWAOW,Top,EL ,GIA,0.0,14.42,20.0
1.0,2.0,CABOCHARD,Top,GMB,H2K,0.0,9.33,7.0
1.0,2.0,KEZ,Jungler,TDK,DIG,0.0,10.04,15.0
1.0,2.0,INNOX,Mid,NME, TL,0.0,4.58,1.0
1.0,2.0,DODO8,Support,T8 ,CLG,0.0,6.51,4.0
1.0,2.0,BETSY,Mid,GMB,H2K,0.0,7.38,7.0
1.0,2.0,TRASHY,Jungler,NME, TL,0.0,7.46,1.0
1.0,2.0,DEXTER,Jungler,EL ,GIA,0.0,15.35,20.0
1.0,2.0,FREEZE,AD Carry,CW ,UOL,0.0,7.01,3.0
1.0,2.0,SMOOTHIE,Support,TDK,NME,0.0,22.49,12.0
1.0,2.0,FORG1VEN,AD Carry,GMB,FNC,0.0,7.98,9.0
1.0,2.0,BODYDROP,Support,NME,TDK,1.0,19.13,17.0
1.0,2.0,GOSU PEPPER,Support,GMB,H2K,0.0,6.11,7.0
1.0,2.0,DOUBLELIFT,AD Carry,CLG, T8,1.0,26.42,21.0
1.0,2.0,RUSH,Jungler,TIP,TSM,0.0,10.56,5.0
1.0,2.0,REKKLES,AD Carry,FNC,ROC,1.0,22.24,20.0
1.0,2.0,FENIX,Mid,TL ,NME,1.0,14.79,20.0
1.0,2.0,HUNI,Top,FNC,ROC,1.0,32.37,20.0
1.0,2.0,ZVEN,AD Carry,OG , SK,1.0,59.63,22.0
1.0,2.0,BJERGSEN,Mid,TSM,TIP,1.0,33.29,23.0
1.0,2.0,ADRIAN,Support,TIP,TSM,0.0,9.37,5.0
1.0,2.0,POBELTER,Mid,CLG, T8,1.0,28.91,21.0
1.0,2.0,APHROMOO,Support,CLG, T8,1.0,26.8,21.0
1.0,2.0,HAUNTZER,Top,GV , C9,1.0,19.98,17.0
1.0,2.0,XPEKE,Mid,OG , SK,1.0,39.46,22.0
1.0,2.0,KEANE,Mid,GV , C9,1.0,24.3,17.0
1.0,2.0,SOAZ,Top,OG , SK,1.0,49.52,22.0
1.0,2.0,SNEAKY,AD Carry,C9 , GV,0.0,10.59,4.0
1.0,2.0,COREJJ,AD Carry,DIG,TDK,1.0,25.77,21.0
1.0,2.0,XMITHIE,Jungler,CLG, T8,1.0,16.89,21.0
1.0,2.0,KASING,Support,H2K,GMB,1.0,20.46,17.0
1.0,2.0,CANDYPANDA,AD Carry,SK , OG,0.0,14.41,6.0
1.0,2.0,PEPIINERO,Mid,GIA, EL,1.0,47.22,21.0
1.0,2.0,SANTORIN,Jungler,TSM,TIP,1.0,23.87,23.0
1.0,2.0,GAMSU,Top,DIG,TDK,1.0,27.16,21.0
1.0,2.0,MOVE,Jungler,GV , C9,1.0,23.02,17.0
1.0,2.0,STEVE,Top,ROC,FNC,0.0,28.6,8.0
1.0,2.0,FROGGEN,Mid,EL ,GIA,0.0,13.82,3.0
1.0,2.0,VARDAGS,AD Carry,UOL,ROC,1.0,31.84,13.0
1.0,2.0,SVENSKEREN,Jungler,SK ,GIA,0.0,8.06,5.0
1.0,2.0,LOULEX,Jungler,H2K, EL,1.0,22.02,20.0
1.0,2.0,LATTMAN,AD Carry,TDK,DIG,0.0,10.87,11.0
1.0,2.0,WOOLITE,AD Carry,ROC,FNC,0.0,25.75,8.0
1.0,2.0,YOUNGBUCK,Top,CW ,UOL,0.0,4.66,2.0
1.0,2.0,PROMISQ,Support,EL ,GIA,0.0,8.27,3.0
1.0,2.0,AIRWAKS,Jungler,CW ,UOL,0.0,6.13,2.0
1.0,2.0,SLOOSHI8,Mid,T8 ,DIG,0.0,11.33,4.0
1.0,2.0,UNLIMITED,Support,CW , OG,0.0,1.56,3.0
1.0,2.0,NRATED,Support,SK ,GIA,0.0,7.74,5.0
1.0,2.0,BALLS,Top,C9 ,TIP,0.0,10.17,7.0
1.0,2.0,LUSTBOY,Support,TSM,CLG,1.0,23.95,20.0
1.0,2.0,TABZZ,AD Carry,EL ,H2K,0.0,8.86,2.0
1.0,2.0,JWAOW,Top,EL ,H2K,0.0,3.37,2.0
1.0,2.0,CABOCHARD,Top,GMB,FNC,0.0,7.4,8.0
1.0,2.0,KEZ,Jungler,TDK,NME,0.0,26.68,9.0
1.0,2.0,INNOX,Mid,NME,TDK,1.0,21.03,21.0
1.0,2.0,DODO8,Support,T8 ,DIG,0.0,13.55,4.0
1.0,2.0,BETSY,Mid,GMB,FNC,0.0,9.12,8.0
1.0,2.0,TRASHY,Jungler,NME,TDK,1.0,23.28,21.0
1.0,2.0,DEXTER,Jungler,EL ,H2K,0.0,8.94,2.0
1.0,2.0,FREEZE,AD Carry,CW , OG,0.0,5.6,3.0
1.0,2.0,FLARESZ,Top,NME, TL,0.0,7.25,1.0
1.0,2.0,DIAMONDPROX,Jungler,GMB,H2K,0.0,3.63,4.0
1.0,2.0,GOSU PEPPER,Support,GMB,FNC,0.0,6.37,8.0
1.0,2.0,DOUBLELIFT,AD Carry,CLG, T8,1.0,26.42,19.0
1.0,2.0,RUSH,Jungler,TIP,TSM,0.0,10.56,18.0
1.0,2.0,REKKLES,AD Carry,FNC,ROC,1.0,22.24,22.0
1.0,2.0,FENIX,Mid,TL ,NME,1.0,14.79,22.0
1.0,2.0,HUNI,Top,FNC,ROC,1.0,32.37,22.0
1.0,2.0,ZVEN,AD Carry,OG , SK,1.0,59.63,23.0
1.0,2.0,BJERGSEN,Mid,TSM,TIP,1.0,33.29,9.0
1.0,2.0,ADRIAN,Support,TIP,TSM,0.0,9.37,18.0
1.0,2.0,POBELTER,Mid,CLG, T8,1.0,28.91,19.0
1.0,2.0,APHROMOO,Support,CLG, T8,1.0,26.8,19.0
1.0,2.0,HAUNTZER,Top,GV , C9,1.0,19.98,23.0
1.0,2.0,XPEKE,Mid,OG , SK,1.0,39.46,23.0
1.0,2.0,KEANE,Mid,GV , C9,1.0,24.3,23.0
1.0,2.0,SOAZ,Top,OG , SK,1.0,49.52,23.0
1.0,2.0,SNEAKY,AD Carry,C9 , GV,0.0,10.59,4.0
1.0,2.0,COREJJ,AD Carry,DIG,TDK,1.0,25.77,8.0
1.0,2.0,XMITHIE,Jungler,CLG, T8,1.0,16.89,19.0
1.0,2.0,KASING,Support,H2K,GMB,1.0,20.46,17.0
1.0,2.0,CANDYPANDA,AD Carry,SK , OG,0.0,14.41,3.0
1.0,2.0,PEPIINERO,Mid,GIA, EL,1.0,47.22,4.0
1.0,2.0,SANTORIN,Jungler,TSM,TIP,1.0,23.87,9.0
1.0,2.0,GAMSU,Top,DIG,TDK,1.0,27.16,8.0
1.0,2.0,MOVE,Jungler,GV , C9,1.0,23.02,23.0
1.0,2.0,STEVE,Top,ROC,FNC,0.0,28.6,5.0
1.0,2.0,FROGGEN,Mid,EL ,GIA,0.0,13.82,20.0
1.0,2.0,VARDAGS,AD Carry,UOL,ROC,1.0,31.84,5.0
1.0,2.0,SVENSKEREN,Jungler,SK ,GIA,0.0,8.06,15.0
1.0,2.0,LOULEX,Jungler,H2K, EL,1.0,22.02,17.0
1.0,2.0,LATTMAN,AD Carry,TDK,DIG,0.0,10.87,15.0
1.0,2.0,WOOLITE,AD Carry,ROC,FNC,0.0,25.75,5.0
1.0,2.0,YOUNGBUCK,Top,CW ,UOL,0.0,4.66,3.0
1.0,2.0,PROMISQ,Support,EL ,GIA,0.0,8.27,20.0
1.0,2.0,AIRWAKS,Jungler,CW ,UOL,0.0,6.13,3.0
1.0,2.0,SLOOSHI8,Mid,T8 ,DIG,0.0,11.33,5.0
1.0,2.0,UNLIMITED,Support,CW , OG,0.0,1.56,5.0
1.0,2.0,NRATED,Support,SK ,GIA,0.0,7.74,15.0
1.0,2.0,BALLS,Top,C9 ,TIP,0.0,10.17,6.0
1.0,2.0,LUSTBOY,Support,TSM,CLG,1.0,23.95,19.0
1.0,2.0,TABZZ,AD Carry,EL ,H2K,0.0,8.86,8.0
1.0,2.0,JWAOW,Top,EL ,H2K,0.0,3.37,8.0
1.0,2.0,CABOCHARD,Top,GMB,FNC,0.0,7.4,9.0
1.0,2.0,KEZ,Jungler,TDK,NME,0.0,26.68,12.0
1.0,2.0,INNOX,Mid,NME,TDK,1.0,21.03,17.0
1.0,2.0,DODO8,Support,T8 ,DIG,0.0,13.55,5.0
1.0,2.0,BETSY,Mid,GMB,FNC,0.0,9.12,9.0
1.0,2.0,TRASHY,Jungler,NME,TDK,1.0,23.28,17.0
1.0,2.0,DEXTER,Jungler,EL ,H2K,0.0,8.94,8.0
1.0,2.0,FREEZE,AD Carry,CW , OG,0.0,5.6,5.0
1.0,2.0,FLARESZ,Top,NME, TL,0.0,7.25,1.0
1.0,2.0,DIAMONDPROX,Jungler,GMB,H2K,0.0,3.63,7.0
1.0,2.0,GOSU PEPPER,Support,GMB,FNC,0.0,6.37,9.0
1.0,2.0,JANKOS,Jungler,ROC,FNC,0.0,32.3,8.0
1.0,2.0,DOUBLELIFT,AD Carry,CLG,TSM,0.0,12.63,8.0
1.0,2.0,RUSH,Jungler,TIP, C9,1.0,21.81,18.0
1.0,2.0,REKKLES,AD Carry,FNC,GMB,1.0,22.59,18.0
1.0,2.0,FENIX,Mid,TL , GV,0.0,5.82,3.0
1.0,2.0,HUNI,Top,FNC,GMB,1.0,13.55,18.0
1.0,2.0,ZVEN,AD Carry,OG , CW,1.0,20.08,22.0
1.0,2.0,BJERGSEN,Mid,TSM,CLG,1.0,29.94,20.0
1.0,2.0,ADRIAN,Support,TIP, C9,1.0,19.12,18.0
1.0,2.0,POBELTER,Mid,CLG,TSM,0.0,14.09,8.0
1.0,2.0,APHROMOO,Support,CLG,TSM,0.0,9.41,8.0
1.0,2.0,HAUNTZER,Top,GV , TL,1.0,19.66,19.0
1.0,2.0,XPEKE,Mid,OG , CW,1.0,10.94,22.0
1.0,2.0,KEANE,Mid,GV , TL,1.0,23.4,19.0
1.0,2.0,SOAZ,Top,OG , CW,1.0,18.47,22.0
1.0,2.0,SNEAKY,AD Carry,C9 ,TIP,0.0,17.3,7.0
1.0,2.0,COREJJ,AD Carry,DIG, T8,1.0,34.43,22.0
1.0,2.0,XMITHIE,Jungler,CLG,TSM,0.0,10.4,8.0
1.0,2.0,KASING,Support,H2K, EL,1.0,19.29,20.0
1.0,2.0,CANDYPANDA,AD Carry,SK ,GIA,0.0,15.48,5.0
1.0,2.0,PEPIINERO,Mid,GIA, SK,1.0,24.49,17.0
1.0,2.0,SANTORIN,Jungler,TSM,CLG,1.0,27.02,20.0
1.0,2.0,GAMSU,Top,DIG, T8,1.0,24.29,22.0
1.0,2.0,MOVE,Jungler,GV , TL,1.0,21.4,19.0
1.0,2.0,STEVE,Top,ROC,UOL,0.0,23.99,18.0
1.0,2.0,FROGGEN,Mid,EL ,H2K,0.0,7.79,2.0
1.0,2.0,JENSEN,Mid,C9 , GV,0.0,10.19,4.0
1.0,2.0,DYRUS,Top,TSM,TIP,1.0,16.57,23.0
1.0,2.0,LATTMAN,AD Carry,TDK,NME,0.0,24.12,9.0
1.0,2.0,WOOLITE,AD Carry,ROC,UOL,0.0,29.24,18.0
1.0,2.0,YOUNGBUCK,Top,CW , OG,0.0,5.47,3.0
1.0,2.0,PROMISQ,Support,EL ,H2K,0.0,6.68,2.0
1.0,2.0,AIRWAKS,Jungler,CW , OG,0.0,2.53,3.0
1.0,2.0,BISCHU,Mid,TDK,DIG,0.0,10.49,11.0
1.0,2.0,AZINGY,Jungler,DIG,TDK,1.0,22.11,21.0
1.0,2.0,SERAPH,Top,TDK,DIG,0.0,11.67,11.0
1.0,2.0,FREDY122,Top,SK , OG,0.0,9.09,6.0
1.0,2.0,PORPOISE8,Jungler,T8 ,CLG,0.0,7.69,4.0
1.0,2.0,OTTER,AD Carry,NME, TL,0.0,7.04,1.0
1.0,2.0,VANDER,Support,ROC,FNC,0.0,24.38,8.0
1.0,2.0,CALITRLOLZ8,Top,T8 ,CLG,0.0,8.27,4.0
1.0,2.0,FR3DERIC,Jungler,GIA, EL,1.0,42.07,21.0
1.0,2.0,G0DFRED,Support,GIA, EL,1.0,32.71,21.0
1.0,2.0,HYLISSANG,Support,UOL, CW,1.0,21.64,22.0
1.0,2.0,KIWIKID,Support,DIG,TDK,1.0,22.23,21.0
1.0,2.0,LEMONNATION,Support,C9 , GV,0.0,4.91,4.0
1.0,2.0,KIKIS,Jungler,UOL, CW,1.0,19.84,22.0
1.0,2.0,FLARESZ,Top,NME,TDK,1.0,17.81,21.0
1.0,2.0,DIAMONDPROX,Jungler,GMB,FNC,0.0,9.58,8.0
1.0,2.0,DOUBLELIFT,AD Carry,CLG,TSM,0.0,12.63,5.0
1.0,2.0,RUSH,Jungler,TIP, C9,1.0,21.81,19.0
1.0,2.0,REKKLES,AD Carry,FNC,GMB,1.0,22.59,19.0
1.0,2.0,FENIX,Mid,TL , GV,0.0,5.82,8.0
1.0,2.0,HUNI,Top,FNC,GMB,1.0,13.55,19.0
1.0,2.0,ZVEN,AD Carry,OG , CW,1.0,20.08,17.0
1.0,2.0,BJERGSEN,Mid,TSM,CLG,1.0,29.94,19.0
1.0,2.0,ADRIAN,Support,TIP, C9,1.0,19.12,19.0
1.0,2.0,POBELTER,Mid,CLG,TSM,0.0,14.09,5.0
1.0,2.0,APHROMOO,Support,CLG,TSM,0.0,9.41,5.0
1.0,2.0,HAUNTZER,Top,GV , TL,1.0,19.66,18.0
1.0,2.0,XPEKE,Mid,OG , CW,1.0,10.94,17.0
1.0,2.0,KEANE,Mid,GV , TL,1.0,23.4,18.0
1.0,2.0,SOAZ,Top,OG , CW,1.0,18.47,17.0
1.0,2.0,SNEAKY,AD Carry,C9 ,TIP,0.0,17.3,6.0
1.0,2.0,COREJJ,AD Carry,DIG, T8,1.0,34.43,15.0
1.0,2.0,XMITHIE,Jungler,CLG,TSM,0.0,10.4,5.0
1.0,2.0,KASING,Support,H2K, EL,1.0,19.29,17.0
1.0,2.0,CANDYPANDA,AD Carry,SK ,GIA,0.0,15.48,15.0
1.0,2.0,PEPIINERO,Mid,GIA, SK,1.0,24.49,17.0
1.0,2.0,SANTORIN,Jungler,TSM,CLG,1.0,27.02,19.0
1.0,2.0,GAMSU,Top,DIG, T8,1.0,24.29,15.0
1.0,2.0,MOVE,Jungler,GV , TL,1.0,21.4,18.0
1.0,2.0,STEVE,Top,ROC,UOL,0.0,23.99,21.0
1.0,2.0,FROGGEN,Mid,EL ,H2K,0.0,7.79,8.0
1.0,2.0,JENSEN,Mid,C9 , GV,0.0,10.19,4.0
1.0,2.0,DYRUS,Top,TSM,TIP,1.0,16.57,9.0
1.0,2.0,LATTMAN,AD Carry,TDK,NME,0.0,24.12,12.0
1.0,2.0,WOOLITE,AD Carry,ROC,UOL,0.0,29.24,21.0
1.0,2.0,YOUNGBUCK,Top,CW , OG,0.0,5.47,5.0
1.0,2.0,PROMISQ,Support,EL ,H2K,0.0,6.68,8.0
1.0,2.0,AIRWAKS,Jungler,CW , OG,0.0,2.53,5.0
1.0,2.0,BISCHU,Mid,TDK,DIG,0.0,10.49,15.0
1.0,2.0,AZINGY,Jungler,DIG,TDK,1.0,22.11,8.0
1.0,2.0,JANKOS,Jungler,ROC,FNC,0.0,32.3,5.0
1.0,2.0,SERAPH,Top,TDK,DIG,0.0,11.67,15.0
1.0,2.0,FREDY122,Top,SK , OG,0.0,9.09,3.0
1.0,2.0,PORPOISE8,Jungler,T8 ,CLG,0.0,7.69,4.0
1.0,2.0,OTTER,AD Carry,NME, TL,0.0,7.04,1.0
1.0,2.0,VANDER,Support,ROC,FNC,0.0,24.38,5.0
1.0,2.0,CALITRLOLZ8,Top,T8 ,CLG,0.0,8.27,4.0
1.0,2.0,FR3DERIC,Jungler,GIA, EL,1.0,42.07,4.0
1.0,2.0,G0DFRED,Support,GIA, EL,1.0,32.71,4.0
1.0,2.0,HYLISSANG,Support,UOL, CW,1.0,21.64,21.0
1.0,2.0,KIWIKID,Support,DIG,TDK,1.0,22.23,8.0
1.0,2.0,LEMONNATION,Support,C9 , GV,0.0,4.91,4.0
1.0,2.0,KIKIS,Jungler,UOL, CW,1.0,19.84,21.0
1.0,2.0,FLARESZ,Top,NME,TDK,1.0,17.81,17.0
1.0,2.0,DIAMONDPROX,Jungler,GMB,FNC,0.0,9.58,9.0
1.0,2.0,APOLLO,AD Carry,TIP,TSM,0.0,15.69,5.0
1.0,2.0,PIGLET,AD Carry,TL ,NME,1.0,31.58,20.0
1.0,2.0,IMPACT,Top,TIP,TSM,0.0,14.02,5.0
1.0,2.0,FEBIVEN,Mid,FNC,ROC,1.0,24.62,20.0
1.0,2.0,HJARNAN,AD Carry,H2K,GMB,1.0,37.68,17.0
1.0,2.0,QUAS,Top,TL ,NME,1.0,28.97,20.0
1.0,2.0,YELLOWSTAR,Support,FNC,ROC,1.0,20.29,20.0
1.0,2.0,ALTEC,AD Carry,GV , C9,1.0,32.1,17.0
1.0,2.0,RYU,Mid,H2K,GMB,1.0,24.11,17.0
1.0,2.0,IWDOMINATE,Jungler,TL ,NME,1.0,27.35,20.0
